id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Computers,GPRGNN,4,64,0.01,0.0005,500,50,0,0.9236,0.8983,347,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Computers,GPRGNN,4,64,0.01,0.0005,500,50,1,0.9229,0.9019,283,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Computers,GPRGNN,4,64,0.01,0.0005,500,50,2,0.9200,0.8946,252,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Computers,GPRGNN,4,64,0.01,0.0005,500,50,3,0.9207,0.8961,311,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Computers,GPRGNN,4,64,0.01,0.0005,500,50,4,0.9193,0.9012,306,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Computers,GPRGNN,4,64,0.01,0.0005,500,50,5,0.9229,0.9019,300,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Computers,GPRGNN,4,64,0.01,0.0005,500,50,6,0.9316,0.9106,420,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Computers,GPRGNN,4,64,0.01,0.0005,500,50,7,0.9244,0.9055,363,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Computers,GPRGNN,4,64,0.01,0.0005,500,50,8,0.9222,0.8917,362,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Computers,GPRGNN,4,64,0.01,0.0005,500,50,9,0.9156,0.8939,322,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,Computers,GPRGNN,4,64,0.01,0.0001,500,50,0,0.9127,0.8910,266,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,Computers,GPRGNN,4,64,0.01,0.0001,500,50,1,0.9200,0.9012,334,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,Computers,GPRGNN,4,64,0.01,0.0001,500,50,2,0.9142,0.8881,241,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,Computers,GPRGNN,4,64,0.01,0.0001,500,50,3,0.9149,0.8939,221,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,Computers,GPRGNN,4,64,0.01,0.0001,500,50,4,0.9185,0.8968,306,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,Computers,GPRGNN,4,64,0.01,0.0001,500,50,5,0.9207,0.8997,355,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,Computers,GPRGNN,4,64,0.01,0.0001,500,50,6,0.9215,0.8953,373,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,Computers,GPRGNN,4,64,0.01,0.0001,500,50,7,0.9200,0.8990,407,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,Computers,GPRGNN,4,64,0.01,0.0001,500,50,8,0.9149,0.8932,294,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,Computers,GPRGNN,4,64,0.01,0.0001,500,50,9,0.9295,0.9033,309,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,Computers,GPRGNN,4,64,0.01,0.0,500,50,0,0.9207,0.9004,365,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,Computers,GPRGNN,4,64,0.01,0.0,500,50,1,0.9215,0.9012,290,lr_wd_seed_batched
