id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Physics,GPRGNN,4,64,0.01,0.0005,500,50,0,0.9719,0.9774,166,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Physics,GPRGNN,4,64,0.01,0.0005,500,50,1,0.9759,0.9786,360,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Physics,GPRGNN,4,64,0.01,0.0005,500,50,2,0.9742,0.9774,229,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Physics,GPRGNN,4,64,0.01,0.0005,500,50,3,0.9748,0.9780,259,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Physics,GPRGNN,4,64,0.01,0.0005,500,50,4,0.9751,0.9794,311,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Physics,GPRGNN,4,64,0.01,0.0005,500,50,5,0.9716,0.9759,145,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Physics,GPRGNN,4,64,0.01,0.0005,500,50,6,0.9739,0.9791,252,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Physics,GPRGNN,4,64,0.01,0.0005,500,50,7,0.9736,0.9780,206,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Physics,GPRGNN,4,64,0.01,0.0005,500,50,8,0.9736,0.9797,215,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Physics,GPRGNN,4,64,0.01,0.0005,500,50,9,0.9748,0.9788,292,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,Physics,GPRGNN,4,64,0.01,0.0001,500,50,0,0.9751,0.9803,227,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,Physics,GPRGNN,4,64,0.01,0.0001,500,50,1,0.9768,0.9806,296,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,Physics,GPRGNN,4,64,0.01,0.0001,500,50,2,0.9762,0.9800,261,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,Physics,GPRGNN,4,64,0.01,0.0001,500,50,3,0.9765,0.9786,269,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,Physics,GPRGNN,4,64,0.01,0.0001,500,50,4,0.9762,0.9803,315,lr_wd_seed_batched
Physics_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,Physics,GPRGNN,4,64,0.01,0.0001,500,50,5,0.9762,0.9803,238,lr_wd_seed_batched
