id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,0,0.5556,0.6842,91,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,1,0.6111,0.6316,112,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,2,0.6111,0.6842,103,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,3,0.5556,0.5263,80,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,4,0.6111,0.7368,80,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,5,0.5556,0.6316,81,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,6,0.4444,0.4211,62,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,7,0.6111,0.7368,116,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,8,0.4444,0.6316,86,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,9,0.5556,0.6316,104,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,0,0.5000,0.5789,64,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,1,0.5556,0.6316,104,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,2,0.5556,0.7368,156,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,3,0.6111,0.6842,75,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,4,0.6111,0.6316,122,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,5,0.5556,0.6316,120,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,6,0.4444,0.6316,114,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,7,0.6111,0.6842,91,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,8,0.6111,0.7368,90,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,9,0.5556,0.7368,82,lr_wd_seed_batched
