id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,0,0.8376,0.8147,210,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,1,0.8453,0.8181,190,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,2,0.8530,0.8164,298,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,3,0.8496,0.8215,315,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,4,0.8504,0.8266,338,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,5,0.8427,0.8181,206,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,6,0.8479,0.8258,288,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,7,0.8368,0.8096,146,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,8,0.8496,0.8215,294,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,9,0.8402,0.8266,163,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,WikiCS,GPRGNN,4,64,0.01,0.0001,500,50,0,0.8487,0.8215,235,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,WikiCS,GPRGNN,4,64,0.01,0.0001,500,50,1,0.8538,0.8335,349,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,WikiCS,GPRGNN,4,64,0.01,0.0001,500,50,2,0.8504,0.8266,320,lr_wd_seed_batched
