id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,0,0.7000,0.6667,138,lr_wd_seed_batched
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,1,0.7200,0.7255,106,lr_wd_seed_batched
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,2,0.8000,0.6667,236,lr_wd_seed_batched
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,3,0.7600,0.8627,227,lr_wd_seed_batched
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,4,0.6200,0.6275,78,lr_wd_seed_batched
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,5,0.7800,0.7451,231,lr_wd_seed_batched
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,6,0.6200,0.5882,137,lr_wd_seed_batched
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,7,0.6800,0.6667,161,lr_wd_seed_batched
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,8,0.7600,0.8235,204,lr_wd_seed_batched
Wisconsin_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Wisconsin,GPRGNN,4,64,0.01,0.0005,500,50,9,0.6400,0.4706,107,lr_wd_seed_batched
