id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,0,0.7758,0.7828,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,1,0.7737,0.7692,68,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,2,0.7712,0.7952,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,3,0.7818,0.7803,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,4,0.7809,0.7833,146,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,5,0.7809,0.7748,65,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,6,0.7775,0.7714,78,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,7,0.7890,0.7803,121,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,8,0.7831,0.7896,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,9,0.7733,0.7680,80,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,0,0.7775,0.7841,72,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,1,0.7733,0.7718,78,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,2,0.7712,0.7952,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,3,0.7818,0.7803,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,4,0.7809,0.7833,132,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,5,0.7809,0.7756,74,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,6,0.7763,0.7722,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,7,0.7886,0.7794,76,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,8,0.7831,0.7896,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,9,0.7729,0.7701,73,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,0,0.7792,0.7824,65,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,1,0.7750,0.7739,76,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s2,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,2,0.7712,0.7952,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s3,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,3,0.7818,0.7803,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s4,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,4,0.7805,0.7837,86,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s5,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,5,0.7809,0.7752,70,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s6,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,6,0.7763,0.7718,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s7,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,7,0.7886,0.7794,102,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s8,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,8,0.7831,0.7896,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s9,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,9,0.7733,0.7701,82,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s0,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,0,0.7758,0.7828,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s1,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,1,0.7729,0.7718,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s2,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,2,0.7712,0.7952,54,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s3,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,3,0.7818,0.7803,54,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s4,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,4,0.7805,0.7837,103,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s5,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,5,0.7809,0.7752,90,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s6,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,6,0.7771,0.7697,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s7,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,7,0.7882,0.7794,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s8,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,8,0.7839,0.7896,91,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s9,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,9,0.7729,0.7714,109,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s0,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,0,0.7775,0.7833,90,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s1,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,1,0.7729,0.7718,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s2,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,2,0.7712,0.7952,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s3,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,3,0.7822,0.7799,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s4,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,4,0.7822,0.7837,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s5,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,5,0.7805,0.7748,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s6,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,6,0.7767,0.7714,94,lr_wd_seed_batched
