id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,0,0.7052,0.6983,466,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,1,0.6999,0.7014,340,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,2,0.7061,0.7062,495,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,3,0.7048,0.7102,500,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,4,0.7030,0.6978,429,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,5,0.6999,0.7027,322,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,6,0.6990,0.6996,360,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,7,0.6986,0.6965,340,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,8,0.6999,0.6983,386,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,RomanEmpire,GPRGNN,4,64,0.01,0.0005,500,50,9,0.6906,0.7000,268,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,0,0.7065,0.7106,267,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,1,0.7083,0.7124,268,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,2,0.7109,0.7071,286,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,3,0.7039,0.7075,198,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,4,0.7140,0.7111,306,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,5,0.7123,0.7111,345,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,6,0.7056,0.7062,273,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,7,0.7118,0.7124,337,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,8,0.7118,0.7106,308,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,RomanEmpire,GPRGNN,4,64,0.01,0.0001,500,50,9,0.7145,0.7128,286,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,0,0.7145,0.7093,338,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,1,0.7180,0.7133,364,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s2,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,2,0.7092,0.7058,246,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s3,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,3,0.7127,0.7093,289,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s4,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,4,0.7224,0.7142,405,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s5,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,5,0.7180,0.7067,492,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s6,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,6,0.7149,0.7089,263,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s7,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,7,0.7189,0.7124,486,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s8,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,8,0.7158,0.7089,274,lr_wd_seed_batched
RomanEmpire_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s9,RomanEmpire,GPRGNN,4,64,0.01,0.0,500,50,9,0.7171,0.7146,338,lr_wd_seed_batched
