id,dataset,model,depth,hidden,eps,dropout,wd,relu,seed,test_acc
Cora_L3_H32_eps0.2_s0,Cora,fagcn,3,32,0.2,,,,0,0.7647
Cora_L3_H32_eps0.2_s1,Cora,fagcn,3,32,0.2,,,,1,0.7426
Cora_L3_H32_eps0.2_s2,Cora,fagcn,3,32,0.2,,,,2,0.7426
Cora_L3_H32_eps0.3_s0,Cora,fagcn,3,32,0.3,,,,0,0.7794
Cora_L3_H32_eps0.3_s1,Cora,fagcn,3,32,0.3,,,,1,0.7426
Cora_L3_H32_eps0.3_s2,Cora,fagcn,3,32,0.3,,,,2,0.7353
Cora_L3_H32_eps0.4_s0,Cora,fagcn,3,32,0.4,,,,0,0.7279
Cora_L3_H32_eps0.4_s1,Cora,fagcn,3,32,0.4,,,,1,0.7794
Cora_L3_H32_eps0.4_s2,Cora,fagcn,3,32,0.4,,,,2,0.7390
Cora_L3_H32_eps0.5_s0,Cora,fagcn,3,32,0.5,,,,0,0.7868
Cora_L3_H32_eps0.5_s1,Cora,fagcn,3,32,0.5,,,,1,0.7537
Cora_L3_H32_eps0.5_s2,Cora,fagcn,3,32,0.5,,,,2,0.8015
Cora_L3_H64_eps0.1_s0,Cora,fagcn,3,64,0.1,,,,0,0.7022
Cora_L3_H64_eps0.1_s1,Cora,fagcn,3,64,0.1,,,,1,0.6765
Cora_L3_H64_eps0.1_s2,Cora,fagcn,3,64,0.1,,,,2,0.7096
Cora_L3_H64_eps0.2_s0,Cora,fagcn,3,64,0.2,,,,0,0.7757
Cora_L3_H64_eps0.2_s1,Cora,fagcn,3,64,0.2,,,,1,0.7574
Cora_L3_H64_eps0.2_s2,Cora,fagcn,3,64,0.2,,,,2,0.7390
Cora_L3_H64_eps0.3_s0,Cora,fagcn,3,64,0.3,,,,0,0.7647
Cora_L3_H64_eps0.3_s1,Cora,fagcn,3,64,0.3,,,,1,0.7316
Cora_L3_H64_eps0.3_s2,Cora,fagcn,3,64,0.3,,,,2,0.7426
Cora_L3_H64_eps0.4_s0,Cora,fagcn,3,64,0.4,,,,0,0.7868
Cora_L3_H64_eps0.4_s1,Cora,fagcn,3,64,0.4,,,,1,0.7757
Cora_L3_H64_eps0.4_s2,Cora,fagcn,3,64,0.4,,,,2,0.7684
Cora_L3_H64_eps0.5_s0,Cora,fagcn,3,64,0.5,,,,0,0.7574
Cora_L3_H64_eps0.5_s1,Cora,fagcn,3,64,0.5,,,,1,0.7941
Cora_L3_H64_eps0.5_s2,Cora,fagcn,3,64,0.5,,,,2,0.7757
Cora_L4_H16_eps0.1_s0,Cora,fagcn,4,16,0.1,,,,0,0.7243
Cora_L4_H16_eps0.1_s1,Cora,fagcn,4,16,0.1,,,,1,0.6691
Cora_L4_H16_eps0.1_s2,Cora,fagcn,4,16,0.1,,,,2,0.6618
Cora_L4_H16_eps0.2_s0,Cora,fagcn,4,16,0.2,,,,0,0.7463
Cora_L4_H16_eps0.2_s1,Cora,fagcn,4,16,0.2,,,,1,0.7206
Cora_L4_H16_eps0.2_s2,Cora,fagcn,4,16,0.2,,,,2,0.7537
Cora_L4_H16_eps0.3_s0,Cora,fagcn,4,16,0.3,,,,0,0.7537
Cora_L4_H16_eps0.3_s1,Cora,fagcn,4,16,0.3,,,,1,0.7757
Cora_L4_H16_eps0.3_s2,Cora,fagcn,4,16,0.3,,,,2,0.7537
Cora_L4_H16_eps0.4_s0,Cora,fagcn,4,16,0.4,,,,0,0.7537
Cora_L4_H16_eps0.4_s1,Cora,fagcn,4,16,0.4,,,,1,0.7610
Cora_L4_H16_eps0.4_s2,Cora,fagcn,4,16,0.4,,,,2,0.7610
Cora_L4_H16_eps0.5_s0,Cora,fagcn,4,16,0.5,,,,0,0.7610
Cora_L4_H16_eps0.5_s1,Cora,fagcn,4,16,0.5,,,,1,0.7868
Cora_L4_H16_eps0.5_s2,Cora,fagcn,4,16,0.5,,,,2,0.7831
Cora_L4_H32_eps0.1_s0,Cora,fagcn,4,32,0.1,,,,0,0.7169
Cora_L4_H32_eps0.1_s1,Cora,fagcn,4,32,0.1,,,,1,0.6801
Cora_L4_H32_eps0.1_s2,Cora,fagcn,4,32,0.1,,,,2,0.7243
Cora_L4_H32_eps0.2_s0,Cora,fagcn,4,32,0.2,,,,0,0.7463
Cora_L4_H32_eps0.2_s1,Cora,fagcn,4,32,0.2,,,,1,0.7353
Cora_L4_H32_eps0.2_s2,Cora,fagcn,4,32,0.2,,,,2,0.7426
Cora_L4_H32_eps0.3_s0,Cora,fagcn,4,32,0.3,,,,0,0.7169
Cora_L4_H32_eps0.3_s1,Cora,fagcn,4,32,0.3,,,,1,0.7426
Cora_L4_H32_eps0.3_s2,Cora,fagcn,4,32,0.3,,,,2,0.7463
Cora_L4_H32_eps0.4_s0,Cora,fagcn,4,32,0.4,,,,0,0.7721
Cora_L4_H32_eps0.4_s1,Cora,fagcn,4,32,0.4,,,,1,0.7721
Cora_L4_H32_eps0.4_s2,Cora,fagcn,4,32,0.4,,,,2,0.7500
Cora_L4_H32_eps0.5_s0,Cora,fagcn,4,32,0.5,,,,0,0.7463
Cora_L4_H32_eps0.5_s1,Cora,fagcn,4,32,0.5,,,,1,0.7721
Cora_L4_H32_eps0.5_s2,Cora,fagcn,4,32,0.5,,,,2,0.7684
Cora_L4_H64_eps0.1_s0,Cora,fagcn,4,64,0.1,,,,0,0.7647
Cora_L4_H64_eps0.1_s1,Cora,fagcn,4,64,0.1,,,,1,0.7537
Cora_L4_H64_eps0.1_s2,Cora,fagcn,4,64,0.1,,,,2,0.7537
Cora_L4_H64_eps0.2_s0,Cora,fagcn,4,64,0.2,,,,0,0.7353
Cora_L4_H64_eps0.2_s1,Cora,fagcn,4,64,0.2,,,,1,0.7500
Cora_L4_H64_eps0.2_s2,Cora,fagcn,4,64,0.2,,,,2,0.7500
Cora_L4_H64_eps0.3_s0,Cora,fagcn,4,64,0.3,,,,0,0.7537
Cora_L4_H64_eps0.3_s1,Cora,fagcn,4,64,0.3,,,,1,0.7610
Cora_L4_H64_eps0.3_s2,Cora,fagcn,4,64,0.3,,,,2,0.7721
Cora_L4_H64_eps0.4_s0,Cora,fagcn,4,64,0.4,,,,0,0.7537
Cora_L4_H64_eps0.4_s1,Cora,fagcn,4,64,0.4,,,,1,0.7721
Cora_L4_H64_eps0.4_s2,Cora,fagcn,4,64,0.4,,,,2,0.8015
Cora_L4_H64_eps0.5_s0,Cora,fagcn,4,64,0.5,,,,0,0.7537
Cora_L4_H64_eps0.5_s1,Cora,fagcn,4,64,0.5,,,,1,0.8088
Cora_L4_H64_eps0.5_s2,Cora,fagcn,4,64,0.5,,,,2,0.7941
PubMed_L2_H16_eps0.1_s0,PubMed,fagcn,2,16,0.1,,,,0,0.8728
PubMed_L2_H16_eps0.1_s1,PubMed,fagcn,2,16,0.1,,,,1,0.8702
PubMed_L2_H16_eps0.1_s2,PubMed,fagcn,2,16,0.1,,,,2,0.8667
PubMed_L2_H16_eps0.2_s0,PubMed,fagcn,2,16,0.2,,,,0,0.8804
PubMed_L2_H16_eps0.2_s1,PubMed,fagcn,2,16,0.2,,,,1,0.8768
PubMed_L2_H16_eps0.2_s2,PubMed,fagcn,2,16,0.2,,,,2,0.8708
PubMed_L2_H16_eps0.3_s0,PubMed,fagcn,2,16,0.3,,,,0,0.8794
PubMed_L2_H16_eps0.3_s1,PubMed,fagcn,2,16,0.3,,,,1,0.8824
PubMed_L2_H16_eps0.3_s2,PubMed,fagcn,2,16,0.3,,,,2,0.8779
PubMed_L2_H16_eps0.4_s0,PubMed,fagcn,2,16,0.4,,,,0,0.8809
PubMed_L2_H16_eps0.4_s1,PubMed,fagcn,2,16,0.4,,,,1,0.8723
PubMed_L2_H16_eps0.4_s2,PubMed,fagcn,2,16,0.4,,,,2,0.8844
PubMed_L2_H16_eps0.5_s0,PubMed,fagcn,2,16,0.5,,,,0,0.8804
PubMed_L2_H16_eps0.5_s1,PubMed,fagcn,2,16,0.5,,,,1,0.8763
PubMed_L2_H16_eps0.5_s2,PubMed,fagcn,2,16,0.5,,,,2,0.8824
PubMed_L2_H32_eps0.1_s0,PubMed,fagcn,2,32,0.1,,,,0,0.8733
PubMed_L2_H32_eps0.1_s1,PubMed,fagcn,2,32,0.1,,,,1,0.8733
PubMed_L2_H32_eps0.1_s2,PubMed,fagcn,2,32,0.1,,,,2,0.8616
PubMed_L2_H32_eps0.2_s0,PubMed,fagcn,2,32,0.2,,,,0,0.8773
PubMed_L2_H32_eps0.2_s1,PubMed,fagcn,2,32,0.2,,,,1,0.8753
PubMed_L2_H32_eps0.2_s2,PubMed,fagcn,2,32,0.2,,,,2,0.8733
PubMed_L2_H32_eps0.3_s0,PubMed,fagcn,2,32,0.3,,,,0,0.8860
PubMed_L2_H32_eps0.3_s1,PubMed,fagcn,2,32,0.3,,,,1,0.8824
PubMed_L2_H32_eps0.3_s2,PubMed,fagcn,2,32,0.3,,,,2,0.8809
PubMed_L2_H32_eps0.4_s0,PubMed,fagcn,2,32,0.4,,,,0,0.8860
PubMed_L2_H32_eps0.4_s1,PubMed,fagcn,2,32,0.4,,,,1,0.8819
PubMed_L2_H32_eps0.4_s2,PubMed,fagcn,2,32,0.4,,,,2,0.8829
PubMed_L2_H32_eps0.5_s0,PubMed,fagcn,2,32,0.5,,,,0,0.8804
PubMed_L2_H32_eps0.5_s1,PubMed,fagcn,2,32,0.5,,,,1,0.8824
PubMed_L2_H32_eps0.5_s2,PubMed,fagcn,2,32,0.5,,,,2,0.8789
PubMed_L2_H64_eps0.1_s0,PubMed,fagcn,2,64,0.1,,,,0,0.8708
PubMed_L2_H64_eps0.1_s1,PubMed,fagcn,2,64,0.1,,,,1,0.8702
PubMed_L2_H64_eps0.1_s2,PubMed,fagcn,2,64,0.1,,,,2,0.8692
PubMed_L2_H64_eps0.2_s0,PubMed,fagcn,2,64,0.2,,,,0,0.8743
PubMed_L2_H64_eps0.2_s1,PubMed,fagcn,2,64,0.2,,,,1,0.8809
PubMed_L2_H64_eps0.2_s2,PubMed,fagcn,2,64,0.2,,,,2,0.8768
PubMed_L2_H64_eps0.3_s0,PubMed,fagcn,2,64,0.3,,,,0,0.8855
PubMed_L2_H64_eps0.3_s1,PubMed,fagcn,2,64,0.3,,,,1,0.8824
PubMed_L2_H64_eps0.3_s2,PubMed,fagcn,2,64,0.3,,,,2,0.8794
PubMed_L2_H64_eps0.4_s0,PubMed,fagcn,2,64,0.4,,,,0,0.8814
PubMed_L2_H64_eps0.4_s1,PubMed,fagcn,2,64,0.4,,,,1,0.8855
PubMed_L2_H64_eps0.4_s2,PubMed,fagcn,2,64,0.4,,,,2,0.8849
PubMed_L2_H64_eps0.5_s0,PubMed,fagcn,2,64,0.5,,,,0,0.8870
PubMed_L2_H64_eps0.5_s1,PubMed,fagcn,2,64,0.5,,,,1,0.8865
PubMed_L2_H64_eps0.5_s2,PubMed,fagcn,2,64,0.5,,,,2,0.8789
PubMed_L3_H16_eps0.1_s0,PubMed,fagcn,3,16,0.1,,,,0,0.8535
PubMed_L3_H16_eps0.1_s1,PubMed,fagcn,3,16,0.1,,,,1,0.8586
PubMed_L3_H16_eps0.1_s2,PubMed,fagcn,3,16,0.1,,,,2,0.8540
PubMed_L3_H16_eps0.2_s0,PubMed,fagcn,3,16,0.2,,,,0,0.8652
PubMed_L3_H16_eps0.2_s1,PubMed,fagcn,3,16,0.2,,,,1,0.8718
PubMed_L3_H16_eps0.2_s2,PubMed,fagcn,3,16,0.2,,,,2,0.8733
PubMed_L3_H16_eps0.3_s0,PubMed,fagcn,3,16,0.3,,,,0,0.8728
PubMed_L3_H16_eps0.3_s1,PubMed,fagcn,3,16,0.3,,,,1,0.8763
PubMed_L3_H16_eps0.3_s2,PubMed,fagcn,3,16,0.3,,,,2,0.8784
PubMed_L3_H16_eps0.4_s0,PubMed,fagcn,3,16,0.4,,,,0,0.8794
PubMed_L3_H16_eps0.4_s1,PubMed,fagcn,3,16,0.4,,,,1,0.8799
PubMed_L3_H16_eps0.4_s2,PubMed,fagcn,3,16,0.4,,,,2,0.8834
PubMed_L3_H16_eps0.5_s0,PubMed,fagcn,3,16,0.5,,,,0,0.8860
PubMed_L3_H16_eps0.5_s1,PubMed,fagcn,3,16,0.5,,,,1,0.8849
PubMed_L3_H16_eps0.5_s2,PubMed,fagcn,3,16,0.5,,,,2,0.8844
PubMed_L3_H32_eps0.1_s0,PubMed,fagcn,3,32,0.1,,,,0,0.8642
PubMed_L3_H32_eps0.1_s1,PubMed,fagcn,3,32,0.1,,,,1,0.8682
PubMed_L3_H32_eps0.1_s2,PubMed,fagcn,3,32,0.1,,,,2,0.8637
PubMed_L3_H32_eps0.2_s0,PubMed,fagcn,3,32,0.2,,,,0,0.8728
PubMed_L3_H32_eps0.2_s1,PubMed,fagcn,3,32,0.2,,,,1,0.8708
PubMed_L3_H32_eps0.2_s2,PubMed,fagcn,3,32,0.2,,,,2,0.8743
PubMed_L3_H32_eps0.3_s0,PubMed,fagcn,3,32,0.3,,,,0,0.8814
PubMed_L3_H32_eps0.3_s1,PubMed,fagcn,3,32,0.3,,,,1,0.8753
PubMed_L3_H32_eps0.3_s2,PubMed,fagcn,3,32,0.3,,,,2,0.8779
PubMed_L3_H32_eps0.4_s0,PubMed,fagcn,3,32,0.4,,,,0,0.8804
PubMed_L3_H32_eps0.4_s1,PubMed,fagcn,3,32,0.4,,,,1,0.8743
PubMed_L3_H32_eps0.4_s2,PubMed,fagcn,3,32,0.4,,,,2,0.8779
PubMed_L3_H32_eps0.5_s0,PubMed,fagcn,3,32,0.5,,,,0,0.8855
PubMed_L3_H32_eps0.5_s1,PubMed,fagcn,3,32,0.5,,,,1,0.8809
PubMed_L3_H32_eps0.5_s2,PubMed,fagcn,3,32,0.5,,,,2,0.8789
PubMed_L3_H64_eps0.1_s0,PubMed,fagcn,3,64,0.1,,,,0,0.8662
PubMed_L3_H64_eps0.1_s1,PubMed,fagcn,3,64,0.1,,,,1,0.8621
PubMed_L3_H64_eps0.1_s2,PubMed,fagcn,3,64,0.1,,,,2,0.8591
PubMed_L3_H64_eps0.2_s0,PubMed,fagcn,3,64,0.2,,,,0,0.8682
PubMed_L3_H64_eps0.2_s1,PubMed,fagcn,3,64,0.2,,,,1,0.8738
PubMed_L3_H64_eps0.2_s2,PubMed,fagcn,3,64,0.2,,,,2,0.8697
PubMed_L3_H64_eps0.3_s0,PubMed,fagcn,3,64,0.3,,,,0,0.8784
PubMed_L3_H64_eps0.3_s1,PubMed,fagcn,3,64,0.3,,,,1,0.8763
PubMed_L3_H64_eps0.3_s2,PubMed,fagcn,3,64,0.3,,,,2,0.8824
PubMed_L3_H64_eps0.4_s0,PubMed,fagcn,3,64,0.4,,,,0,0.8799
PubMed_L3_H64_eps0.4_s1,PubMed,fagcn,3,64,0.4,,,,1,0.8824
PubMed_L3_H64_eps0.4_s2,PubMed,fagcn,3,64,0.4,,,,2,0.8865
PubMed_L3_H64_eps0.5_s0,PubMed,fagcn,3,64,0.5,,,,0,0.8834
PubMed_L3_H64_eps0.5_s1,PubMed,fagcn,3,64,0.5,,,,1,0.8829
PubMed_L3_H64_eps0.5_s2,PubMed,fagcn,3,64,0.5,,,,2,0.8789
PubMed_L4_H16_eps0.1_s0,PubMed,fagcn,4,16,0.1,,,,0,0.4019
PubMed_L4_H16_eps0.1_s1,PubMed,fagcn,4,16,0.1,,,,1,0.5778
PubMed_L4_H16_eps0.1_s2,PubMed,fagcn,4,16,0.1,,,,2,0.8540
PubMed_L4_H16_eps0.2_s0,PubMed,fagcn,4,16,0.2,,,,0,0.8657
PubMed_L4_H16_eps0.2_s1,PubMed,fagcn,4,16,0.2,,,,1,0.8637
PubMed_L4_H16_eps0.2_s2,PubMed,fagcn,4,16,0.2,,,,2,0.8652
PubMed_L4_H16_eps0.3_s0,PubMed,fagcn,4,16,0.3,,,,0,0.8753
PubMed_L4_H16_eps0.3_s1,PubMed,fagcn,4,16,0.3,,,,1,0.8687
PubMed_L4_H16_eps0.3_s2,PubMed,fagcn,4,16,0.3,,,,2,0.8728
PubMed_L4_H16_eps0.4_s0,PubMed,fagcn,4,16,0.4,,,,0,0.8819
PubMed_L4_H16_eps0.4_s1,PubMed,fagcn,4,16,0.4,,,,1,0.8748
PubMed_L4_H16_eps0.4_s2,PubMed,fagcn,4,16,0.4,,,,2,0.8753
PubMed_L4_H16_eps0.5_s0,PubMed,fagcn,4,16,0.5,,,,0,0.8875
PubMed_L4_H16_eps0.5_s1,PubMed,fagcn,4,16,0.5,,,,1,0.8849
PubMed_L4_H16_eps0.5_s2,PubMed,fagcn,4,16,0.5,,,,2,0.8824
PubMed_L4_H32_eps0.1_s0,PubMed,fagcn,4,32,0.1,,,,0,0.8586
PubMed_L4_H32_eps0.1_s1,PubMed,fagcn,4,32,0.1,,,,1,0.8576
PubMed_L4_H32_eps0.1_s2,PubMed,fagcn,4,32,0.1,,,,2,0.8637
PubMed_L4_H32_eps0.2_s0,PubMed,fagcn,4,32,0.2,,,,0,0.8657
PubMed_L4_H32_eps0.2_s1,PubMed,fagcn,4,32,0.2,,,,1,0.8692
PubMed_L4_H32_eps0.2_s2,PubMed,fagcn,4,32,0.2,,,,2,0.8692
PubMed_L4_H32_eps0.3_s0,PubMed,fagcn,4,32,0.3,,,,0,0.8733
PubMed_L4_H32_eps0.3_s1,PubMed,fagcn,4,32,0.3,,,,1,0.8753
PubMed_L4_H32_eps0.3_s2,PubMed,fagcn,4,32,0.3,,,,2,0.8758
PubMed_L4_H32_eps0.4_s0,PubMed,fagcn,4,32,0.4,,,,0,0.8748
PubMed_L4_H32_eps0.4_s1,PubMed,fagcn,4,32,0.4,,,,1,0.8799
PubMed_L4_H32_eps0.4_s2,PubMed,fagcn,4,32,0.4,,,,2,0.8829
PubMed_L4_H32_eps0.5_s0,PubMed,fagcn,4,32,0.5,,,,0,0.8799
PubMed_L4_H32_eps0.5_s1,PubMed,fagcn,4,32,0.5,,,,1,0.8839
PubMed_L4_H32_eps0.5_s2,PubMed,fagcn,4,32,0.5,,,,2,0.8799
PubMed_L4_H64_eps0.1_s0,PubMed,fagcn,4,64,0.1,,,,0,0.8591
PubMed_L4_H64_eps0.1_s1,PubMed,fagcn,4,64,0.1,,,,1,0.8591
PubMed_L4_H64_eps0.1_s2,PubMed,fagcn,4,64,0.1,,,,2,0.8586
PubMed_L4_H64_eps0.2_s0,PubMed,fagcn,4,64,0.2,,,,0,0.8657
PubMed_L4_H64_eps0.2_s1,PubMed,fagcn,4,64,0.2,,,,1,0.8692
PubMed_L4_H64_eps0.2_s2,PubMed,fagcn,4,64,0.2,,,,2,0.8667
PubMed_L4_H64_eps0.3_s0,PubMed,fagcn,4,64,0.3,,,,0,0.8708
PubMed_L4_H64_eps0.3_s1,PubMed,fagcn,4,64,0.3,,,,1,0.8743
PubMed_L4_H64_eps0.3_s2,PubMed,fagcn,4,64,0.3,,,,2,0.8733
PubMed_L4_H64_eps0.4_s0,PubMed,fagcn,4,64,0.4,,,,0,0.8733
PubMed_L4_H64_eps0.4_s1,PubMed,fagcn,4,64,0.4,,,,1,0.8768
PubMed_L4_H64_eps0.4_s2,PubMed,fagcn,4,64,0.4,,,,2,0.8829
PubMed_L4_H64_eps0.5_s0,PubMed,fagcn,4,64,0.5,,,,0,0.8915
PubMed_L4_H64_eps0.5_s1,PubMed,fagcn,4,64,0.5,,,,1,0.8860
PubMed_L4_H64_eps0.5_s2,PubMed,fagcn,4,64,0.5,,,,2,0.8925
Photo_L2_H16_eps0.1_s0,Photo,fagcn,2,16,0.1,,,,0,0.9137
Photo_L2_H16_eps0.1_s1,Photo,fagcn,2,16,0.1,,,,1,0.6784
Photo_L2_H16_eps0.1_s2,Photo,fagcn,2,16,0.1,,,,2,0.8902
Photo_L2_H16_eps0.2_s0,Photo,fagcn,2,16,0.2,,,,0,0.9124
Photo_L2_H16_eps0.2_s1,Photo,fagcn,2,16,0.2,,,,1,0.9255
Photo_L2_H16_eps0.2_s2,Photo,fagcn,2,16,0.2,,,,2,0.9098
Photo_L2_H16_eps0.3_s0,Photo,fagcn,2,16,0.3,,,,0,0.9438
Photo_L2_H16_eps0.3_s1,Photo,fagcn,2,16,0.3,,,,1,0.8980
Photo_L2_H16_eps0.3_s2,Photo,fagcn,2,16,0.3,,,,2,0.9216
Photo_L2_H16_eps0.4_s0,Photo,fagcn,2,16,0.4,,,,0,0.9046
Photo_L2_H16_eps0.4_s1,Photo,fagcn,2,16,0.4,,,,1,0.9046
Photo_L2_H16_eps0.4_s2,Photo,fagcn,2,16,0.4,,,,2,0.8850
Photo_L2_H16_eps0.5_s0,Photo,fagcn,2,16,0.5,,,,0,0.8954
Photo_L2_H16_eps0.5_s1,Photo,fagcn,2,16,0.5,,,,1,0.9137
Photo_L2_H16_eps0.5_s2,Photo,fagcn,2,16,0.5,,,,2,0.7922
Photo_L2_H32_eps0.1_s0,Photo,fagcn,2,32,0.1,,,,0,0.9033
Photo_L2_H32_eps0.1_s1,Photo,fagcn,2,32,0.1,,,,1,0.9046
Photo_L2_H32_eps0.1_s2,Photo,fagcn,2,32,0.1,,,,2,0.9216
Photo_L2_H32_eps0.2_s0,Photo,fagcn,2,32,0.2,,,,0,0.9333
Photo_L2_H32_eps0.2_s1,Photo,fagcn,2,32,0.2,,,,1,0.4680
Photo_L2_H32_eps0.2_s2,Photo,fagcn,2,32,0.2,,,,2,0.9359
Photo_L2_H32_eps0.3_s0,Photo,fagcn,2,32,0.3,,,,0,0.3817
Photo_L2_H32_eps0.3_s1,Photo,fagcn,2,32,0.3,,,,1,0.9020
Photo_L2_H32_eps0.3_s2,Photo,fagcn,2,32,0.3,,,,2,0.9425
Photo_L2_H32_eps0.4_s0,Photo,fagcn,2,32,0.4,,,,0,0.9020
Photo_L2_H32_eps0.4_s1,Photo,fagcn,2,32,0.4,,,,1,0.9203
