dataset,best_a,best_b,best_acc,best_std
Cora,0.0099999999999997,-0.1900000000000001,0.8309000432491302,0.0083839127221788
Texas,-0.79,1.6099999999999997,0.7564865005016327,0.0826421800672287
Wisconsin,-0.79,1.3099999999999994,0.7866666793823243,0.0527068129099158
Chameleon,0.6099999999999997,1.9099999999999997,0.6292982506752014,0.0254592312139366
Squirrel,-0.89,1.4099999999999997,0.4755523404479027,0.0238926255113097
