id,dataset,model,depth,hidden,eps,dropout,wd,relu,seed,test_acc
PubMed_L4_H32_epsna_s0,PubMed,gcn,4,32,na,,,,0,0.8474
PubMed_L4_H32_epsna_s1,PubMed,gcn,4,32,na,,,,1,0.8632
PubMed_L4_H32_epsna_s2,PubMed,gcn,4,32,na,,,,2,0.8525
PubMed_L4_H64_epsna_s0,PubMed,gcn,4,64,na,,,,0,0.8611
PubMed_L4_H64_epsna_s1,PubMed,gcn,4,64,na,,,,1,0.8596
PubMed_L4_H64_epsna_s2,PubMed,gcn,4,64,na,,,,2,0.8591
Photo_L2_H16_epsna_s0,Photo,gcn,2,16,na,,,,0,0.3686
Photo_L2_H16_epsna_s1,Photo,gcn,2,16,na,,,,1,0.9072
Photo_L2_H16_epsna_s2,Photo,gcn,2,16,na,,,,2,0.4379
Photo_L2_H32_epsna_s0,Photo,gcn,2,32,na,,,,0,0.9176
Photo_L2_H32_epsna_s1,Photo,gcn,2,32,na,,,,1,0.9229
Photo_L2_H32_epsna_s2,Photo,gcn,2,32,na,,,,2,0.9137
Photo_L2_H64_epsna_s0,Photo,gcn,2,64,na,,,,0,0.9255
Photo_L2_H64_epsna_s1,Photo,gcn,2,64,na,,,,1,0.9255
Photo_L2_H64_epsna_s2,Photo,gcn,2,64,na,,,,2,0.9255
Photo_L3_H16_epsna_s0,Photo,gcn,3,16,na,,,,0,0.9190
Photo_L3_H16_epsna_s1,Photo,gcn,3,16,na,,,,1,0.9190
Photo_L3_H16_epsna_s2,Photo,gcn,3,16,na,,,,2,0.9150
Photo_L3_H32_epsna_s0,Photo,gcn,3,32,na,,,,0,0.9033
Photo_L3_H32_epsna_s1,Photo,gcn,3,32,na,,,,1,0.9163
Photo_L3_H32_epsna_s2,Photo,gcn,3,32,na,,,,2,0.9046
Photo_L3_H64_epsna_s0,Photo,gcn,3,64,na,,,,0,0.9203
Photo_L3_H64_epsna_s1,Photo,gcn,3,64,na,,,,1,0.9190
Photo_L3_H64_epsna_s2,Photo,gcn,3,64,na,,,,2,0.9203
Photo_L4_H16_epsna_s0,Photo,gcn,4,16,na,,,,0,0.8967
Photo_L4_H16_epsna_s1,Photo,gcn,4,16,na,,,,1,0.8706
Photo_L4_H16_epsna_s2,Photo,gcn,4,16,na,,,,2,0.9059
Photo_L4_H32_epsna_s0,Photo,gcn,4,32,na,,,,0,0.9150
Photo_L4_H32_epsna_s1,Photo,gcn,4,32,na,,,,1,0.9085
Photo_L4_H32_epsna_s2,Photo,gcn,4,32,na,,,,2,0.9033
Photo_L4_H64_epsna_s0,Photo,gcn,4,64,na,,,,0,0.9163
Photo_L4_H64_epsna_s1,Photo,gcn,4,64,na,,,,1,0.9203
Photo_L4_H64_epsna_s2,Photo,gcn,4,64,na,,,,2,0.9111
Texas_L2_H16_epsna_s0,Texas,gcn,2,16,na,,,,0,0.4211
Texas_L2_H16_epsna_s1,Texas,gcn,2,16,na,,,,1,0.4211
Texas_L2_H16_epsna_s2,Texas,gcn,2,16,na,,,,2,0.3684
Texas_L2_H32_epsna_s0,Texas,gcn,2,32,na,,,,0,0.3684
Texas_L2_H32_epsna_s1,Texas,gcn,2,32,na,,,,1,0.3684
Texas_L2_H32_epsna_s2,Texas,gcn,2,32,na,,,,2,0.4211
Texas_L2_H64_epsna_s0,Texas,gcn,2,64,na,,,,0,0.4211
Texas_L2_H64_epsna_s1,Texas,gcn,2,64,na,,,,1,0.4211
Texas_L2_H64_epsna_s2,Texas,gcn,2,64,na,,,,2,0.3684
Texas_L3_H16_epsna_s0,Texas,gcn,3,16,na,,,,0,0.3158
Texas_L3_H16_epsna_s1,Texas,gcn,3,16,na,,,,1,0.4211
Texas_L3_H16_epsna_s2,Texas,gcn,3,16,na,,,,2,0.3684
Texas_L3_H32_epsna_s0,Texas,gcn,3,32,na,,,,0,0.2632
Texas_L3_H32_epsna_s1,Texas,gcn,3,32,na,,,,1,0.4737
Texas_L3_H32_epsna_s2,Texas,gcn,3,32,na,,,,2,0.3684
Texas_L3_H64_epsna_s0,Texas,gcn,3,64,na,,,,0,0.3158
Texas_L3_H64_epsna_s1,Texas,gcn,3,64,na,,,,1,0.3684
Texas_L3_H64_epsna_s2,Texas,gcn,3,64,na,,,,2,0.3158
Texas_L4_H16_epsna_s0,Texas,gcn,4,16,na,,,,0,0.3684
Texas_L4_H16_epsna_s1,Texas,gcn,4,16,na,,,,1,0.4737
Texas_L4_H16_epsna_s2,Texas,gcn,4,16,na,,,,2,0.4737
Texas_L4_H32_epsna_s0,Texas,gcn,4,32,na,,,,0,0.3684
Texas_L4_H32_epsna_s1,Texas,gcn,4,32,na,,,,1,0.3684
Texas_L4_H32_epsna_s2,Texas,gcn,4,32,na,,,,2,0.4737
Texas_L4_H64_epsna_s0,Texas,gcn,4,64,na,,,,0,0.3158
Texas_L4_H64_epsna_s1,Texas,gcn,4,64,na,,,,1,0.4737
Texas_L4_H64_epsna_s2,Texas,gcn,4,64,na,,,,2,0.3684
Chameleon_L2_H16_epsna_s0,Chameleon,gcn,2,16,na,,,,0,0.3146
Chameleon_L2_H16_epsna_s1,Chameleon,gcn,2,16,na,,,,1,0.3933
Chameleon_L2_H16_epsna_s2,Chameleon,gcn,2,16,na,,,,2,0.3483
Chameleon_L2_H32_epsna_s0,Chameleon,gcn,2,32,na,,,,0,0.3146
Chameleon_L2_H32_epsna_s1,Chameleon,gcn,2,32,na,,,,1,0.3258
Chameleon_L2_H32_epsna_s2,Chameleon,gcn,2,32,na,,,,2,0.3146
Chameleon_L2_H64_epsna_s0,Chameleon,gcn,2,64,na,,,,0,0.2809
Chameleon_L2_H64_epsna_s1,Chameleon,gcn,2,64,na,,,,1,0.3596
Chameleon_L2_H64_epsna_s2,Chameleon,gcn,2,64,na,,,,2,0.3596
Chameleon_L3_H16_epsna_s0,Chameleon,gcn,3,16,na,,,,0,0.3933
Chameleon_L3_H16_epsna_s1,Chameleon,gcn,3,16,na,,,,1,0.3483
Chameleon_L3_H16_epsna_s2,Chameleon,gcn,3,16,na,,,,2,0.3596
Chameleon_L3_H32_epsna_s0,Chameleon,gcn,3,32,na,,,,0,0.3258
Chameleon_L3_H32_epsna_s1,Chameleon,gcn,3,32,na,,,,1,0.3483
Chameleon_L3_H32_epsna_s2,Chameleon,gcn,3,32,na,,,,2,0.2584
Chameleon_L3_H64_epsna_s0,Chameleon,gcn,3,64,na,,,,0,0.3034
Chameleon_L3_H64_epsna_s1,Chameleon,gcn,3,64,na,,,,1,0.2697
Chameleon_L3_H64_epsna_s2,Chameleon,gcn,3,64,na,,,,2,0.2809
Chameleon_L4_H16_epsna_s0,Chameleon,gcn,4,16,na,,,,0,0.3034
Chameleon_L4_H16_epsna_s1,Chameleon,gcn,4,16,na,,,,1,0.2697
Chameleon_L4_H16_epsna_s2,Chameleon,gcn,4,16,na,,,,2,0.3820
Chameleon_L4_H32_epsna_s0,Chameleon,gcn,4,32,na,,,,0,0.3146
Chameleon_L4_H32_epsna_s1,Chameleon,gcn,4,32,na,,,,1,0.3596
Chameleon_L4_H32_epsna_s2,Chameleon,gcn,4,32,na,,,,2,0.3371
Chameleon_L4_H64_epsna_s0,Chameleon,gcn,4,64,na,,,,0,0.3258
Chameleon_L4_H64_epsna_s1,Chameleon,gcn,4,64,na,,,,1,0.3146
Chameleon_L4_H64_epsna_s2,Chameleon,gcn,4,64,na,,,,2,0.4382
CiteSeer_L2_H16_epsna_s0,CiteSeer,gcn,2,16,na,,,,0,0.7246
CiteSeer_L2_H16_epsna_s1,CiteSeer,gcn,2,16,na,,,,1,0.7605
CiteSeer_L2_H16_epsna_s2,CiteSeer,gcn,2,16,na,,,,2,0.7575
CiteSeer_L2_H32_epsna_s0,CiteSeer,gcn,2,32,na,,,,0,0.7575
CiteSeer_L2_H32_epsna_s1,CiteSeer,gcn,2,32,na,,,,1,0.7605
CiteSeer_L2_H32_epsna_s2,CiteSeer,gcn,2,32,na,,,,2,0.7545
CiteSeer_L2_H64_epsna_s0,CiteSeer,gcn,2,64,na,,,,0,0.7485
CiteSeer_L2_H64_epsna_s1,CiteSeer,gcn,2,64,na,,,,1,0.7635
CiteSeer_L2_H64_epsna_s2,CiteSeer,gcn,2,64,na,,,,2,0.7545
CiteSeer_L3_H16_epsna_s0,CiteSeer,gcn,3,16,na,,,,0,0.7305
CiteSeer_L3_H16_epsna_s1,CiteSeer,gcn,3,16,na,,,,1,0.7485
CiteSeer_L3_H16_epsna_s2,CiteSeer,gcn,3,16,na,,,,2,0.7425
CiteSeer_L3_H32_epsna_s0,CiteSeer,gcn,3,32,na,,,,0,0.7635
CiteSeer_L3_H32_epsna_s1,CiteSeer,gcn,3,32,na,,,,1,0.7275
CiteSeer_L3_H32_epsna_s2,CiteSeer,gcn,3,32,na,,,,2,0.7455
CiteSeer_L3_H64_epsna_s0,CiteSeer,gcn,3,64,na,,,,0,0.7635
CiteSeer_L3_H64_epsna_s1,CiteSeer,gcn,3,64,na,,,,1,0.7605
CiteSeer_L3_H64_epsna_s2,CiteSeer,gcn,3,64,na,,,,2,0.7665
CiteSeer_L4_H16_epsna_s0,CiteSeer,gcn,4,16,na,,,,0,0.7186
CiteSeer_L4_H16_epsna_s1,CiteSeer,gcn,4,16,na,,,,1,0.7335
CiteSeer_L4_H16_epsna_s2,CiteSeer,gcn,4,16,na,,,,2,0.7216
CiteSeer_L4_H32_epsna_s0,CiteSeer,gcn,4,32,na,,,,0,0.7126
CiteSeer_L4_H32_epsna_s1,CiteSeer,gcn,4,32,na,,,,1,0.7455
CiteSeer_L4_H32_epsna_s2,CiteSeer,gcn,4,32,na,,,,2,0.7305
CiteSeer_L4_H64_epsna_s0,CiteSeer,gcn,4,64,na,,,,0,0.7455
CiteSeer_L4_H64_epsna_s1,CiteSeer,gcn,4,64,na,,,,1,0.7335
CiteSeer_L4_H64_epsna_s2,CiteSeer,gcn,4,64,na,,,,2,0.7425
Computers_L2_H16_epsna_s0,Computers,gcn,2,16,na,,,,0,0.3735
Computers_L2_H16_epsna_s1,Computers,gcn,2,16,na,,,,1,0.8765
Computers_L2_H16_epsna_s2,Computers,gcn,2,16,na,,,,2,0.8983
Computers_L2_H32_epsna_s0,Computers,gcn,2,32,na,,,,0,0.8932
Computers_L2_H32_epsna_s1,Computers,gcn,2,32,na,,,,1,0.8801
Computers_L2_H32_epsna_s2,Computers,gcn,2,32,na,,,,2,0.8953
Computers_L2_H64_epsna_s0,Computers,gcn,2,64,na,,,,0,0.8924
Computers_L2_H64_epsna_s1,Computers,gcn,2,64,na,,,,1,0.8946
Computers_L2_H64_epsna_s2,Computers,gcn,2,64,na,,,,2,0.8881
Computers_L3_H16_epsna_s0,Computers,gcn,3,16,na,,,,0,0.8823
Computers_L3_H16_epsna_s1,Computers,gcn,3,16,na,,,,1,0.8568
Computers_L3_H16_epsna_s2,Computers,gcn,3,16,na,,,,2,0.8656
Computers_L3_H32_epsna_s0,Computers,gcn,3,32,na,,,,0,0.8648
Computers_L3_H32_epsna_s1,Computers,gcn,3,32,na,,,,1,0.8685
Computers_L3_H32_epsna_s2,Computers,gcn,3,32,na,,,,2,0.8823
Computers_L3_H64_epsna_s0,Computers,gcn,3,64,na,,,,0,0.8525
Computers_L3_H64_epsna_s1,Computers,gcn,3,64,na,,,,1,0.8568
Computers_L3_H64_epsna_s2,Computers,gcn,3,64,na,,,,2,0.8757
Computers_L4_H16_epsna_s0,Computers,gcn,4,16,na,,,,0,0.8467
Computers_L4_H16_epsna_s1,Computers,gcn,4,16,na,,,,1,0.7776
Computers_L4_H16_epsna_s2,Computers,gcn,4,16,na,,,,2,0.8474
Computers_L4_H32_epsna_s0,Computers,gcn,4,32,na,,,,0,0.8394
Computers_L4_H32_epsna_s1,Computers,gcn,4,32,na,,,,1,0.8394
Computers_L4_H32_epsna_s2,Computers,gcn,4,32,na,,,,2,0.8234
Computers_L4_H64_epsna_s0,Computers,gcn,4,64,na,,,,0,0.8735
Computers_L4_H64_epsna_s1,Computers,gcn,4,64,na,,,,1,0.8612
Computers_L4_H64_epsna_s2,Computers,gcn,4,64,na,,,,2,0.8685
CS_L2_H16_epsna_s0,CS,gcn,2,16,na,,,,0,0.9438
CS_L2_H16_epsna_s1,CS,gcn,2,16,na,,,,1,0.9422
CS_L2_H16_epsna_s2,CS,gcn,2,16,na,,,,2,0.9373
CS_L2_H32_epsna_s0,CS,gcn,2,32,na,,,,0,0.9455
CS_L2_H32_epsna_s1,CS,gcn,2,32,na,,,,1,0.9433
CS_L2_H32_epsna_s2,CS,gcn,2,32,na,,,,2,0.9400
CS_L2_H64_epsna_s0,CS,gcn,2,64,na,,,,0,0.9455
CS_L2_H64_epsna_s1,CS,gcn,2,64,na,,,,1,0.9449
CS_L2_H64_epsna_s2,CS,gcn,2,64,na,,,,2,0.9438
CS_L3_H16_epsna_s0,CS,gcn,3,16,na,,,,0,0.9318
CS_L3_H16_epsna_s1,CS,gcn,3,16,na,,,,1,0.9313
CS_L3_H16_epsna_s2,CS,gcn,3,16,na,,,,2,0.9357
CS_L3_H32_epsna_s0,CS,gcn,3,32,na,,,,0,0.9335
CS_L3_H32_epsna_s1,CS,gcn,3,32,na,,,,1,0.9362
CS_L3_H32_epsna_s2,CS,gcn,3,32,na,,,,2,0.9362
CS_L3_H64_epsna_s0,CS,gcn,3,64,na,,,,0,0.9384
CS_L3_H64_epsna_s1,CS,gcn,3,64,na,,,,1,0.9378
CS_L3_H64_epsna_s2,CS,gcn,3,64,na,,,,2,0.9346
CS_L4_H16_epsna_s0,CS,gcn,4,16,na,,,,0,0.9258
CS_L4_H16_epsna_s1,CS,gcn,4,16,na,,,,1,0.9324
CS_L4_H16_epsna_s2,CS,gcn,4,16,na,,,,2,0.9204
CS_L4_H32_epsna_s0,CS,gcn,4,32,na,,,,0,0.9264
CS_L4_H32_epsna_s1,CS,gcn,4,32,na,,,,1,0.9335
CS_L4_H32_epsna_s2,CS,gcn,4,32,na,,,,2,0.9302
CS_L4_H64_epsna_s0,CS,gcn,4,64,na,,,,0,0.9318
CS_L4_H64_epsna_s1,CS,gcn,4,64,na,,,,1,0.9313
CS_L4_H64_epsna_s2,CS,gcn,4,64,na,,,,2,0.9318
Cornell_L2_H16_epsna_s0,Cornell,gcn,2,16,na,,,,0,0.6842
Cornell_L2_H16_epsna_s1,Cornell,gcn,2,16,na,,,,1,0.7895
Cornell_L2_H16_epsna_s2,Cornell,gcn,2,16,na,,,,2,0.5789
Cornell_L2_H32_epsna_s0,Cornell,gcn,2,32,na,,,,0,0.6842
Cornell_L2_H32_epsna_s1,Cornell,gcn,2,32,na,,,,1,0.5263
Cornell_L2_H32_epsna_s2,Cornell,gcn,2,32,na,,,,2,0.6842
Cornell_L2_H64_epsna_s0,Cornell,gcn,2,64,na,,,,0,0.6842
Cornell_L2_H64_epsna_s1,Cornell,gcn,2,64,na,,,,1,0.6842
Cornell_L2_H64_epsna_s2,Cornell,gcn,2,64,na,,,,2,0.6842
Cornell_L3_H16_epsna_s0,Cornell,gcn,3,16,na,,,,0,0.6842
Cornell_L3_H16_epsna_s1,Cornell,gcn,3,16,na,,,,1,0.6842
Cornell_L3_H16_epsna_s2,Cornell,gcn,3,16,na,,,,2,0.2105
Cornell_L3_H32_epsna_s0,Cornell,gcn,3,32,na,,,,0,0.6842
Cornell_L3_H32_epsna_s1,Cornell,gcn,3,32,na,,,,1,0.6842
Cornell_L3_H32_epsna_s2,Cornell,gcn,3,32,na,,,,2,0.6842
Cornell_L3_H64_epsna_s0,Cornell,gcn,3,64,na,,,,0,0.6842
Cornell_L3_H64_epsna_s1,Cornell,gcn,3,64,na,,,,1,0.4737
Cornell_L3_H64_epsna_s2,Cornell,gcn,3,64,na,,,,2,0.6842
Cornell_L4_H16_epsna_s0,Cornell,gcn,4,16,na,,,,0,0.6842
Cornell_L4_H16_epsna_s1,Cornell,gcn,4,16,na,,,,1,0.6842
Cornell_L4_H16_epsna_s2,Cornell,gcn,4,16,na,,,,2,0.6842
Cornell_L4_H32_epsna_s0,Cornell,gcn,4,32,na,,,,0,0.7368
Cornell_L4_H32_epsna_s1,Cornell,gcn,4,32,na,,,,1,0.6842
Cornell_L4_H32_epsna_s2,Cornell,gcn,4,32,na,,,,2,0.6842
Cornell_L4_H64_epsna_s0,Cornell,gcn,4,64,na,,,,0,0.6842
Cornell_L4_H64_epsna_s1,Cornell,gcn,4,64,na,,,,1,0.6842
Cornell_L4_H64_epsna_s2,Cornell,gcn,4,64,na,,,,2,0.6842
Wisconsin_L2_H16_epsna_s0,Wisconsin,gcn,2,16,na,,,,0,0.4231
Wisconsin_L2_H16_epsna_s1,Wisconsin,gcn,2,16,na,,,,1,0.5769
Wisconsin_L2_H16_epsna_s2,Wisconsin,gcn,2,16,na,,,,2,0.5385
Wisconsin_L2_H32_epsna_s0,Wisconsin,gcn,2,32,na,,,,0,0.4615
Wisconsin_L2_H32_epsna_s1,Wisconsin,gcn,2,32,na,,,,1,0.5769
Wisconsin_L2_H32_epsna_s2,Wisconsin,gcn,2,32,na,,,,2,0.4615
Wisconsin_L2_H64_epsna_s0,Wisconsin,gcn,2,64,na,,,,0,0.4615
Wisconsin_L2_H64_epsna_s1,Wisconsin,gcn,2,64,na,,,,1,0.6154
Wisconsin_L2_H64_epsna_s2,Wisconsin,gcn,2,64,na,,,,2,0.4615
Wisconsin_L3_H16_epsna_s0,Wisconsin,gcn,3,16,na,,,,0,0.5385
Wisconsin_L3_H16_epsna_s1,Wisconsin,gcn,3,16,na,,,,1,0.5000
Wisconsin_L3_H16_epsna_s2,Wisconsin,gcn,3,16,na,,,,2,0.4615
Wisconsin_L3_H32_epsna_s0,Wisconsin,gcn,3,32,na,,,,0,0.5000
Wisconsin_L3_H32_epsna_s1,Wisconsin,gcn,3,32,na,,,,1,0.5385
Wisconsin_L3_H32_epsna_s2,Wisconsin,gcn,3,32,na,,,,2,0.5000
Wisconsin_L3_H64_epsna_s0,Wisconsin,gcn,3,64,na,,,,0,0.5000
Wisconsin_L3_H64_epsna_s1,Wisconsin,gcn,3,64,na,,,,1,0.5000
Wisconsin_L3_H64_epsna_s2,Wisconsin,gcn,3,64,na,,,,2,0.5385
Wisconsin_L4_H16_epsna_s0,Wisconsin,gcn,4,16,na,,,,0,0.5000
Wisconsin_L4_H16_epsna_s1,Wisconsin,gcn,4,16,na,,,,1,0.5000
Wisconsin_L4_H16_epsna_s2,Wisconsin,gcn,4,16,na,,,,2,0.4615
Wisconsin_L4_H32_epsna_s0,Wisconsin,gcn,4,32,na,,,,0,0.5000
Wisconsin_L4_H32_epsna_s1,Wisconsin,gcn,4,32,na,,,,1,0.5385
Wisconsin_L4_H32_epsna_s2,Wisconsin,gcn,4,32,na,,,,2,0.5385
Wisconsin_L4_H64_epsna_s0,Wisconsin,gcn,4,64,na,,,,0,0.5000
Wisconsin_L4_H64_epsna_s1,Wisconsin,gcn,4,64,na,,,,1,0.5000
Wisconsin_L4_H64_epsna_s2,Wisconsin,gcn,4,64,na,,,,2,0.5385
Actor_L2_H16_epsna_s0,Actor,gcn,2,16,na,,,,0,0.3184
Actor_L2_H16_epsna_s1,Actor,gcn,2,16,na,,,,1,0.3171
Actor_L2_H16_epsna_s2,Actor,gcn,2,16,na,,,,2,0.3000
Actor_L2_H32_epsna_s0,Actor,gcn,2,32,na,,,,0,0.3250
Actor_L2_H32_epsna_s1,Actor,gcn,2,32,na,,,,1,0.2987
Actor_L2_H32_epsna_s2,Actor,gcn,2,32,na,,,,2,0.3224
Actor_L2_H64_epsna_s0,Actor,gcn,2,64,na,,,,0,0.3118
Actor_L2_H64_epsna_s1,Actor,gcn,2,64,na,,,,1,0.3224
Actor_L2_H64_epsna_s2,Actor,gcn,2,64,na,,,,2,0.3026
Actor_L3_H16_epsna_s0,Actor,gcn,3,16,na,,,,0,0.3184
Actor_L3_H16_epsna_s1,Actor,gcn,3,16,na,,,,1,0.3013
Actor_L3_H16_epsna_s2,Actor,gcn,3,16,na,,,,2,0.3158
Actor_L3_H32_epsna_s0,Actor,gcn,3,32,na,,,,0,0.2934
Actor_L3_H32_epsna_s1,Actor,gcn,3,32,na,,,,1,0.2987
Actor_L3_H32_epsna_s2,Actor,gcn,3,32,na,,,,2,0.3053
Actor_L3_H64_epsna_s0,Actor,gcn,3,64,na,,,,0,0.3132
Actor_L3_H64_epsna_s1,Actor,gcn,3,64,na,,,,1,0.2961
Actor_L3_H64_epsna_s2,Actor,gcn,3,64,na,,,,2,0.3118
Actor_L4_H16_epsna_s0,Actor,gcn,4,16,na,,,,0,0.2895
Actor_L4_H16_epsna_s1,Actor,gcn,4,16,na,,,,1,0.2908
Actor_L4_H16_epsna_s2,Actor,gcn,4,16,na,,,,2,0.2750
Actor_L4_H32_epsna_s0,Actor,gcn,4,32,na,,,,0,0.2724
Actor_L4_H32_epsna_s1,Actor,gcn,4,32,na,,,,1,0.2829
Actor_L4_H32_epsna_s2,Actor,gcn,4,32,na,,,,2,0.2895
Actor_L4_H64_epsna_s0,Actor,gcn,4,64,na,,,,0,0.2868
Actor_L4_H64_epsna_s1,Actor,gcn,4,64,na,,,,1,0.2908
Actor_L4_H64_epsna_s2,Actor,gcn,4,64,na,,,,2,0.2776
WikiCS_L2_H16_epsna_s0,WikiCS,gcn,2,16,na,,,,0,0.7976
WikiCS_L2_H16_epsna_s1,WikiCS,gcn,2,16,na,,,,1,0.7959
WikiCS_L2_H16_epsna_s2,WikiCS,gcn,2,16,na,,,,2,0.7891
WikiCS_L2_H32_epsna_s0,WikiCS,gcn,2,32,na,,,,0,0.8036
WikiCS_L2_H32_epsna_s1,WikiCS,gcn,2,32,na,,,,1,0.7899
WikiCS_L2_H32_epsna_s2,WikiCS,gcn,2,32,na,,,,2,0.7916
WikiCS_L2_H64_epsna_s0,WikiCS,gcn,2,64,na,,,,0,0.7985
WikiCS_L2_H64_epsna_s1,WikiCS,gcn,2,64,na,,,,1,0.8019
WikiCS_L2_H64_epsna_s2,WikiCS,gcn,2,64,na,,,,2,0.8053
WikiCS_L3_H16_epsna_s0,WikiCS,gcn,3,16,na,,,,0,0.7737
WikiCS_L3_H16_epsna_s1,WikiCS,gcn,3,16,na,,,,1,0.7754
WikiCS_L3_H16_epsna_s2,WikiCS,gcn,3,16,na,,,,2,0.7916
WikiCS_L3_H32_epsna_s0,WikiCS,gcn,3,32,na,,,,0,0.7959
WikiCS_L3_H32_epsna_s1,WikiCS,gcn,3,32,na,,,,1,0.8027
WikiCS_L3_H32_epsna_s2,WikiCS,gcn,3,32,na,,,,2,0.8010
WikiCS_L3_H64_epsna_s0,WikiCS,gcn,3,64,na,,,,0,0.7908
WikiCS_L3_H64_epsna_s1,WikiCS,gcn,3,64,na,,,,1,0.8027
WikiCS_L3_H64_epsna_s2,WikiCS,gcn,3,64,na,,,,2,0.8027
WikiCS_L4_H16_epsna_s0,WikiCS,gcn,4,16,na,,,,0,0.7652
WikiCS_L4_H16_epsna_s1,WikiCS,gcn,4,16,na,,,,1,0.7609
WikiCS_L4_H16_epsna_s2,WikiCS,gcn,4,16,na,,,,2,0.7600
WikiCS_L4_H32_epsna_s0,WikiCS,gcn,4,32,na,,,,0,0.7660
WikiCS_L4_H32_epsna_s1,WikiCS,gcn,4,32,na,,,,1,0.7822
WikiCS_L4_H32_epsna_s2,WikiCS,gcn,4,32,na,,,,2,0.7839
WikiCS_L4_H64_epsna_s0,WikiCS,gcn,4,64,na,,,,0,0.7950
WikiCS_L4_H64_epsna_s1,WikiCS,gcn,4,64,na,,,,1,0.7985
WikiCS_L4_H64_epsna_s2,WikiCS,gcn,4,64,na,,,,2,0.7874
Squirrel_L2_H16_epsna_s0,Squirrel,gcn,2,16,na,,,,0,0.3722
