id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,0,0.8937,0.8836,189,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,1,0.9011,0.8960,309,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,2,0.8996,0.8968,369,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,3,0.8846,0.8854,159,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,4,0.8925,0.8943,191,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,5,0.8912,0.8993,352,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,6,0.8945,0.8877,179,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,7,0.8937,0.8834,201,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,8,0.8948,0.8902,199,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,9,0.8948,0.8864,174,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,0,0.8978,0.8917,260,lr_wd_seed_batched
