id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,0,0.7779,0.7876,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,1,0.7787,0.7876,66,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,2,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,3,0.7796,0.7884,73,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,4,0.7779,0.7876,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,5,0.7787,0.7876,65,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,6,0.7787,0.7876,86,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,7,0.7787,0.7867,84,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,8,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Tolokers,GPRGNN,4,64,0.01,0.0005,500,50,9,0.7787,0.7876,69,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,0,0.7804,0.7867,72,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,1,0.7787,0.7867,78,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,2,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,3,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,4,0.7779,0.7876,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,5,0.7813,0.7850,83,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,6,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,7,0.7804,0.7867,84,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,8,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,Tolokers,GPRGNN,4,64,0.01,0.0001,500,50,9,0.7796,0.7850,72,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,0,0.7804,0.7842,65,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,1,0.7804,0.7884,77,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s2,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,2,0.7779,0.7876,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s3,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,3,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s4,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,4,0.7796,0.7876,78,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s5,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,5,0.7796,0.7876,69,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s6,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,6,0.7779,0.7876,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s7,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,7,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s8,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,8,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s9,Tolokers,GPRGNN,4,64,0.01,0.0,500,50,9,0.7787,0.7867,73,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s0,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,0,0.7779,0.7876,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s1,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,1,0.7779,0.7876,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s2,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,2,0.7779,0.7876,54,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s3,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,3,0.7779,0.7842,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s4,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,4,0.7804,0.7876,75,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s5,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,5,0.7804,0.7842,92,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s6,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,6,0.7779,0.7876,54,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s7,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,7,0.7779,0.7876,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s8,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,8,0.7804,0.7876,94,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s9,Tolokers,GPRGNN,4,64,0.005,0.0005,500,50,9,0.7796,0.7859,94,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s0,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,0,0.7796,0.7867,90,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s1,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,1,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s2,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,2,0.7779,0.7876,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s3,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,3,0.7804,0.7884,89,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s4,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,4,0.7804,0.7876,94,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s5,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,5,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s6,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,6,0.7796,0.7816,92,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s7,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,7,0.7779,0.7859,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s8,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,8,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s9,Tolokers,GPRGNN,4,64,0.005,0.0001,500,50,9,0.7779,0.7876,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s0,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,0,0.7779,0.7867,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s1,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,1,0.7804,0.7876,86,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s2,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,2,0.7796,0.7850,89,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s3,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,3,0.7779,0.7867,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s4,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,4,0.7779,0.7876,53,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s5,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,5,0.7787,0.7876,96,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s6,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,6,0.7787,0.7859,79,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s7,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,7,0.7796,0.7859,102,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s8,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,8,0.7796,0.7859,99,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s9,Tolokers,GPRGNN,4,64,0.005,0.0,500,50,9,0.7796,0.7884,81,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s0,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,0,0.7787,0.7867,63,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s1,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,1,0.7779,0.7876,57,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s2,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,2,0.7779,0.7876,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s3,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,3,0.7779,0.7867,63,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s4,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,4,0.7779,0.7850,55,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s5,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,5,0.7779,0.7876,52,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s6,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,6,0.7779,0.7876,65,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s7,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,7,0.7779,0.7876,51,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s8,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,8,0.7779,0.7884,66,lr_wd_seed_batched
Tolokers_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s9,Tolokers,GPRGNN,4,64,0.001,0.0005,500,50,9,0.7779,0.7876,51,lr_wd_seed_batched
