model,dataset,target,selector,source_dataset,oracle_value,chosen_value,oracle_config,chosen_config,oracle_acc,chosen_acc,regret,match
gcn,Tolokers,depth,homophily+slp,Minesweeper,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.7844000000000001,0.7844000000000001,0.0,True
gcn,Tolokers,hidden,default,,64,64,"(2, 64, 'na')","(2, 64, 'na')",0.7844000000000001,0.7844000000000001,0.0,True
gcn,Tolokers,hidden,homophily,Minesweeper,64,16,"(2, 64, 'na')","(4, 16, 'na')",0.7844000000000001,0.7832666666666667,0.0011333333333334306,False
gcn,Tolokers,hidden,slp,Squirrel,64,32,"(2, 64, 'na')","(3, 32, 'na')",0.7844000000000001,0.7832666666666667,0.0011333333333334306,False
gcn,Tolokers,hidden,homophily+slp,Minesweeper,64,16,"(2, 64, 'na')","(4, 16, 'na')",0.7844000000000001,0.7832666666666667,0.0011333333333334306,False
gcn,Wisconsin,full,default,,"(3, 32, 'na')","(3, 32, 'na')","(3, 32, 'na')","(3, 32, 'na')",0.5490333333333334,0.5490333333333334,0.0,True
gcn,Wisconsin,full,homophily,Actor,"(3, 32, 'na')","(2, 64, 'na')","(3, 32, 'na')","(2, 64, 'na')",0.5490333333333334,0.5424666666666668,0.00656666666666661,False
gcn,Wisconsin,full,slp,Texas,"(3, 32, 'na')","(3, 32, 'na')","(3, 32, 'na')","(3, 32, 'na')",0.5490333333333334,0.5490333333333334,0.0,True
gcn,Wisconsin,full,homophily+slp,Texas,"(3, 32, 'na')","(3, 32, 'na')","(3, 32, 'na')","(3, 32, 'na')",0.5490333333333334,0.5490333333333334,0.0,True
gcn,Wisconsin,depth,default,,3,2,"(3, 32, 'na')","(2, 64, 'na')",0.5490333333333334,0.5424666666666668,0.00656666666666661,False
gcn,Wisconsin,depth,homophily,Actor,3,2,"(3, 32, 'na')","(2, 64, 'na')",0.5490333333333334,0.5424666666666668,0.00656666666666661,False
gcn,Wisconsin,depth,slp,Texas,3,3,"(3, 32, 'na')","(3, 32, 'na')",0.5490333333333334,0.5490333333333334,0.0,True
gcn,Wisconsin,depth,homophily+slp,Texas,3,3,"(3, 32, 'na')","(3, 32, 'na')",0.5490333333333334,0.5490333333333334,0.0,True
gcn,Wisconsin,hidden,default,,32,64,"(3, 32, 'na')","(3, 64, 'na')",0.5490333333333334,0.5490333333333334,0.0,False
gcn,Wisconsin,hidden,homophily,Actor,32,64,"(3, 32, 'na')","(3, 64, 'na')",0.5490333333333334,0.5490333333333334,0.0,False
gcn,Wisconsin,hidden,slp,Texas,32,32,"(3, 32, 'na')","(3, 32, 'na')",0.5490333333333334,0.5490333333333334,0.0,True
gcn,Wisconsin,hidden,homophily+slp,Texas,32,32,"(3, 32, 'na')","(3, 32, 'na')",0.5490333333333334,0.5490333333333334,0.0,True
hfgcn,Actor,full,default,,"(2, 32, 'na')","(4, 64, 'na')","(2, 32, 'na')","(4, 64, 'na')",0.3153333333333333,0.27673333333333333,0.03859999999999997,False
hfgcn,Actor,full,homophily,Wisconsin,"(2, 32, 'na')","(2, 64, 'na')","(2, 32, 'na')","(2, 64, 'na')",0.3153333333333333,0.31053333333333333,0.004799999999999971,False
hfgcn,Actor,full,slp,Cornell,"(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')",0.3153333333333333,0.3153333333333333,0.0,True
hfgcn,Actor,full,homophily+slp,Cornell,"(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')",0.3153333333333333,0.3153333333333333,0.0,True
hfgcn,Actor,depth,default,,2,4,"(2, 32, 'na')","(4, 16, 'na')",0.3153333333333333,0.2866,0.028733333333333277,False
hfgcn,Actor,depth,homophily,Wisconsin,2,2,"(2, 32, 'na')","(2, 32, 'na')",0.3153333333333333,0.3153333333333333,0.0,True
hfgcn,Actor,depth,slp,Cornell,2,2,"(2, 32, 'na')","(2, 32, 'na')",0.3153333333333333,0.3153333333333333,0.0,True
hfgcn,Actor,depth,homophily+slp,Cornell,2,2,"(2, 32, 'na')","(2, 32, 'na')",0.3153333333333333,0.3153333333333333,0.0,True
hfgcn,Actor,hidden,default,,32,64,"(2, 32, 'na')","(2, 64, 'na')",0.3153333333333333,0.31053333333333333,0.004799999999999971,False
hfgcn,Actor,hidden,homophily,Wisconsin,32,64,"(2, 32, 'na')","(2, 64, 'na')",0.3153333333333333,0.31053333333333333,0.004799999999999971,False
hfgcn,Actor,hidden,slp,Cornell,32,32,"(2, 32, 'na')","(2, 32, 'na')",0.3153333333333333,0.3153333333333333,0.0,True
hfgcn,Actor,hidden,homophily+slp,Cornell,32,32,"(2, 32, 'na')","(2, 32, 'na')",0.3153333333333333,0.3153333333333333,0.0,True
hfgcn,CS,full,default,,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.35106666666666664,0.35106666666666664,0.0,True
hfgcn,CS,full,homophily,Cora,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.35106666666666664,0.35106666666666664,0.0,True
hfgcn,CS,full,slp,Photo,"(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')",0.35106666666666664,0.3204,0.03066666666666662,False
hfgcn,CS,full,homophily+slp,Photo,"(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')",0.35106666666666664,0.3204,0.03066666666666662,False
hfgcn,CS,depth,default,,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.35106666666666664,0.35106666666666664,0.0,True
hfgcn,CS,depth,homophily,Cora,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.35106666666666664,0.35106666666666664,0.0,True
hfgcn,CS,depth,slp,Photo,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.35106666666666664,0.35106666666666664,0.0,True
hfgcn,CS,depth,homophily+slp,Photo,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.35106666666666664,0.35106666666666664,0.0,True
hfgcn,CS,hidden,default,,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.35106666666666664,0.35106666666666664,0.0,True
hfgcn,CS,hidden,homophily,Cora,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.35106666666666664,0.35106666666666664,0.0,True
hfgcn,CS,hidden,slp,Photo,64,32,"(4, 64, 'na')","(4, 32, 'na')",0.35106666666666664,0.3204,0.03066666666666662,False
hfgcn,CS,hidden,homophily+slp,Photo,64,32,"(4, 64, 'na')","(4, 32, 'na')",0.35106666666666664,0.3204,0.03066666666666662,False
hfgcn,Chameleon,full,default,,"(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')",0.6659333333333334,0.6374,0.02853333333333341,False
hfgcn,Chameleon,full,homophily,Squirrel,"(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')",0.6659333333333334,0.6374,0.02853333333333341,False
hfgcn,Chameleon,full,slp,Cornell,"(4, 32, 'na')","(2, 32, 'na')","(4, 32, 'na')","(2, 32, 'na')",0.6659333333333334,0.6001333333333333,0.06580000000000008,False
hfgcn,Chameleon,full,homophily+slp,Cornell,"(4, 32, 'na')","(2, 32, 'na')","(4, 32, 'na')","(2, 32, 'na')",0.6659333333333334,0.6001333333333333,0.06580000000000008,False
hfgcn,Chameleon,depth,default,,4,4,"(4, 32, 'na')","(4, 32, 'na')",0.6659333333333334,0.6659333333333334,0.0,True
hfgcn,Chameleon,depth,homophily,Squirrel,4,4,"(4, 32, 'na')","(4, 32, 'na')",0.6659333333333334,0.6659333333333334,0.0,True
hfgcn,Chameleon,depth,slp,Cornell,4,2,"(4, 32, 'na')","(2, 32, 'na')",0.6659333333333334,0.6001333333333333,0.06580000000000008,False
hfgcn,Chameleon,depth,homophily+slp,Cornell,4,2,"(4, 32, 'na')","(2, 32, 'na')",0.6659333333333334,0.6001333333333333,0.06580000000000008,False
hfgcn,Chameleon,hidden,default,,32,64,"(4, 32, 'na')","(4, 64, 'na')",0.6659333333333334,0.6374,0.02853333333333341,False
hfgcn,Chameleon,hidden,homophily,Squirrel,32,64,"(4, 32, 'na')","(4, 64, 'na')",0.6659333333333334,0.6374,0.02853333333333341,False
hfgcn,Chameleon,hidden,slp,Cornell,32,32,"(4, 32, 'na')","(4, 32, 'na')",0.6659333333333334,0.6659333333333334,0.0,True
hfgcn,Chameleon,hidden,homophily+slp,Cornell,32,32,"(4, 32, 'na')","(4, 32, 'na')",0.6659333333333334,0.6659333333333334,0.0,True
hfgcn,CiteSeer,full,default,,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,full,homophily,Computers,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,full,slp,Cora,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,full,homophily+slp,Cora,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,depth,default,,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,depth,homophily,Computers,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,depth,slp,Cora,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,depth,homophily+slp,Cora,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,hidden,default,,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,hidden,homophily,Computers,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,hidden,slp,Cora,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,CiteSeer,hidden,homophily+slp,Cora,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.26876666666666665,0.26876666666666665,0.0,True
hfgcn,Computers,full,default,,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.39643333333333336,0.39643333333333336,0.0,True
hfgcn,Computers,full,homophily,CS,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.39643333333333336,0.39643333333333336,0.0,True
hfgcn,Computers,full,slp,Photo,"(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')",0.39643333333333336,0.3757333333333333,0.02070000000000005,False
hfgcn,Computers,full,homophily+slp,Photo,"(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')",0.39643333333333336,0.3757333333333333,0.02070000000000005,False
hfgcn,Computers,depth,default,,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.39643333333333336,0.39643333333333336,0.0,True
hfgcn,Computers,depth,homophily,CS,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.39643333333333336,0.39643333333333336,0.0,True
hfgcn,Computers,depth,slp,Photo,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.39643333333333336,0.39643333333333336,0.0,True
hfgcn,Computers,depth,homophily+slp,Photo,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.39643333333333336,0.39643333333333336,0.0,True
hfgcn,Computers,hidden,default,,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.39643333333333336,0.39643333333333336,0.0,True
hfgcn,Computers,hidden,homophily,CS,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.39643333333333336,0.39643333333333336,0.0,True
hfgcn,Computers,hidden,slp,Photo,64,32,"(4, 64, 'na')","(2, 32, 'na')",0.39643333333333336,0.3877333333333333,0.008700000000000041,False
hfgcn,Computers,hidden,homophily+slp,Photo,64,32,"(4, 64, 'na')","(2, 32, 'na')",0.39643333333333336,0.3877333333333333,0.008700000000000041,False
hfgcn,Cora,full,default,,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cora,full,homophily,Photo,"(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')",0.3186,0.2517,0.06690000000000002,False
hfgcn,Cora,full,slp,CiteSeer,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cora,full,homophily+slp,CiteSeer,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cora,depth,default,,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cora,depth,homophily,Photo,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cora,depth,slp,CiteSeer,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cora,depth,homophily+slp,CiteSeer,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cora,hidden,default,,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cora,hidden,homophily,Photo,64,32,"(4, 64, 'na')","(4, 32, 'na')",0.3186,0.2517,0.06690000000000002,False
hfgcn,Cora,hidden,slp,CiteSeer,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cora,hidden,homophily+slp,CiteSeer,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.3186,0.3186,0.0,True
hfgcn,Cornell,full,default,,"(2, 32, 'na')","(4, 64, 'na')","(2, 32, 'na')","(4, 64, 'na')",0.7631666666666667,0.7017333333333333,0.06143333333333334,False
hfgcn,Cornell,full,homophily,Actor,"(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')",0.7631666666666667,0.7631666666666667,0.0,True
hfgcn,Cornell,full,slp,Actor,"(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')",0.7631666666666667,0.7631666666666667,0.0,True
hfgcn,Cornell,full,homophily+slp,Actor,"(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')","(2, 32, 'na')",0.7631666666666667,0.7631666666666667,0.0,True
hfgcn,Cornell,depth,default,,2,4,"(2, 32, 'na')","(4, 64, 'na')",0.7631666666666667,0.7017333333333333,0.06143333333333334,False
hfgcn,Cornell,depth,homophily,Actor,2,2,"(2, 32, 'na')","(2, 32, 'na')",0.7631666666666667,0.7631666666666667,0.0,True
hfgcn,Cornell,depth,slp,Actor,2,2,"(2, 32, 'na')","(2, 32, 'na')",0.7631666666666667,0.7631666666666667,0.0,True
hfgcn,Cornell,depth,homophily+slp,Actor,2,2,"(2, 32, 'na')","(2, 32, 'na')",0.7631666666666667,0.7631666666666667,0.0,True
hfgcn,Cornell,hidden,default,,32,64,"(2, 32, 'na')","(2, 64, 'na')",0.7631666666666667,0.7280666666666668,0.03509999999999991,False
hfgcn,Cornell,hidden,homophily,Actor,32,32,"(2, 32, 'na')","(2, 32, 'na')",0.7631666666666667,0.7631666666666667,0.0,True
hfgcn,Cornell,hidden,slp,Actor,32,32,"(2, 32, 'na')","(2, 32, 'na')",0.7631666666666667,0.7631666666666667,0.0,True
hfgcn,Cornell,hidden,homophily+slp,Actor,32,32,"(2, 32, 'na')","(2, 32, 'na')",0.7631666666666667,0.7631666666666667,0.0,True
hfgcn,Minesweeper,full,default,,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,full,homophily,Tolokers,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,full,slp,Tolokers,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,full,homophily+slp,Tolokers,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,depth,default,,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,depth,homophily,Tolokers,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,depth,slp,Tolokers,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,depth,homophily+slp,Tolokers,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,hidden,default,,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,hidden,homophily,Tolokers,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,hidden,slp,Tolokers,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Minesweeper,hidden,homophily+slp,Tolokers,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.7391666666666666,0.7391666666666666,0.0,True
hfgcn,Photo,full,default,,"(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')",0.38800000000000007,0.3788666666666667,0.009133333333333382,False
hfgcn,Photo,full,homophily,Cora,"(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')",0.38800000000000007,0.3788666666666667,0.009133333333333382,False
hfgcn,Photo,full,slp,Computers,"(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')",0.38800000000000007,0.3788666666666667,0.009133333333333382,False
hfgcn,Photo,full,homophily+slp,CS,"(4, 32, 'na')","(4, 64, 'na')","(4, 32, 'na')","(4, 64, 'na')",0.38800000000000007,0.3788666666666667,0.009133333333333382,False
hfgcn,Photo,depth,default,,4,4,"(4, 32, 'na')","(4, 32, 'na')",0.38800000000000007,0.38800000000000007,0.0,True
hfgcn,Photo,depth,homophily,Cora,4,4,"(4, 32, 'na')","(4, 32, 'na')",0.38800000000000007,0.38800000000000007,0.0,True
hfgcn,Photo,depth,slp,Computers,4,4,"(4, 32, 'na')","(4, 32, 'na')",0.38800000000000007,0.38800000000000007,0.0,True
hfgcn,Photo,depth,homophily+slp,CS,4,4,"(4, 32, 'na')","(4, 32, 'na')",0.38800000000000007,0.38800000000000007,0.0,True
hfgcn,Photo,hidden,default,,32,64,"(4, 32, 'na')","(4, 64, 'na')",0.38800000000000007,0.3788666666666667,0.009133333333333382,False
hfgcn,Photo,hidden,homophily,Cora,32,64,"(4, 32, 'na')","(4, 64, 'na')",0.38800000000000007,0.3788666666666667,0.009133333333333382,False
hfgcn,Photo,hidden,slp,Computers,32,64,"(4, 32, 'na')","(4, 64, 'na')",0.38800000000000007,0.3788666666666667,0.009133333333333382,False
hfgcn,Photo,hidden,homophily+slp,CS,32,64,"(4, 32, 'na')","(4, 64, 'na')",0.38800000000000007,0.3788666666666667,0.009133333333333382,False
hfgcn,Squirrel,full,default,,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.5005000000000001,0.5005000000000001,0.0,True
hfgcn,Squirrel,full,homophily,Wisconsin,"(4, 64, 'na')","(2, 64, 'na')","(4, 64, 'na')","(2, 64, 'na')",0.5005000000000001,0.455,0.04550000000000004,False
hfgcn,Squirrel,full,slp,Cornell,"(4, 64, 'na')","(2, 32, 'na')","(4, 64, 'na')","(2, 32, 'na')",0.5005000000000001,0.4479666666666667,0.052533333333333376,False
hfgcn,Squirrel,full,homophily+slp,Cornell,"(4, 64, 'na')","(2, 32, 'na')","(4, 64, 'na')","(2, 32, 'na')",0.5005000000000001,0.4479666666666667,0.052533333333333376,False
hfgcn,Squirrel,depth,default,,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.5005000000000001,0.5005000000000001,0.0,True
hfgcn,Squirrel,depth,homophily,Wisconsin,4,2,"(4, 64, 'na')","(2, 16, 'na')",0.5005000000000001,0.45693333333333336,0.0435666666666667,False
hfgcn,Squirrel,depth,slp,Cornell,4,2,"(4, 64, 'na')","(2, 16, 'na')",0.5005000000000001,0.45693333333333336,0.0435666666666667,False
hfgcn,Squirrel,depth,homophily+slp,Cornell,4,2,"(4, 64, 'na')","(2, 16, 'na')",0.5005000000000001,0.45693333333333336,0.0435666666666667,False
hfgcn,Squirrel,hidden,default,,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.5005000000000001,0.5005000000000001,0.0,True
hfgcn,Squirrel,hidden,homophily,Wisconsin,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.5005000000000001,0.5005000000000001,0.0,True
hfgcn,Squirrel,hidden,slp,Cornell,64,32,"(4, 64, 'na')","(4, 32, 'na')",0.5005000000000001,0.48833333333333334,0.012166666666666714,False
hfgcn,Squirrel,hidden,homophily+slp,Cornell,64,32,"(4, 64, 'na')","(4, 32, 'na')",0.5005000000000001,0.48833333333333334,0.012166666666666714,False
hfgcn,Texas,full,default,,"(2, 16, 'na')","(4, 64, 'na')","(2, 16, 'na')","(4, 64, 'na')",0.8245666666666667,0.7982333333333332,0.02633333333333343,False
hfgcn,Texas,full,homophily,Cornell,"(2, 16, 'na')","(2, 32, 'na')","(2, 16, 'na')","(2, 32, 'na')",0.8245666666666667,0.7982333333333332,0.02633333333333343,False
hfgcn,Texas,full,slp,Wisconsin,"(2, 16, 'na')","(2, 64, 'na')","(2, 16, 'na')","(2, 64, 'na')",0.8245666666666667,0.7719333333333332,0.05263333333333342,False
hfgcn,Texas,full,homophily+slp,Wisconsin,"(2, 16, 'na')","(2, 64, 'na')","(2, 16, 'na')","(2, 64, 'na')",0.8245666666666667,0.7719333333333332,0.05263333333333342,False
hfgcn,Texas,depth,default,,2,4,"(2, 16, 'na')","(4, 64, 'na')",0.8245666666666667,0.7982333333333332,0.02633333333333343,False
hfgcn,Texas,depth,homophily,Cornell,2,2,"(2, 16, 'na')","(2, 16, 'na')",0.8245666666666667,0.8245666666666667,0.0,True
hfgcn,Texas,depth,slp,Wisconsin,2,2,"(2, 16, 'na')","(2, 16, 'na')",0.8245666666666667,0.8245666666666667,0.0,True
hfgcn,Texas,depth,homophily+slp,Wisconsin,2,2,"(2, 16, 'na')","(2, 16, 'na')",0.8245666666666667,0.8245666666666667,0.0,True
hfgcn,Texas,hidden,default,,16,64,"(2, 16, 'na')","(3, 64, 'na')",0.8245666666666667,0.8158,0.0087666666666667,False
hfgcn,Texas,hidden,homophily,Cornell,16,32,"(2, 16, 'na')","(2, 32, 'na')",0.8245666666666667,0.7982333333333332,0.02633333333333343,False
hfgcn,Texas,hidden,slp,Wisconsin,16,64,"(2, 16, 'na')","(3, 64, 'na')",0.8245666666666667,0.8158,0.0087666666666667,False
hfgcn,Texas,hidden,homophily+slp,Wisconsin,16,64,"(2, 16, 'na')","(3, 64, 'na')",0.8245666666666667,0.8158,0.0087666666666667,False
hfgcn,Tolokers,full,default,,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,full,homophily,Minesweeper,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,full,slp,Squirrel,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,full,homophily+slp,Minesweeper,"(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,depth,default,,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,depth,homophily,Minesweeper,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,depth,slp,Squirrel,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,depth,homophily+slp,Minesweeper,4,4,"(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,hidden,default,,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,hidden,homophily,Minesweeper,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,hidden,slp,Squirrel,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Tolokers,hidden,homophily+slp,Minesweeper,64,64,"(4, 64, 'na')","(4, 64, 'na')",0.7502333333333334,0.7502333333333334,0.0,True
hfgcn,Wisconsin,full,default,,"(2, 64, 'na')","(4, 64, 'na')","(2, 64, 'na')","(4, 64, 'na')",0.7516333333333334,0.6601666666666667,0.0914666666666667,False
hfgcn,Wisconsin,full,homophily,Actor,"(2, 64, 'na')","(2, 32, 'na')","(2, 64, 'na')","(2, 32, 'na')",0.7516333333333334,0.7254999999999999,0.026133333333333453,False
hfgcn,Wisconsin,full,slp,Texas,"(2, 64, 'na')","(2, 16, 'na')","(2, 64, 'na')","(2, 16, 'na')",0.7516333333333334,0.7385666666666667,0.013066666666666671,False
hfgcn,Wisconsin,full,homophily+slp,Texas,"(2, 64, 'na')","(2, 16, 'na')","(2, 64, 'na')","(2, 16, 'na')",0.7516333333333334,0.7385666666666667,0.013066666666666671,False
hfgcn,Wisconsin,depth,default,,2,4,"(2, 64, 'na')","(4, 32, 'na')",0.7516333333333334,0.6732,0.07843333333333335,False
hfgcn,Wisconsin,depth,homophily,Actor,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.7516333333333334,0.7516333333333334,0.0,True
hfgcn,Wisconsin,depth,slp,Texas,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.7516333333333334,0.7516333333333334,0.0,True
hfgcn,Wisconsin,depth,homophily+slp,Texas,2,2,"(2, 64, 'na')","(2, 64, 'na')",0.7516333333333334,0.7516333333333334,0.0,True
hfgcn,Wisconsin,hidden,default,,64,64,"(2, 64, 'na')","(2, 64, 'na')",0.7516333333333334,0.7516333333333334,0.0,True
hfgcn,Wisconsin,hidden,homophily,Actor,64,32,"(2, 64, 'na')","(2, 32, 'na')",0.7516333333333334,0.7254999999999999,0.026133333333333453,False
hfgcn,Wisconsin,hidden,slp,Texas,64,16,"(2, 64, 'na')","(2, 16, 'na')",0.7516333333333334,0.7385666666666667,0.013066666666666671,False
hfgcn,Wisconsin,hidden,homophily+slp,Texas,64,16,"(2, 64, 'na')","(2, 16, 'na')",0.7516333333333334,0.7385666666666667,0.013066666666666671,False
mlp,Actor,full,default,,"(4, 16, 'na')","(2, 64, 'na')","(4, 16, 'na')","(2, 64, 'na')",0.37653333333333333,0.3513,0.02523333333333333,False
