id,dataset,model,depth,hidden,eps,seed,test_acc
Cora_L2_H16_epsna_s0,Cora,gcn,2,16,na,0,0.8692
Cora_L2_H16_epsna_s1,Cora,gcn,2,16,na,1,0.8803
Cora_L2_H16_epsna_s2,Cora,gcn,2,16,na,2,0.8840
Cora_L2_H32_epsna_s0,Cora,gcn,2,32,na,0,0.8785
Cora_L2_H32_epsna_s1,Cora,gcn,2,32,na,1,0.8821
Cora_L2_H32_epsna_s2,Cora,gcn,2,32,na,2,0.8748
Cora_L2_H64_epsna_s0,Cora,gcn,2,64,na,0,0.8785
Cora_L2_H64_epsna_s1,Cora,gcn,2,64,na,1,0.8821
Cora_L2_H64_epsna_s2,Cora,gcn,2,64,na,2,0.8803
Cora_L3_H16_epsna_s0,Cora,gcn,3,16,na,0,0.8692
Cora_L3_H16_epsna_s1,Cora,gcn,3,16,na,1,0.8692
Cora_L3_H16_epsna_s2,Cora,gcn,3,16,na,2,0.8803
Cora_L3_H32_epsna_s0,Cora,gcn,3,32,na,0,0.8748
Cora_L3_H32_epsna_s1,Cora,gcn,3,32,na,1,0.8803
Cora_L3_H32_epsna_s2,Cora,gcn,3,32,na,2,0.8729
Cora_L3_H64_epsna_s0,Cora,gcn,3,64,na,0,0.8711
Cora_L3_H64_epsna_s1,Cora,gcn,3,64,na,1,0.8840
Cora_L3_H64_epsna_s2,Cora,gcn,3,64,na,2,0.8674
Cora_L4_H16_epsna_s0,Cora,gcn,4,16,na,0,0.8619
Cora_L4_H16_epsna_s1,Cora,gcn,4,16,na,1,0.8656
Cora_L4_H16_epsna_s2,Cora,gcn,4,16,na,2,0.8785
Cora_L4_H32_epsna_s0,Cora,gcn,4,32,na,0,0.8729
Cora_L4_H32_epsna_s1,Cora,gcn,4,32,na,1,0.8656
Cora_L4_H32_epsna_s2,Cora,gcn,4,32,na,2,0.8766
Cora_L4_H64_epsna_s0,Cora,gcn,4,64,na,0,0.8637
Cora_L4_H64_epsna_s1,Cora,gcn,4,64,na,1,0.8729
Cora_L4_H64_epsna_s2,Cora,gcn,4,64,na,2,0.8692
Photo_L2_H16_epsna_s0,Photo,gcn,2,16,na,0,0.9092
Photo_L2_H16_epsna_s1,Photo,gcn,2,16,na,1,0.9307
Photo_L2_H16_epsna_s2,Photo,gcn,2,16,na,2,0.9242
Photo_L2_H32_epsna_s0,Photo,gcn,2,32,na,0,0.9366
Photo_L2_H32_epsna_s1,Photo,gcn,2,32,na,1,0.9359
Photo_L2_H32_epsna_s2,Photo,gcn,2,32,na,2,0.9307
Photo_L2_H64_epsna_s0,Photo,gcn,2,64,na,0,0.9314
Photo_L2_H64_epsna_s1,Photo,gcn,2,64,na,1,0.9275
Photo_L2_H64_epsna_s2,Photo,gcn,2,64,na,2,0.9288
Photo_L3_H16_epsna_s0,Photo,gcn,3,16,na,0,0.8928
Photo_L3_H16_epsna_s1,Photo,gcn,3,16,na,1,0.9144
Photo_L3_H16_epsna_s2,Photo,gcn,3,16,na,2,0.9105
Photo_L3_H32_epsna_s0,Photo,gcn,3,32,na,0,0.9288
Photo_L3_H32_epsna_s1,Photo,gcn,3,32,na,1,0.9242
Photo_L3_H32_epsna_s2,Photo,gcn,3,32,na,2,0.9170
Photo_L3_H64_epsna_s0,Photo,gcn,3,64,na,0,0.9255
Photo_L3_H64_epsna_s1,Photo,gcn,3,64,na,1,0.9275
Photo_L3_H64_epsna_s2,Photo,gcn,3,64,na,2,0.9216
Photo_L4_H16_epsna_s0,Photo,gcn,4,16,na,0,0.9026
Photo_L4_H16_epsna_s1,Photo,gcn,4,16,na,1,0.9033
Photo_L4_H16_epsna_s2,Photo,gcn,4,16,na,2,0.8327
Photo_L4_H32_epsna_s0,Photo,gcn,4,32,na,0,0.9131
Photo_L4_H32_epsna_s1,Photo,gcn,4,32,na,1,0.9183
Photo_L4_H32_epsna_s2,Photo,gcn,4,32,na,2,0.9111
Photo_L4_H64_epsna_s0,Photo,gcn,4,64,na,0,0.9170
Photo_L4_H64_epsna_s1,Photo,gcn,4,64,na,1,0.9222
Photo_L4_H64_epsna_s2,Photo,gcn,4,64,na,2,0.9124
Texas_L2_H16_epsna_s0,Texas,gcn,2,16,na,0,0.4474
Texas_L2_H16_epsna_s1,Texas,gcn,2,16,na,1,0.5263
Texas_L2_H16_epsna_s2,Texas,gcn,2,16,na,2,0.5263
Texas_L2_H32_epsna_s0,Texas,gcn,2,32,na,0,0.4211
Texas_L2_H32_epsna_s1,Texas,gcn,2,32,na,1,0.5263
Texas_L2_H32_epsna_s2,Texas,gcn,2,32,na,2,0.5263
Texas_L2_H64_epsna_s0,Texas,gcn,2,64,na,0,0.4211
Texas_L2_H64_epsna_s1,Texas,gcn,2,64,na,1,0.5263
Texas_L2_H64_epsna_s2,Texas,gcn,2,64,na,2,0.5263
Texas_L3_H16_epsna_s0,Texas,gcn,3,16,na,0,0.3421
Texas_L3_H16_epsna_s1,Texas,gcn,3,16,na,1,0.4737
Texas_L3_H16_epsna_s2,Texas,gcn,3,16,na,2,0.5263
Texas_L3_H32_epsna_s0,Texas,gcn,3,32,na,0,0.5263
Texas_L3_H32_epsna_s1,Texas,gcn,3,32,na,1,0.5263
Texas_L3_H32_epsna_s2,Texas,gcn,3,32,na,2,0.5263
Texas_L3_H64_epsna_s0,Texas,gcn,3,64,na,0,0.5000
Texas_L3_H64_epsna_s1,Texas,gcn,3,64,na,1,0.5000
Texas_L3_H64_epsna_s2,Texas,gcn,3,64,na,2,0.5263
Texas_L4_H16_epsna_s0,Texas,gcn,4,16,na,0,0.4474
Texas_L4_H16_epsna_s1,Texas,gcn,4,16,na,1,0.5263
Texas_L4_H16_epsna_s2,Texas,gcn,4,16,na,2,0.5263
Texas_L4_H32_epsna_s0,Texas,gcn,4,32,na,0,0.4211
Texas_L4_H32_epsna_s1,Texas,gcn,4,32,na,1,0.5263
Texas_L4_H32_epsna_s2,Texas,gcn,4,32,na,2,0.5263
Texas_L4_H64_epsna_s0,Texas,gcn,4,64,na,0,0.3684
Texas_L4_H64_epsna_s1,Texas,gcn,4,64,na,1,0.5263
Texas_L4_H64_epsna_s2,Texas,gcn,4,64,na,2,0.5000
Chameleon_L2_H16_epsna_s0,Chameleon,gcn,2,16,na,0,0.4035
Chameleon_L2_H16_epsna_s1,Chameleon,gcn,2,16,na,1,0.3882
Chameleon_L2_H16_epsna_s2,Chameleon,gcn,2,16,na,2,0.3838
Chameleon_L2_H32_epsna_s0,Chameleon,gcn,2,32,na,0,0.3684
Chameleon_L2_H32_epsna_s1,Chameleon,gcn,2,32,na,1,0.3794
Chameleon_L2_H32_epsna_s2,Chameleon,gcn,2,32,na,2,0.3706
Chameleon_L2_H64_epsna_s0,Chameleon,gcn,2,64,na,0,0.3596
Chameleon_L2_H64_epsna_s1,Chameleon,gcn,2,64,na,1,0.3421
Chameleon_L2_H64_epsna_s2,Chameleon,gcn,2,64,na,2,0.3838
Chameleon_L3_H16_epsna_s0,Chameleon,gcn,3,16,na,0,0.3662
Chameleon_L3_H16_epsna_s1,Chameleon,gcn,3,16,na,1,0.3750
Chameleon_L3_H16_epsna_s2,Chameleon,gcn,3,16,na,2,0.3728
Chameleon_L3_H32_epsna_s0,Chameleon,gcn,3,32,na,0,0.3991
Chameleon_L3_H32_epsna_s1,Chameleon,gcn,3,32,na,1,0.3860
Chameleon_L3_H32_epsna_s2,Chameleon,gcn,3,32,na,2,0.3816
Chameleon_L3_H64_epsna_s0,Chameleon,gcn,3,64,na,0,0.4276
Chameleon_L3_H64_epsna_s1,Chameleon,gcn,3,64,na,1,0.3706
Chameleon_L3_H64_epsna_s2,Chameleon,gcn,3,64,na,2,0.3728
Chameleon_L4_H16_epsna_s0,Chameleon,gcn,4,16,na,0,0.3465
Chameleon_L4_H16_epsna_s1,Chameleon,gcn,4,16,na,1,0.3333
Chameleon_L4_H16_epsna_s2,Chameleon,gcn,4,16,na,2,0.3728
Chameleon_L4_H32_epsna_s0,Chameleon,gcn,4,32,na,0,0.3596
Chameleon_L4_H32_epsna_s1,Chameleon,gcn,4,32,na,1,0.3553
Chameleon_L4_H32_epsna_s2,Chameleon,gcn,4,32,na,2,0.3772
Chameleon_L4_H64_epsna_s0,Chameleon,gcn,4,64,na,0,0.3640
Chameleon_L4_H64_epsna_s1,Chameleon,gcn,4,64,na,1,0.3684
Chameleon_L4_H64_epsna_s2,Chameleon,gcn,4,64,na,2,0.3816
CiteSeer_L2_H16_epsna_s0,CiteSeer,gcn,2,16,na,0,0.7628
CiteSeer_L2_H16_epsna_s1,CiteSeer,gcn,2,16,na,1,0.7628
CiteSeer_L2_H16_epsna_s2,CiteSeer,gcn,2,16,na,2,0.7778
CiteSeer_L2_H32_epsna_s0,CiteSeer,gcn,2,32,na,0,0.7553
CiteSeer_L2_H32_epsna_s1,CiteSeer,gcn,2,32,na,1,0.7628
CiteSeer_L2_H32_epsna_s2,CiteSeer,gcn,2,32,na,2,0.7763
CiteSeer_L2_H64_epsna_s0,CiteSeer,gcn,2,64,na,0,0.7673
CiteSeer_L2_H64_epsna_s1,CiteSeer,gcn,2,64,na,1,0.7718
CiteSeer_L2_H64_epsna_s2,CiteSeer,gcn,2,64,na,2,0.7673
CiteSeer_L3_H16_epsna_s0,CiteSeer,gcn,3,16,na,0,0.7538
CiteSeer_L3_H16_epsna_s1,CiteSeer,gcn,3,16,na,1,0.7432
CiteSeer_L3_H16_epsna_s2,CiteSeer,gcn,3,16,na,2,0.7598
CiteSeer_L3_H32_epsna_s0,CiteSeer,gcn,3,32,na,0,0.7583
CiteSeer_L3_H32_epsna_s1,CiteSeer,gcn,3,32,na,1,0.7508
CiteSeer_L3_H32_epsna_s2,CiteSeer,gcn,3,32,na,2,0.7613
CiteSeer_L3_H64_epsna_s0,CiteSeer,gcn,3,64,na,0,0.7492
CiteSeer_L3_H64_epsna_s1,CiteSeer,gcn,3,64,na,1,0.7673
CiteSeer_L3_H64_epsna_s2,CiteSeer,gcn,3,64,na,2,0.7553
CiteSeer_L4_H16_epsna_s0,CiteSeer,gcn,4,16,na,0,0.7477
CiteSeer_L4_H16_epsna_s1,CiteSeer,gcn,4,16,na,1,0.7447
CiteSeer_L4_H16_epsna_s2,CiteSeer,gcn,4,16,na,2,0.7553
CiteSeer_L4_H32_epsna_s0,CiteSeer,gcn,4,32,na,0,0.7553
CiteSeer_L4_H32_epsna_s1,CiteSeer,gcn,4,32,na,1,0.7372
CiteSeer_L4_H32_epsna_s2,CiteSeer,gcn,4,32,na,2,0.7598
CiteSeer_L4_H64_epsna_s0,CiteSeer,gcn,4,64,na,0,0.7508
CiteSeer_L4_H64_epsna_s1,CiteSeer,gcn,4,64,na,1,0.7462
CiteSeer_L4_H64_epsna_s2,CiteSeer,gcn,4,64,na,2,0.7327
Computers_L2_H16_epsna_s0,Computers,gcn,2,16,na,0,0.8939
Computers_L2_H16_epsna_s1,Computers,gcn,2,16,na,1,0.8735
Computers_L2_H16_epsna_s2,Computers,gcn,2,16,na,2,0.8724
Computers_L2_H32_epsna_s0,Computers,gcn,2,32,na,0,0.6841
Computers_L2_H32_epsna_s1,Computers,gcn,2,32,na,1,0.8928
Computers_L2_H32_epsna_s2,Computers,gcn,2,32,na,2,0.8895
Computers_L2_H64_epsna_s0,Computers,gcn,2,64,na,0,0.9000
Computers_L2_H64_epsna_s1,Computers,gcn,2,64,na,1,0.9019
Computers_L2_H64_epsna_s2,Computers,gcn,2,64,na,2,0.8873
Computers_L3_H16_epsna_s0,Computers,gcn,3,16,na,0,0.8513
Computers_L3_H16_epsna_s1,Computers,gcn,3,16,na,1,0.7143
Computers_L3_H16_epsna_s2,Computers,gcn,3,16,na,2,0.3770
Computers_L3_H32_epsna_s0,Computers,gcn,3,32,na,0,0.8837
Computers_L3_H32_epsna_s1,Computers,gcn,3,32,na,1,0.8742
Computers_L3_H32_epsna_s2,Computers,gcn,3,32,na,2,0.8768
Computers_L3_H64_epsna_s0,Computers,gcn,3,64,na,0,0.8851
Computers_L3_H64_epsna_s1,Computers,gcn,3,64,na,1,0.8920
Computers_L3_H64_epsna_s2,Computers,gcn,3,64,na,2,0.8753
Computers_L4_H16_epsna_s0,Computers,gcn,4,16,na,0,0.8295
Computers_L4_H16_epsna_s1,Computers,gcn,4,16,na,1,0.3973
Computers_L4_H16_epsna_s2,Computers,gcn,4,16,na,2,0.8441
Computers_L4_H32_epsna_s0,Computers,gcn,4,32,na,0,0.8619
Computers_L4_H32_epsna_s1,Computers,gcn,4,32,na,1,0.8521
Computers_L4_H32_epsna_s2,Computers,gcn,4,32,na,2,0.8564
Computers_L4_H64_epsna_s0,Computers,gcn,4,64,na,0,0.8790
Computers_L4_H64_epsna_s1,Computers,gcn,4,64,na,1,0.8433
Computers_L4_H64_epsna_s2,Computers,gcn,4,64,na,2,0.8426
CS_L2_H16_epsna_s0,CS,gcn,2,16,na,0,0.9373
CS_L2_H16_epsna_s1,CS,gcn,2,16,na,1,0.9332
CS_L2_H16_epsna_s2,CS,gcn,2,16,na,2,0.9354
CS_L2_H32_epsna_s0,CS,gcn,2,32,na,0,0.9395
CS_L2_H32_epsna_s1,CS,gcn,2,32,na,1,0.9332
CS_L2_H32_epsna_s2,CS,gcn,2,32,na,2,0.9384
CS_L2_H64_epsna_s0,CS,gcn,2,64,na,0,0.9414
CS_L2_H64_epsna_s1,CS,gcn,2,64,na,1,0.9327
CS_L2_H64_epsna_s2,CS,gcn,2,64,na,2,0.9376
CS_L3_H16_epsna_s0,CS,gcn,3,16,na,0,0.9313
CS_L3_H16_epsna_s1,CS,gcn,3,16,na,1,0.9185
CS_L3_H16_epsna_s2,CS,gcn,3,16,na,2,0.9256
CS_L3_H32_epsna_s0,CS,gcn,3,32,na,0,0.9318
CS_L3_H32_epsna_s1,CS,gcn,3,32,na,1,0.9234
CS_L3_H32_epsna_s2,CS,gcn,3,32,na,2,0.9313
CS_L3_H64_epsna_s0,CS,gcn,3,64,na,0,0.9318
CS_L3_H64_epsna_s1,CS,gcn,3,64,na,1,0.9264
CS_L3_H64_epsna_s2,CS,gcn,3,64,na,2,0.9338
CS_L4_H16_epsna_s0,CS,gcn,4,16,na,0,0.9280
CS_L4_H16_epsna_s1,CS,gcn,4,16,na,1,0.9149
CS_L4_H16_epsna_s2,CS,gcn,4,16,na,2,0.9207
CS_L4_H32_epsna_s0,CS,gcn,4,32,na,0,0.9275
CS_L4_H32_epsna_s1,CS,gcn,4,32,na,1,0.9171
CS_L4_H32_epsna_s2,CS,gcn,4,32,na,2,0.9253
CS_L4_H64_epsna_s0,CS,gcn,4,64,na,0,0.9278
CS_L4_H64_epsna_s1,CS,gcn,4,64,na,1,0.9218
CS_L4_H64_epsna_s2,CS,gcn,4,64,na,2,0.9275
Cornell_L2_H16_epsna_s0,Cornell,gcn,2,16,na,0,0.5526
Cornell_L2_H16_epsna_s1,Cornell,gcn,2,16,na,1,0.4474
Cornell_L2_H16_epsna_s2,Cornell,gcn,2,16,na,2,0.4474
Cornell_L2_H32_epsna_s0,Cornell,gcn,2,32,na,0,0.5000
Cornell_L2_H32_epsna_s1,Cornell,gcn,2,32,na,1,0.4211
Cornell_L2_H32_epsna_s2,Cornell,gcn,2,32,na,2,0.4474
Cornell_L2_H64_epsna_s0,Cornell,gcn,2,64,na,0,0.4737
Cornell_L2_H64_epsna_s1,Cornell,gcn,2,64,na,1,0.3684
Cornell_L2_H64_epsna_s2,Cornell,gcn,2,64,na,2,0.3947
Cornell_L3_H16_epsna_s0,Cornell,gcn,3,16,na,0,0.6316
Cornell_L3_H16_epsna_s1,Cornell,gcn,3,16,na,1,0.4211
Cornell_L3_H16_epsna_s2,Cornell,gcn,3,16,na,2,0.4211
Cornell_L3_H32_epsna_s0,Cornell,gcn,3,32,na,0,0.6316
Cornell_L3_H32_epsna_s1,Cornell,gcn,3,32,na,1,0.3947
Cornell_L3_H32_epsna_s2,Cornell,gcn,3,32,na,2,0.5000
Cornell_L3_H64_epsna_s0,Cornell,gcn,3,64,na,0,0.5263
Cornell_L3_H64_epsna_s1,Cornell,gcn,3,64,na,1,0.3947
Cornell_L3_H64_epsna_s2,Cornell,gcn,3,64,na,2,0.4474
Cornell_L4_H16_epsna_s0,Cornell,gcn,4,16,na,0,0.6316
Cornell_L4_H16_epsna_s1,Cornell,gcn,4,16,na,1,0.4211
Cornell_L4_H16_epsna_s2,Cornell,gcn,4,16,na,2,0.4211
Cornell_L4_H32_epsna_s0,Cornell,gcn,4,32,na,0,0.6316
Cornell_L4_H32_epsna_s1,Cornell,gcn,4,32,na,1,0.4737
Cornell_L4_H32_epsna_s2,Cornell,gcn,4,32,na,2,0.4474
Cornell_L4_H64_epsna_s0,Cornell,gcn,4,64,na,0,0.6316
Cornell_L4_H64_epsna_s1,Cornell,gcn,4,64,na,1,0.4737
Cornell_L4_H64_epsna_s2,Cornell,gcn,4,64,na,2,0.4474
