dataset,num_nodes,num_edges,num_features,num_classes,a,b,K,mean_val_acc,std_val_acc,mean_test_acc,std_test_acc,n_seeds,lr,weight_decay,dropout,dprate,patience,max_epochs,parallel_mode
CS,18333,163788,6805,15,-0.99,-0.99,4,0.9534642696380615,0.0008110219683584618,0.954580157995224,0.0015812505936281366,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,-0.89,4,0.9529187142848968,0.0008110351994288342,0.9545801639556885,0.001064311482997464,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,-0.79,4,0.952809602022171,0.0011247034606718554,0.95556161403656,0.001341143705325022,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,-0.6900000000000001,4,0.9516639411449432,0.0012002153831617614,0.9540348947048187,0.0020698167250162713,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,-0.5900000000000001,4,0.9517730414867401,0.0007792065648469,0.9534351170063019,0.0027824067881814813,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,-0.4900000000000001,4,0.9518821537494659,0.0007637739182681436,0.9552889883518219,0.002812170991614768,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,-0.3900000000000001,4,0.951554822921753,0.0008380901213417397,0.9557251870632172,0.002484366072011576,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,-0.29000000000000015,4,0.9511183798313141,0.0011495458249278136,0.9535986959934235,0.002046707237819728,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,-0.19000000000000017,4,0.9521549344062805,0.0009774424689406522,0.9547982454299927,0.0025276660539696014,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,-0.09000000000000019,4,0.9521549284458161,0.0004910051822662353,0.9549072980880737,0.002569662538281631,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.009999999999999787,4,0.9521003723144531,0.0004756093267229531,0.9580152750015258,0.0019507732608078697,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.10999999999999965,4,0.9518821597099304,0.0010293421782333976,0.9552889943122864,0.00240160319036135,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.20999999999999974,4,0.9517730414867401,0.0009820017550977306,0.9561068713665009,0.0032280786558389284,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.30999999999999983,4,0.9517730474472046,0.001175157878760299,0.955343508720398,0.0025858001153704355,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.4099999999999997,4,0.9515002608299256,0.0007887001837490433,0.9548527717590332,0.002191907279717839,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.5099999999999996,4,0.9517730355262757,0.0006546735763549805,0.9544710993766785,0.0035609072134083885,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.6099999999999997,4,0.9521003723144531,0.0008381071928768321,0.9549073040485382,0.0024753649875588046,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.7099999999999997,4,0.9516639351844788,0.0008864146045680891,0.9520174503326416,0.002313321098763435,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.8099999999999996,4,0.9513365924358368,0.0007237562910544682,0.9550708889961242,0.0026058384747408197,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,0.9099999999999995,4,0.9521549284458161,0.000733977680819426,0.9527262806892395,0.002499275773890731,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.0099999999999996,4,0.9516639292240143,0.0008165118497644667,0.9542530000209808,0.0027420551677065394,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.1099999999999997,4,0.9514457046985626,0.0005455493928629997,0.9533260583877563,0.0021973265090140847,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.2099999999999993,4,0.9516639292240143,0.0007400248252824262,0.954525625705719,0.002404076780419544,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.3099999999999994,4,0.9519367039203643,0.0006659424516606961,0.9534896433353424,0.0024873421222114033,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.4099999999999995,4,0.9519367098808289,0.0007886927623415761,0.9546346783638,0.0024114861004936373,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.5099999999999996,4,0.9516639351844788,0.0010118468585398447,0.9523991286754608,0.002671757158037243,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.6099999999999997,4,0.9522094845771789,0.0006986593740609034,0.9533805906772613,0.003246438761338549,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.7099999999999993,4,0.9516093671321869,0.0006001174449920654,0.9517448246479034,0.0029590021620572488,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.8099999999999994,4,0.9518821477890015,0.000681405862323529,0.9542530000209808,0.0021597939269118703,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,1.9099999999999995,4,0.9523731529712677,0.0005482823345668286,0.9531624853610993,0.0025510828588926307,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.009999999999999,4,0.9521549284458161,0.0008469389140300035,0.9532715380191803,0.003055879697325045,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.1099999999999994,4,0.9521549284458161,0.000733977680819426,0.9532715439796448,0.0020262815923787745,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.209999999999999,4,0.9522094845771789,0.0006075113679526233,0.954689210653305,0.0013890770650813726,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.3099999999999996,4,0.9524277091026306,0.0009386191745906015,0.9539258539676666,0.00455053248975504,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.4099999999999993,4,0.9520458281040192,0.001047969823244009,0.9541439414024353,0.0024071700540390663,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.509999999999999,4,0.9523185968399048,0.0007792174149328793,0.9538167893886567,0.002986989997748131,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.6099999999999994,4,0.9517730414867401,0.000852180277801799,0.9546346783638,0.002934276578282435,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.709999999999999,4,0.9522094845771789,0.0005563655568112702,0.955398029088974,0.002297845319547725,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.8099999999999987,4,0.9519367039203643,0.0007500228047835375,0.9550708830356598,0.002639843232101562,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,2.9099999999999993,4,0.9519367039203643,0.0006659424516606962,0.9544165730476379,0.0027717094406911457,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,3.009999999999999,4,0.9521549284458161,0.000914527409578208,0.9546891987323761,0.0030107853017511247,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,-0.99,3.1099999999999985,4,0.9516093730926514,0.0011193828298764644,0.9556161403656006,0.0034329558683692525,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
