dataset,variant,epsilon,steps,reference_steps,seed,num_nodes,num_classes,full_edges,graph_edges,edge_fraction,ground_truth_key,sparsify_time_sec,slp_time_sec,pipeline_time_sec,steps_wasserstein_to_reference,slp_wasserstein,slp_cdf_l1,slp_cdf_l2
Photo,sparsified,0.3,64,64,0,7650,8,119081,119076,0.9999580117734987,Amazon Photo,3.153593417,0.2457702079999997,3.399363625,0.0,0.024599666362286405,0.0015854753383495526,0.004878660826312833
Photo,sparsified,0.6,16,64,0,7650,8,119081,118414,0.994398770584728,Amazon Photo,0.25457275,0.04066354100000069,0.2952362910000007,0.010130265356314356,0.02692364374928466,0.003821929556587772,0.006307299816920781
Photo,sparsified,0.6,32,64,0,7650,8,119081,118414,0.994398770584728,Amazon Photo,0.25457275,0.09118462500000035,0.34575737500000037,0.004818189885830795,0.025622882349877925,0.0019976040825372067,0.0029191632870333053
Photo,sparsified,0.6,64,64,0,7650,8,119081,118414,0.994398770584728,Amazon Photo,0.25457275,0.24311050000000023,0.49768325000000024,0.0,0.02461814199615656,0.001580793111089798,0.004865084892997191
Photo,sparsified,0.9,16,64,0,7650,8,119081,113149,0.9501851680788707,Amazon Photo,0.276296542,0.04126470799999993,0.3175612499999999,0.010102273119189946,0.026976212445839486,0.0038437837376215176,0.00633864399890357
Photo,sparsified,0.9,32,64,0,7650,8,119081,113149,0.9501851680788707,Amazon Photo,0.276296542,0.08945595800000206,0.36575250000000203,0.004839200500069509,0.02566070542244149,0.001969795591300281,0.002889712024572544
Photo,sparsified,0.9,64,64,0,7650,8,119081,113149,0.9501851680788707,Amazon Photo,0.276296542,0.23633708299999867,0.5126336249999986,0.0,0.024667231468211856,0.0015676154765490783,0.004880947854059195
Texas,original,,16,64,0,183,5,279,279,1.0,Texas,0.0,0.002213540999999708,0.002213540999999708,0.01798792788503647,0.30015840535563615,0.14836229716501886,0.18270366815099645
Texas,original,,32,64,0,183,5,279,279,1.0,Texas,0.0,0.005342208000001847,0.005342208000001847,0.004985842143849835,0.3012540185272248,0.1489424707291766,0.18223004247783678
Texas,original,,64,64,0,183,5,279,279,1.0,Texas,0.0,0.01643316600000233,0.01643316600000233,0.0,0.30115196367816205,0.14948371825800558,0.18283850656635933
Texas,sparsified,0.3,16,64,0,183,5,279,279,1.0,Texas,2.441003833,0.0022260000000002833,2.443229833,0.01798792788503647,0.30015840535563615,0.14836229716501886,0.18270366815099645
Texas,sparsified,0.3,32,64,0,183,5,279,279,1.0,Texas,2.441003833,0.0049517500000000325,2.445955583,0.004985842143849835,0.3012540185272248,0.1489424707291766,0.18223004247783678
Texas,sparsified,0.3,64,64,0,183,5,279,279,1.0,Texas,2.441003833,0.015851125000001076,2.456854958000001,0.0,0.30115196367816205,0.14948371825800558,0.18283850656635933
Texas,sparsified,0.6,16,64,0,183,5,279,279,1.0,Texas,0.000297791,0.001973207999999005,0.002270998999999005,0.01798792788503647,0.30015840535563615,0.14836229716501886,0.18270366815099645
Texas,sparsified,0.6,32,64,0,183,5,279,279,1.0,Texas,0.000297791,0.0049172500000018715,0.005215041000001872,0.004985842143849835,0.3012540185272248,0.1489424707291766,0.18223004247783678
Texas,sparsified,0.6,64,64,0,183,5,279,279,1.0,Texas,0.000297791,0.015739666000001762,0.01603745700000176,0.0,0.30115196367816205,0.14948371825800558,0.18283850656635933
Texas,sparsified,0.9,16,64,0,183,5,279,279,1.0,Texas,0.000267958,0.001943957999998247,0.002211915999998247,0.01798792788503647,0.30015840535563615,0.14836229716501886,0.18270366815099645
Texas,sparsified,0.9,32,64,0,183,5,279,279,1.0,Texas,0.000267958,0.004971749999999275,0.005239707999999276,0.004985842143849835,0.3012540185272248,0.1489424707291766,0.18223004247783678
Texas,sparsified,0.9,64,64,0,183,5,279,279,1.0,Texas,0.000267958,0.015591500000002867,0.015859458000002866,0.0,0.30115196367816205,0.14948371825800558,0.18283850656635933
Chameleon,original,,16,64,0,890,5,8854,8854,1.0,Chameleon,0.0,0.0038324580000015374,0.0038324580000015374,0.026424028929313694,0.03205188139831451,0.01285055353207989,0.020157119181967827
Chameleon,original,,32,64,0,890,5,8854,8854,1.0,Chameleon,0.0,0.008937709000001348,0.008937709000001348,0.01309609193716888,0.02080300467689244,0.003959008521069111,0.006361948935810769
Chameleon,original,,64,64,0,890,5,8854,8854,1.0,Chameleon,0.0,0.024622457999999625,0.024622457999999625,0.0,0.020812603826651465,0.0020360576684516733,0.0029929999894653713
Chameleon,sparsified,0.3,16,64,0,890,5,8854,8854,1.0,Chameleon,2.425183458,0.004047624999998334,2.429231082999998,0.026424028929313694,0.03205188139831451,0.01285055353207989,0.020157119181967827
Chameleon,sparsified,0.3,32,64,0,890,5,8854,8854,1.0,Chameleon,2.425183458,0.008548417000000086,2.433731875,0.01309609193716888,0.02080300467689244,0.003959008521069111,0.006361948935810769
Chameleon,sparsified,0.3,64,64,0,890,5,8854,8854,1.0,Chameleon,2.425183458,0.02426270799999486,2.4494461659999947,0.0,0.020812603826651465,0.0020360576684516733,0.0029929999894653713
Chameleon,sparsified,0.6,16,64,0,890,5,8854,8833,0.9976281906482946,Chameleon,0.007516959,0.0037546670000025983,0.011271626000002598,0.026507464422501514,0.032127091570617786,0.012835535952875024,0.02014403466074019
Chameleon,sparsified,0.6,32,64,0,890,5,8854,8833,0.9976281906482946,Chameleon,0.007516959,0.008536290999998641,0.01605324999999864,0.013113066297568978,0.020895207971063742,0.004163979989283564,0.006579921247198356
Chameleon,sparsified,0.6,64,64,0,890,5,8854,8833,0.9976281906482946,Chameleon,0.007516959,0.024442125000000203,0.03195908400000021,0.0,0.020950285098710556,0.0020155138739674687,0.003061484585921861
Chameleon,sparsified,0.9,16,64,0,890,5,8854,8014,0.9051276259317822,Chameleon,0.024120166,0.0036488750000032155,0.027769041000003214,0.027348485868044357,0.0314605166627311,0.01342264269123171,0.02057079511200777
Chameleon,sparsified,0.9,32,64,0,890,5,8854,8014,0.9051276259317822,Chameleon,0.024120166,0.008305041999996376,0.032425207999996375,0.013536297388090108,0.02188313609828394,0.005568187295521507,0.009253945998226714
Chameleon,sparsified,0.9,64,64,0,890,5,8854,8014,0.9051276259317822,Chameleon,0.024120166,0.023817874999998878,0.04793804099999888,0.0,0.0218998358701655,0.003143048204281436,0.005427475916724347
CiteSeer,original,,16,64,0,3327,6,4552,4552,1.0,CiteSeer,0.0,0.007532709000003024,0.007532709000003024,0.014955669189194505,0.0437788836105617,0.021259080709701044,0.029731837181257496
CiteSeer,original,,32,64,0,3327,6,4552,4552,1.0,CiteSeer,0.0,0.02165554100000122,0.02165554100000122,0.006159174125646509,0.04455066787045112,0.02095522369571305,0.027671423151256813
CiteSeer,original,,64,64,0,3327,6,4552,4552,1.0,CiteSeer,0.0,0.06940699999999822,0.06940699999999822,0.0,0.0448354530248917,0.02092313272715712,0.027499102276919665
CiteSeer,sparsified,0.3,16,64,0,3327,6,4552,4552,1.0,CiteSeer,2.831749459,0.009203707999994037,2.840953166999994,0.014955669189194505,0.0437788836105617,0.021259080709701044,0.029731837181257496
CiteSeer,sparsified,0.3,32,64,0,3327,6,4552,4552,1.0,CiteSeer,2.831749459,0.023191125000003865,2.854940584000004,0.006159174125646509,0.04455066787045112,0.02095522369571305,0.027671423151256813
CiteSeer,sparsified,0.3,64,64,0,3327,6,4552,4552,1.0,CiteSeer,2.831749459,0.06991770899999494,2.901667167999995,0.0,0.0448354530248917,0.02092313272715712,0.027499102276919665
CiteSeer,sparsified,0.6,16,64,0,3327,6,4552,4552,1.0,CiteSeer,0.065692375,0.007995250000000453,0.07368762500000045,0.014955669189194505,0.0437788836105617,0.021259080709701044,0.029731837181257496
CiteSeer,sparsified,0.6,32,64,0,3327,6,4552,4552,1.0,CiteSeer,0.065692375,0.02047708300000295,0.08616945800000295,0.006159174125646509,0.04455066787045112,0.02095522369571305,0.027671423151256813
CiteSeer,sparsified,0.6,64,64,0,3327,6,4552,4552,1.0,CiteSeer,0.065692375,0.06870420799999977,0.13439658299999976,0.0,0.0448354530248917,0.02092313272715712,0.027499102276919665
CiteSeer,sparsified,0.9,16,64,0,3327,6,4552,4552,1.0,CiteSeer,0.030192916,0.008238333999997849,0.03843124999999785,0.014955669189194505,0.0437788836105617,0.021259080709701044,0.029731837181257496
CiteSeer,sparsified,0.9,32,64,0,3327,6,4552,4552,1.0,CiteSeer,0.030192916,0.020426292000003343,0.05061920800000334,0.006159174125646509,0.04455066787045112,0.02095522369571305,0.027671423151256813
CiteSeer,sparsified,0.9,64,64,0,3327,6,4552,4552,1.0,CiteSeer,0.030192916,0.06822449999999947,0.09841741599999947,0.0,0.0448354530248917,0.02092313272715712,0.027499102276919665
Computers,original,,16,64,0,13752,10,245861,245861,1.0,Amazon Computers,0.0,0.09800449999999472,0.09800449999999472,0.013450470157870837,0.02376206736997128,0.006315276647392249,0.009561456983096735
Computers,original,,32,64,0,13752,10,245861,245861,1.0,Amazon Computers,0.0,0.2082400419999999,0.2082400419999999,0.006644728667919056,0.02040580123330209,0.00338889751277835,0.004960179636873099
Computers,original,,64,64,0,13752,10,245861,245861,1.0,Amazon Computers,0.0,0.5183811670000011,0.5183811670000011,0.0,0.018952033720867702,0.0015237269899199503,0.0023736168474112885
Computers,sparsified,0.3,16,64,0,13752,10,245861,245806,0.9997762963625788,Amazon Computers,3.315436,0.0992059160000025,3.4146419160000026,0.013450291668244822,0.023762476253934385,0.006315247074930201,0.009561668992939549
Computers,sparsified,0.3,32,64,0,13752,10,245861,245806,0.9997762963625788,Amazon Computers,3.315436,0.2095231670000004,3.5249591670000004,0.006644679535458452,0.020405606228819134,0.00338883239066254,0.004960702738225375
Computers,sparsified,0.3,64,64,0,13752,10,245861,245806,0.9997762963625788,Amazon Computers,3.315436,0.5134811669999948,3.828917166999995,0.0,0.018952023782378574,0.0015232343702804674,0.0023731482281878127
Computers,sparsified,0.6,16,64,0,13752,10,245861,243056,0.9885911144915216,Amazon Computers,0.449644167,0.09442091699999366,0.5440650839999936,0.01343968057741342,0.023752840436051352,0.00631723288637373,0.009563357522796294
Computers,sparsified,0.6,32,64,0,13752,10,245861,243056,0.9885911144915216,Amazon Computers,0.449644167,0.20191404199999852,0.6515582089999985,0.006660277091963474,0.02040804997080017,0.0033071684362619967,0.0047193187416457024
Computers,sparsified,0.6,64,64,0,13752,10,245861,243056,0.9885911144915216,Amazon Computers,0.449644167,0.5046471670000017,0.9542913340000017,0.0,0.01895426378920448,0.0015372542176303222,0.002381168709793853
Computers,sparsified,0.9,16,64,0,13752,10,245861,225492,0.9171523747157947,Amazon Computers,0.47144625,0.08979300000000023,0.5612392500000003,0.013398305117490957,0.02368417592415114,0.0064665642380921495,0.009668562849115839
Computers,sparsified,0.9,32,64,0,13752,10,245861,225492,0.9171523747157947,Amazon Computers,0.47144625,0.1895778330000013,0.6610240830000014,0.00667527311607362,0.02041521293495806,0.00344827518844226,0.004959299387550389
Computers,sparsified,0.9,64,64,0,13752,10,245861,225492,0.9171523747157947,Amazon Computers,0.47144625,0.47966712500000597,0.951113375000006,0.0,0.018927817221537947,0.0015203111678001235,0.0023448798156925875
CS,original,,16,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.0,0.08855095799999901,0.08855095799999901,0.014195391756406274,0.025264188678821256,0.005868022563480442,0.008481660260365132
CS,original,,32,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.0,0.21633183299999814,0.21633183299999814,0.008006773613701943,0.021776311670362317,0.003478962030442637,0.00510440118916938
CS,original,,64,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.0,0.6332057919999983,0.6332057919999983,0.0,0.020421100529282185,0.0016706618657960797,0.002329106522297367
CS,sparsified,0.3,16,64,0,18333,15,81894,81894,1.0,Coauthor CS,2.666911083,0.0864359580000098,2.75334704100001,0.014195391756406274,0.025264188678821256,0.005868022563480442,0.008481660260365132
CS,sparsified,0.3,32,64,0,18333,15,81894,81894,1.0,Coauthor CS,2.666911083,0.2147283330000107,2.8816394160000107,0.008006773613701943,0.021776311670362317,0.003478962030442637,0.00510440118916938
CS,sparsified,0.3,64,64,0,18333,15,81894,81894,1.0,Coauthor CS,2.666911083,0.6555834579999953,3.3224945409999953,0.0,0.020421100529282185,0.0016706618657960797,0.002329106522297367
CS,sparsified,0.6,16,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.290999834,0.08717666599999063,0.37817649999999065,0.014195391756406274,0.025264188678821256,0.005868022563480442,0.008481660260365132
CS,sparsified,0.6,32,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.290999834,0.2123252089999994,0.5033250429999994,0.008006773613701943,0.021776311670362317,0.003478962030442637,0.00510440118916938
CS,sparsified,0.6,64,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.290999834,0.6361975000000086,0.9271973340000086,0.0,0.020421100529282185,0.0016706618657960797,0.002329106522297367
CS,sparsified,0.9,16,64,0,18333,15,81894,81889,0.9999389454660903,Coauthor CS,0.281895042,0.08676583299998697,0.36866087499998695,0.014194769221727015,0.025264950648269273,0.0058251060455133,0.008451757138472916
CS,sparsified,0.9,32,64,0,18333,15,81894,81889,0.9999389454660903,Coauthor CS,0.281895042,0.20999620899999627,0.49189125099999625,0.008006863118558156,0.021777408768396213,0.0034788246522891625,0.005103900465143495
CS,sparsified,0.9,64,64,0,18333,15,81894,81889,0.9999389454660903,Coauthor CS,0.281895042,0.6334155419999945,0.9153105839999944,0.0,0.02042159938629135,0.0016699442250689795,0.00232825803578793
Cornell,original,,16,64,0,183,5,277,277,1.0,Cornell,0.0,0.0023220420000029662,0.0023220420000029662,0.015790890037621207,0.27520294084656954,0.13613159926679097,0.15893350986892693
Cornell,original,,32,64,0,183,5,277,277,1.0,Cornell,0.0,0.005035667000001354,0.005035667000001354,0.005208611543810533,0.2758515311912782,0.13387599238342346,0.15780011512223013
Cornell,original,,64,64,0,183,5,277,277,1.0,Cornell,0.0,0.01642383399999403,0.01642383399999403,0.0,0.27589459092971635,0.134229801945856,0.15763437398436334
Cornell,sparsified,0.3,16,64,0,183,5,277,277,1.0,Cornell,2.450323333,0.0022856249999989586,2.452608957999999,0.015790890037621207,0.27520294084656954,0.13613159926679097,0.15893350986892693
Cornell,sparsified,0.3,32,64,0,183,5,277,277,1.0,Cornell,2.450323333,0.005315291000002276,2.4556386240000023,0.005208611543810533,0.2758515311912782,0.13387599238342346,0.15780011512223013
Cornell,sparsified,0.3,64,64,0,183,5,277,277,1.0,Cornell,2.450323333,0.01671316600000239,2.4670364990000024,0.0,0.27589459092971635,0.134229801945856,0.15763437398436334
Cornell,sparsified,0.6,16,64,0,183,5,277,277,1.0,Cornell,0.000387292,0.0021525840000009566,0.0025398760000009566,0.015790890037621207,0.27520294084656954,0.13613159926679097,0.15893350986892693
Cornell,sparsified,0.6,32,64,0,183,5,277,277,1.0,Cornell,0.000387292,0.005206999999998629,0.005594291999998629,0.005208611543810533,0.2758515311912782,0.13387599238342346,0.15780011512223013
Cornell,sparsified,0.6,64,64,0,183,5,277,277,1.0,Cornell,0.000387292,0.0164358749999991,0.0168231669999991,0.0,0.27589459092971635,0.134229801945856,0.15763437398436334
Cornell,sparsified,0.9,16,64,0,183,5,277,277,1.0,Cornell,0.00033125,0.0020387910000039255,0.0023700410000039255,0.015790890037621207,0.27520294084656954,0.13613159926679097,0.15893350986892693
Cornell,sparsified,0.9,32,64,0,183,5,277,277,1.0,Cornell,0.00033125,0.005024124999991386,0.005355374999991386,0.005208611543810533,0.2758515311912782,0.13387599238342346,0.15780011512223013
Cornell,sparsified,0.9,64,64,0,183,5,277,277,1.0,Cornell,0.00033125,0.016896208000005686,0.017227458000005687,0.0,0.27589459092971635,0.134229801945856,0.15763437398436334
Wisconsin,original,,16,64,0,251,5,450,450,1.0,Wisconsin,0.0,0.002238124999990987,0.002238124999990987,0.01661830813915293,0.2364497921712418,0.11686540488447836,0.13927996333222828
Wisconsin,original,,32,64,0,251,5,450,450,1.0,Wisconsin,0.0,0.005281749999994645,0.005281749999994645,0.006325037182054545,0.23666828755095545,0.11529474376703927,0.13808536437080032
Wisconsin,original,,64,64,0,251,5,450,450,1.0,Wisconsin,0.0,0.01703566700000181,0.01703566700000181,0.0,0.23662374969289465,0.11608053640089899,0.13868058978228484
Wisconsin,sparsified,0.3,16,64,0,251,5,450,450,1.0,Wisconsin,2.59050975,0.0023143330000010565,2.592824083000001,0.01661830813915293,0.2364497921712418,0.11686540488447836,0.13927996333222828
Wisconsin,sparsified,0.3,32,64,0,251,5,450,450,1.0,Wisconsin,2.59050975,0.0052754160000034744,2.5957851660000033,0.006325037182054545,0.23666828755095545,0.11529474376703927,0.13808536437080032
Wisconsin,sparsified,0.3,64,64,0,251,5,450,450,1.0,Wisconsin,2.59050975,0.01652966700000036,2.607039417,0.0,0.23662374969289465,0.11608053640089899,0.13868058978228484
Wisconsin,sparsified,0.6,16,64,0,251,5,450,450,1.0,Wisconsin,0.000519583,0.0022190410000035854,0.0027386240000035855,0.01661830813915293,0.2364497921712418,0.11686540488447836,0.13927996333222828
Wisconsin,sparsified,0.6,32,64,0,251,5,450,450,1.0,Wisconsin,0.000519583,0.005241832999999474,0.005761415999999474,0.006325037182054545,0.23666828755095545,0.11529474376703927,0.13808536437080032
Wisconsin,sparsified,0.6,64,64,0,251,5,450,450,1.0,Wisconsin,0.000519583,0.01665783300001067,0.01717741600001067,0.0,0.23662374969289465,0.11608053640089899,0.13868058978228484
Wisconsin,sparsified,0.9,16,64,0,251,5,450,450,1.0,Wisconsin,0.000490708,0.0020728749999960883,0.002563582999996088,0.01661830813915293,0.2364497921712418,0.11686540488447836,0.13927996333222828
Wisconsin,sparsified,0.9,32,64,0,251,5,450,450,1.0,Wisconsin,0.000490708,0.005195667000009507,0.005686375000009508,0.006325037182054545,0.23666828755095545,0.11529474376703927,0.13808536437080032
Wisconsin,sparsified,0.9,64,64,0,251,5,450,450,1.0,Wisconsin,0.000490708,0.016598417000011523,0.017089125000011522,0.0,0.23662374969289465,0.11608053640089899,0.13868058978228484
Actor,original,,16,64,0,7600,5,26659,26659,1.0,Actor,0.0,0.01590075000000013,0.01590075000000013,0.035677808461338584,0.08086883474613216,0.04115107021913112,0.058761947264213785
Actor,original,,32,64,0,7600,5,26659,26659,1.0,Actor,0.0,0.03910504099999912,0.03910504099999912,0.017683807984306382,0.07789754537087071,0.037028168379259194,0.04660176673495167
Actor,original,,64,64,0,7600,5,26659,26659,1.0,Actor,0.0,0.11436599999998975,0.11436599999998975,0.0,0.07744322993988631,0.037344800051773555,0.04520693877448321
Actor,sparsified,0.3,16,64,0,7600,5,26659,26659,1.0,Actor,2.599849541,0.01625766700000497,2.616107208000005,0.035677808461338584,0.08086883474613216,0.04115107021913112,0.058761947264213785
Actor,sparsified,0.3,32,64,0,7600,5,26659,26659,1.0,Actor,2.599849541,0.039926790999999184,2.6397763319999994,0.017683807984306382,0.07789754537087071,0.037028168379259194,0.04660176673495167
Actor,sparsified,0.3,64,64,0,7600,5,26659,26659,1.0,Actor,2.599849541,0.11613154199999087,2.715981082999991,0.0,0.07744322993988631,0.037344800051773555,0.04520693877448321
Actor,sparsified,0.6,16,64,0,7600,5,26659,26659,1.0,Actor,0.197938667,0.01586570799999265,0.21380437499999266,0.035677929752496285,0.08086885507559022,0.04115109434909403,0.05876197067689931
Actor,sparsified,0.6,32,64,0,7600,5,26659,26659,1.0,Actor,0.197938667,0.03899470800000415,0.23693337500000416,0.017683831964324936,0.07789756022044667,0.037028171388323185,0.04660175273367938
Actor,sparsified,0.6,64,64,0,7600,5,26659,26659,1.0,Actor,0.197938667,0.11415350000000046,0.3120921670000005,0.0,0.07744323270804468,0.03734479329657907,0.04520692591579973
Actor,sparsified,0.9,16,64,0,7600,5,26659,26654,0.9998124460782475,Actor,0.047561209,0.01535779199998899,0.06291900099998898,0.035681706816722156,0.08086663428180306,0.041150113448834985,0.05876112544087696
Actor,sparsified,0.9,32,64,0,7600,5,26659,26654,0.9998124460782475,Actor,0.047561209,0.03975779200000318,0.08731900100000317,0.01768329337341689,0.07789525200182515,0.0370274349262623,0.046601040871552125
Actor,sparsified,0.9,64,64,0,7600,5,26659,26654,0.9998124460782475,Actor,0.047561209,0.1147080840000001,0.1622692930000001,0.0,0.07744138876264695,0.03734396796128004,0.04520580563655758
WikiCS,original,,16,64,0,11701,10,215603,215603,1.0,WikiCS,0.0,0.08993079100000045,0.08993079100000045,0.017071176692339374,0.026434388735372908,0.008353064332996214,0.012245398557266354
WikiCS,original,,32,64,0,11701,10,215603,215603,1.0,WikiCS,0.0,0.19347395900000208,0.19347395900000208,0.008079082367428929,0.02126194918501037,0.0034729654729817342,0.005374617394244392
WikiCS,original,,64,64,0,11701,10,215603,215603,1.0,WikiCS,0.0,0.47849441600000375,0.47849441600000375,0.0,0.02069484624422299,0.0021377149045672017,0.0036510285642522866
WikiCS,sparsified,0.3,16,64,0,11701,10,215603,215590,0.9999397039929872,WikiCS,3.308334,0.09435712500000193,3.402691125000002,0.0170749044046719,0.02643238123036676,0.008352952853241257,0.01224539045912835
WikiCS,sparsified,0.3,32,64,0,11701,10,215603,215590,0.9999397039929872,WikiCS,3.308334,0.200916124999992,3.509250124999992,0.008135692578704258,0.021260626865318086,0.003473348312991257,0.0053750005368068555
WikiCS,sparsified,0.3,64,64,0,11701,10,215603,215590,0.9999397039929872,WikiCS,3.308334,0.4754266250000114,3.7837606250000113,0.0,0.020807542580003165,0.00216488322353728,0.0036490489127850765
WikiCS,sparsified,0.6,16,64,0,11701,10,215603,212418,0.9852274782818421,WikiCS,0.301261208,0.08781166699999687,0.3890728749999969,0.017029177201216952,0.02639939152506761,0.008354826593216111,0.012245894844450378
WikiCS,sparsified,0.6,32,64,0,11701,10,215603,212418,0.9852274782818421,WikiCS,0.301261208,0.1944115409999938,0.4956727489999938,0.008041262602845914,0.021227031567642822,0.003461573338784679,0.005368721081456057
