dataset,variant,epsilon,steps,reference_steps,seed,num_nodes,num_classes,full_edges,graph_edges,edge_fraction,ground_truth_key,sparsify_time_sec,slp_time_sec,pipeline_time_sec,steps_wasserstein_to_reference,slp_wasserstein,slp_cdf_l1,slp_cdf_l2
Texas,original,,64,64,0,183,5,279,279,1.0,Texas,0.0,0.01605033399999911,0.01605033399999911,0.0,0.30087561383360584,0.1493483023125596,0.1827895162936572
Texas,sparsified,0.3,16,64,0,183,5,279,279,1.0,Texas,2.347411292,0.00219687499999921,2.349608166999999,0.01798792788503647,0.299882070208595,0.14822688761975392,0.18265460057281088
Texas,sparsified,0.3,32,64,0,183,5,279,279,1.0,Texas,2.347411292,0.004830207999997782,2.3522414999999977,0.004985842143849835,0.30097766937292014,0.14880705478373063,0.18218084643179708
Texas,sparsified,0.3,64,64,0,183,5,279,279,1.0,Texas,2.347411292,0.015456707999998542,2.3628679999999984,0.0,0.30087561383360584,0.1493483023125596,0.1827895162936572
Texas,sparsified,0.6,16,64,0,183,5,279,279,1.0,Texas,0.000341666,0.001937999999999107,0.002279665999999107,0.01798792788503647,0.299882070208595,0.14822688761975392,0.18265460057281088
Texas,sparsified,0.6,32,64,0,183,5,279,279,1.0,Texas,0.000341666,0.004738041999999609,0.005079707999999609,0.004985842143849835,0.30097766937292014,0.14880705478373063,0.18218084643179708
Texas,sparsified,0.6,64,64,0,183,5,279,279,1.0,Texas,0.000341666,0.01533445899999819,0.01567612499999819,0.0,0.30087561383360584,0.1493483023125596,0.1827895162936572
Texas,sparsified,0.9,16,64,0,183,5,279,279,1.0,Texas,0.000260458,0.0019675840000026312,0.002228042000002631,0.01798792788503647,0.299882070208595,0.14822688761975392,0.18265460057281088
Texas,sparsified,0.9,32,64,0,183,5,279,279,1.0,Texas,0.000260458,0.004836457999999766,0.005096915999999766,0.004985842143849835,0.30097766937292014,0.14880705478373063,0.18218084643179708
Texas,sparsified,0.9,64,64,0,183,5,279,279,1.0,Texas,0.000260458,0.01550558299999949,0.01576604099999949,0.0,0.30087561383360584,0.1493483023125596,0.1827895162936572
Chameleon,original,,16,64,0,890,5,8854,8854,1.0,Chameleon,0.0,0.0037142909999978713,0.0037142909999978713,0.026424028929313694,0.06409481215675332,0.03267840760190362,0.0503131210133776
Chameleon,original,,32,64,0,890,5,8854,8854,1.0,Chameleon,0.0,0.008696291999999772,0.008696291999999772,0.01309609193716888,0.0619435108395862,0.03278272649454538,0.052620916231219554
Chameleon,original,,64,64,0,890,5,8854,8854,1.0,Chameleon,0.0,0.025826041999998495,0.025826041999998495,0.0,0.06292342564252161,0.033436878130844665,0.05450346473246125
Chameleon,sparsified,0.3,16,64,0,890,5,8854,8854,1.0,Chameleon,2.525845209,0.004037333000002974,2.529882542000003,0.026424028929313694,0.06409481215675332,0.03267840760190362,0.0503131210133776
Chameleon,sparsified,0.3,32,64,0,890,5,8854,8854,1.0,Chameleon,2.525845209,0.00864508400000119,2.534490293000001,0.01309609193716888,0.0619435108395862,0.03278272649454538,0.052620916231219554
Chameleon,sparsified,0.3,64,64,0,890,5,8854,8854,1.0,Chameleon,2.525845209,0.02475191699999968,2.5505971259999995,0.0,0.06292342564252161,0.033436878130844665,0.05450346473246125
Chameleon,sparsified,0.6,16,64,0,890,5,8854,8833,0.9976281906482946,Chameleon,0.007535708,0.0037886249999985466,0.011324332999998547,0.026507464422501514,0.06412559802887331,0.032717005620380525,0.050334283763174587
Chameleon,sparsified,0.6,32,64,0,890,5,8854,8833,0.9976281906482946,Chameleon,0.007535708,0.008413749999998998,0.015949457999999,0.013113066297568978,0.06196424288354091,0.0326218336500905,0.05251339038196839
Chameleon,sparsified,0.6,64,64,0,890,5,8854,8833,0.9976281906482946,Chameleon,0.007535708,0.02429195799999917,0.03182766599999917,0.0,0.06295845102367298,0.033511568717428115,0.054611781199331
Chameleon,sparsified,0.9,16,64,0,890,5,8854,8014,0.9051276259317822,Chameleon,0.006870792,0.0035884999999993283,0.010459291999999329,0.027348485868044357,0.06662931138429257,0.033106585117895486,0.05192224935413453
Chameleon,sparsified,0.9,32,64,0,890,5,8854,8014,0.9051276259317822,Chameleon,0.006870792,0.008150500000002836,0.015021292000002837,0.013536297388090108,0.06461186332798909,0.03372827309315625,0.05680427437494559
Chameleon,sparsified,0.9,64,64,0,890,5,8854,8014,0.9051276259317822,Chameleon,0.006870792,0.02460320899999857,0.03147400099999857,0.0,0.06550636042716615,0.03442396803284609,0.05700931096454153
CiteSeer,original,,16,64,0,3327,6,4552,4552,1.0,CiteSeer,0.0,0.008677457999997529,0.008677457999997529,0.014955669189194505,0.04886706375194777,0.02335519509415383,0.030182623021476153
CiteSeer,original,,32,64,0,3327,6,4552,4552,1.0,CiteSeer,0.0,0.021609624999999966,0.021609624999999966,0.006159174125646509,0.04984077416664846,0.023125630824714465,0.02813287480733639
CiteSeer,original,,64,64,0,3327,6,4552,4552,1.0,CiteSeer,0.0,0.06846891599999694,0.06846891599999694,0.0,0.05013847224851947,0.023093539856158543,0.027963672075790317
CiteSeer,sparsified,0.3,16,64,0,3327,6,4552,4552,1.0,CiteSeer,2.818965791,0.008207333999997957,2.827173124999998,0.014955669189194505,0.04886706375194777,0.02335519509415383,0.030182623021476153
CiteSeer,sparsified,0.3,32,64,0,3327,6,4552,4552,1.0,CiteSeer,2.818965791,0.020536208000002887,2.839501999000003,0.006159174125646509,0.04984077416664846,0.023125630824714465,0.02813287480733639
CiteSeer,sparsified,0.3,64,64,0,3327,6,4552,4552,1.0,CiteSeer,2.818965791,0.06720179199999876,2.886167582999999,0.0,0.05013847224851947,0.023093539856158543,0.027963672075790317
CiteSeer,sparsified,0.6,16,64,0,3327,6,4552,4552,1.0,CiteSeer,0.056969666,0.00813712500000463,0.06510679100000463,0.014955669189194505,0.04886706375194777,0.02335519509415383,0.030182623021476153
CiteSeer,sparsified,0.6,32,64,0,3327,6,4552,4552,1.0,CiteSeer,0.056969666,0.020157250000004012,0.07712691600000401,0.006159174125646509,0.04984077416664846,0.023125630824714465,0.02813287480733639
CiteSeer,sparsified,0.6,64,64,0,3327,6,4552,4552,1.0,CiteSeer,0.056969666,0.06704712500000198,0.12401679100000199,0.0,0.05013847224851947,0.023093539856158543,0.027963672075790317
CiteSeer,sparsified,0.9,16,64,0,3327,6,4552,4552,1.0,CiteSeer,0.028883666,0.008232249999998942,0.037115915999998944,0.014955669189194505,0.04886706375194777,0.02335519509415383,0.030182623021476153
CiteSeer,sparsified,0.9,32,64,0,3327,6,4552,4552,1.0,CiteSeer,0.028883666,0.02025441699999675,0.04913808299999675,0.006159174125646509,0.04984077416664846,0.023125630824714465,0.02813287480733639
CiteSeer,sparsified,0.9,64,64,0,3327,6,4552,4552,1.0,CiteSeer,0.028883666,0.06813112500000074,0.09701479100000074,0.0,0.05013847224851947,0.023093539856158543,0.027963672075790317
Computers,original,,16,64,0,13752,10,245861,245861,1.0,Amazon Computers,0.0,0.09627129199999729,0.09627129199999729,0.013450470157870837,0.023736585446156,0.006374860793755497,0.009572699298272402
Computers,original,,32,64,0,13752,10,245861,245861,1.0,Amazon Computers,0.0,0.20635112499999764,0.20635112499999764,0.006644728667919056,0.020336389813935665,0.0034447984683871956,0.004980747380348875
Computers,original,,64,64,0,13752,10,245861,245861,1.0,Amazon Computers,0.0,0.5125203329999977,0.5125203329999977,0.0,0.018849439514579343,0.0015659189736557549,0.0024052334308649046
Computers,sparsified,0.3,16,64,0,13752,10,245861,245806,0.9997762963625788,Amazon Computers,3.68576275,0.09705991699999572,3.7828226669999956,0.013450291668244822,0.023736948992041176,0.006374831221293449,0.009572911541457545
Computers,sparsified,0.3,32,64,0,13752,10,245861,245806,0.9997762963625788,Amazon Computers,3.68576275,0.20354441599999973,3.8893071659999996,0.006644679535458452,0.02033618257471847,0.003444733346271386,0.004981266360853633
Computers,sparsified,0.3,64,64,0,13752,10,245861,245806,0.9997762963625788,Amazon Computers,3.68576275,0.5164889169999967,4.202251666999997,0.0,0.01884923363609896,0.0015653784255879528,0.0024047537658776984
Computers,sparsified,0.6,16,64,0,13752,10,245861,243056,0.9885911144915216,Amazon Computers,0.459977959,0.09410774999999916,0.5540857089999991,0.01343968057741342,0.023728093396495415,0.006376817032736966,0.009574539785730748
Computers,sparsified,0.6,32,64,0,13752,10,245861,243056,0.9885911144915216,Amazon Computers,0.459977959,0.20418624999999935,0.6641642089999993,0.006660277091963474,0.020338765394082046,0.003363069391870856,0.004739808513314096
Computers,sparsified,0.6,64,64,0,13752,10,245861,243056,0.9885911144915216,Amazon Computers,0.459977959,0.5127189580000007,0.9726969170000006,0.0,0.018853231998234014,0.0015801859497684434,0.002412875037917593
Computers,sparsified,0.9,16,64,0,13752,10,245861,225492,0.9171523747157947,Amazon Computers,0.31594225,0.0890440419999976,0.4049862919999976,0.013398305117490957,0.02366184410407847,0.006523568959986638,0.009677544630735961
Computers,sparsified,0.9,32,64,0,13752,10,245861,225492,0.9171523747157947,Amazon Computers,0.31594225,0.19314379099999712,0.5090860409999971,0.00667527311607362,0.020346990431422768,0.0035093222833308913,0.00498165277521315
Computers,sparsified,0.9,64,64,0,13752,10,245861,225492,0.9171523747157947,Amazon Computers,0.31594225,0.47962954199999785,0.7955717919999978,0.0,0.018828264000766065,0.0015642748243337606,0.0023774036780017218
CS,original,,16,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.0,0.0861630000000062,0.0861630000000062,0.014195391756406274,0.025260422234042457,0.005868478301084185,0.008481527279016765
CS,original,,32,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.0,0.21195645800000307,0.21195645800000307,0.008006773613701943,0.021770915662371687,0.0034798237460815003,0.005106762819722823
CS,original,,64,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.0,0.6307682500000027,0.6307682500000027,0.0,0.02041455019850005,0.0016715522306694009,0.0023315225011205265
CS,sparsified,0.3,16,64,0,18333,15,81894,81894,1.0,Coauthor CS,2.791510583,0.08449483300000082,2.876005416000001,0.014195391756406274,0.025260422234042457,0.005868478301084185,0.008481527279016765
CS,sparsified,0.3,32,64,0,18333,15,81894,81894,1.0,Coauthor CS,2.791510583,0.2105367919999992,3.002047374999999,0.008006773613701943,0.021770915662371687,0.0034798237460815003,0.005106762819722823
CS,sparsified,0.3,64,64,0,18333,15,81894,81894,1.0,Coauthor CS,2.791510583,0.611930957999995,3.403441540999995,0.0,0.02041455019850005,0.0016715522306694009,0.0023315225011205265
CS,sparsified,0.6,16,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.272961125,0.08368100000000567,0.3566421250000057,0.014195391756406274,0.025260422234042457,0.005868478301084185,0.008481527279016765
CS,sparsified,0.6,32,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.272961125,0.2108950419999971,0.4838561669999971,0.008006773613701943,0.021770915662371687,0.0034798237460815003,0.005106762819722823
CS,sparsified,0.6,64,64,0,18333,15,81894,81894,1.0,Coauthor CS,0.272961125,0.6371056670000002,0.9100667920000002,0.0,0.02041455019850005,0.0016715522306694009,0.0023315225011205265
CS,sparsified,0.9,16,64,0,18333,15,81894,81889,0.9999389454660903,Coauthor CS,0.265804084,0.08995629200000366,0.35576037600000365,0.014194769221727015,0.025261184092444405,0.0058255617831170356,0.008451625558247255
CS,sparsified,0.9,32,64,0,18333,15,81894,81889,0.9999389454660903,Coauthor CS,0.265804084,0.22225629100000077,0.48806037500000077,0.008006863118558156,0.02177201275888817,0.0034796863679280253,0.005106260746516244
CS,sparsified,0.9,64,64,0,18333,15,81894,81889,0.9999389454660903,Coauthor CS,0.265804084,0.6664790419999989,0.9322831259999989,0.0,0.02041504900254411,0.0016708345899423005,0.002330670412567323
Cornell,original,,16,64,0,183,5,277,277,1.0,Cornell,0.0,0.0022917080000013357,0.0022917080000013357,0.015790890037621207,0.2814541188558807,0.1393791772579977,0.1637547634584841
Cornell,original,,32,64,0,183,5,277,277,1.0,Cornell,0.0,0.005123666999999443,0.005123666999999443,0.005208611543810533,0.2821206421909799,0.13712357037463022,0.16261390451791133
Cornell,original,,64,64,0,183,5,277,277,1.0,Cornell,0.0,0.01668345799999571,0.01668345799999571,0.0,0.28220454440037274,0.1375147400066951,0.1624510668890845
Cornell,sparsified,0.3,16,64,0,183,5,277,277,1.0,Cornell,2.637481125,0.002199833000005924,2.639680958000006,0.015790890037621207,0.2814541188558807,0.1393791772579977,0.1637547634584841
Cornell,sparsified,0.3,32,64,0,183,5,277,277,1.0,Cornell,2.637481125,0.004985167000000956,2.642466292000001,0.005208611543810533,0.2821206421909799,0.13712357037463022,0.16261390451791133
Cornell,sparsified,0.3,64,64,0,183,5,277,277,1.0,Cornell,2.637481125,0.015777209000006565,2.6532583340000064,0.0,0.28220454440037274,0.1375147400066951,0.1624510668890845
Cornell,sparsified,0.6,16,64,0,183,5,277,277,1.0,Cornell,0.000419208,0.001980708999994363,0.0023999169999943627,0.015790890037621207,0.2814541188558807,0.1393791772579977,0.1637547634584841
Cornell,sparsified,0.6,32,64,0,183,5,277,277,1.0,Cornell,0.000419208,0.00510358299999325,0.00552279099999325,0.005208611543810533,0.2821206421909799,0.13712357037463022,0.16261390451791133
Cornell,sparsified,0.6,64,64,0,183,5,277,277,1.0,Cornell,0.000419208,0.015836291999988816,0.016255499999988817,0.0,0.28220454440037274,0.1375147400066951,0.1624510668890845
Cornell,sparsified,0.9,16,64,0,183,5,277,277,1.0,Cornell,0.00031875,0.0019489999999962038,0.002267749999996204,0.015790890037621207,0.2814541188558807,0.1393791772579977,0.1637547634584841
Cornell,sparsified,0.9,32,64,0,183,5,277,277,1.0,Cornell,0.00031875,0.004941959000007046,0.005260709000007045,0.005208611543810533,0.2821206421909799,0.13712357037463022,0.16261390451791133
Cornell,sparsified,0.9,64,64,0,183,5,277,277,1.0,Cornell,0.00031875,0.016101749999990034,0.016420499999990033,0.0,0.28220454440037274,0.1375147400066951,0.1624510668890845
Wisconsin,original,,16,64,0,251,5,450,450,1.0,Wisconsin,0.0,0.0021265419999991764,0.0021265419999991764,0.01661830813915293,0.23565835559243903,0.11642241923468796,0.1385758250249851
Wisconsin,original,,32,64,0,251,5,450,450,1.0,Wisconsin,0.0,0.005232540999998037,0.005232540999998037,0.006325037182054545,0.23588394646650584,0.1148517581172489,0.1373898954694332
Wisconsin,original,,64,64,0,251,5,450,450,1.0,Wisconsin,0.0,0.017046708000009403,0.017046708000009403,0.0,0.23583940679850773,0.11563755075110863,0.13798600548355383
Wisconsin,sparsified,0.3,16,64,0,251,5,450,450,1.0,Wisconsin,2.424423292,0.0023565409999974918,2.4267798329999977,0.01661830813915293,0.23565835559243903,0.11642241923468796,0.1385758250249851
Wisconsin,sparsified,0.3,32,64,0,251,5,450,450,1.0,Wisconsin,2.424423292,0.005451875000005657,2.429875167000006,0.006325037182054545,0.23588394646650584,0.1148517581172489,0.1373898954694332
Wisconsin,sparsified,0.3,64,64,0,251,5,450,450,1.0,Wisconsin,2.424423292,0.017003250000001913,2.441426542000002,0.0,0.23583940679850773,0.11563755075110863,0.13798600548355383
Wisconsin,sparsified,0.6,16,64,0,251,5,450,450,1.0,Wisconsin,0.00056625,0.0023491669999913256,0.0029154169999913255,0.01661830813915293,0.23565835559243903,0.11642241923468796,0.1385758250249851
Wisconsin,sparsified,0.6,32,64,0,251,5,450,450,1.0,Wisconsin,0.00056625,0.005441375000003745,0.006007625000003745,0.006325037182054545,0.23588394646650584,0.1148517581172489,0.1373898954694332
Wisconsin,sparsified,0.6,64,64,0,251,5,450,450,1.0,Wisconsin,0.00056625,0.016745416999995655,0.017311666999995656,0.0,0.23583940679850773,0.11563755075110863,0.13798600548355383
Wisconsin,sparsified,0.9,16,64,0,251,5,450,450,1.0,Wisconsin,0.000477625,0.002069125000005556,0.0025467500000055563,0.01661830813915293,0.23565835559243903,0.11642241923468796,0.1385758250249851
Wisconsin,sparsified,0.9,32,64,0,251,5,450,450,1.0,Wisconsin,0.000477625,0.005615082999995025,0.0060927079999950244,0.006325037182054545,0.23588394646650584,0.1148517581172489,0.1373898954694332
Wisconsin,sparsified,0.9,64,64,0,251,5,450,450,1.0,Wisconsin,0.000477625,0.016960791999991898,0.017438416999991897,0.0,0.23583940679850773,0.11563755075110863,0.13798600548355383
Actor,original,,16,64,0,7600,5,26659,26659,1.0,Actor,0.0,0.016220541000009803,0.016220541000009803,0.035677808461338584,0.08079827636035636,0.04113541061701968,0.05880446083048207
Actor,original,,32,64,0,7600,5,26659,26659,1.0,Actor,0.0,0.03874004099999695,0.03874004099999695,0.017683807984306382,0.07781736883256454,0.03700966107974033,0.04664826708575255
Actor,original,,64,64,0,7600,5,26659,26659,1.0,Actor,0.0,0.11474216700000284,0.11474216700000284,0.0,0.07738130064626397,0.03733858728014036,0.04525910112251773
Actor,sparsified,0.3,16,64,0,7600,5,26659,26659,1.0,Actor,2.596753375,0.01583245899999497,2.612585833999995,0.035677808461338584,0.08079827636035636,0.04113541061701968,0.05880446083048207
Actor,sparsified,0.3,32,64,0,7600,5,26659,26659,1.0,Actor,2.596753375,0.03831391700001063,2.6350672920000107,0.017683807984306382,0.07781736883256454,0.03700966107974033,0.04664826708575255
Actor,sparsified,0.3,64,64,0,7600,5,26659,26659,1.0,Actor,2.596753375,0.1155063750000096,2.7122597500000096,0.0,0.07738130064626397,0.03733858728014036,0.04525910112251773
Actor,sparsified,0.6,16,64,0,7600,5,26659,26659,1.0,Actor,0.052447375,0.015451834000003828,0.06789920900000382,0.035677929752496285,0.0807982963270831,0.04113543474698259,0.058804484530309245
Actor,sparsified,0.6,32,64,0,7600,5,26659,26659,1.0,Actor,0.052447375,0.03861983400000213,0.09106720900000212,0.017683831964324936,0.07781738374245184,0.03700966408880432,0.04664825298755111
Actor,sparsified,0.6,64,64,0,7600,5,26659,26659,1.0,Actor,0.052447375,0.11882716700000628,0.17127454200000627,0.0,0.07738130364753529,0.03733858052494588,0.04525908809621728
Actor,sparsified,0.9,16,64,0,7600,5,26659,26654,0.9998124460782475,Actor,0.167984459,0.01672241699999688,0.18470687599999688,0.035681706816722156,0.08079607488202191,0.04113445384672357,0.05880363245104166
Actor,sparsified,0.9,32,64,0,7600,5,26659,26654,0.9998124460782475,Actor,0.167984459,0.040233958000001735,0.20821841700000174,0.01768329337341689,0.07781507341616056,0.03700892762674344,0.04664753267855888
Actor,sparsified,0.9,64,64,0,7600,5,26659,26654,0.9998124460782475,Actor,0.167984459,0.11504487499999527,0.2830293339999953,0.0,0.0773794521294848,0.03733775518964684,0.04525796082798024
Squirrel,original,,16,64,0,2223,5,46998,46998,1.0,Squirrel,0.0,0.013841999999996801,0.013841999999996801,0.028715265790043316,0.06956915169504113,0.03149943286902111,0.04281698002646682
Squirrel,original,,32,64,0,2223,5,46998,46998,1.0,Squirrel,0.0,0.03029654200000209,0.03029654200000209,0.016601302133677852,0.07051325675858003,0.035510843528653295,0.052364020671409356
Squirrel,original,,64,64,0,2223,5,46998,46998,1.0,Squirrel,0.0,0.07983004099999391,0.07983004099999391,0.0,0.06857181138952893,0.03344735266866225,0.050171400897159796
Squirrel,sparsified,0.3,16,64,0,2223,5,46998,46996,0.9999574449976595,Squirrel,2.491300542,0.013505375000008257,2.504805917000008,0.028714356962504073,0.06957102669937515,0.031500490696819684,0.04281890469372296
Squirrel,sparsified,0.3,32,64,0,2223,5,46998,46996,0.9999574449976595,Squirrel,2.491300542,0.02941054199999371,2.5207110839999936,0.016601606062790313,0.07051596278715921,0.03551200641556627,0.0523651392008578
Squirrel,sparsified,0.3,64,64,0,2223,5,46998,46996,0.9999574449976595,Squirrel,2.491300542,0.07895104199999992,2.5702515839999998,0.0,0.06857430278491716,0.033366051993068045,0.05012440157196703
Squirrel,sparsified,0.6,16,64,0,2223,5,46998,40922,0.8707179028894847,Squirrel,0.048527458,0.011813750000001733,0.060341208000001735,0.029231600968404294,0.07069572204771367,0.03233339616378401,0.044496611451382714
Squirrel,sparsified,0.6,32,64,0,2223,5,46998,40922,0.8707179028894847,Squirrel,0.048527458,0.02678870900000163,0.07531616700000163,0.016308131919058888,0.07178623452870703,0.03623993293509134,0.05453821398623591
Squirrel,sparsified,0.6,64,64,0,2223,5,46998,40922,0.8707179028894847,Squirrel,0.048527458,0.07489825000000394,0.12342570800000394,0.0,0.069936666370263,0.03408782404442854,0.05175012503612698
Squirrel,sparsified,0.9,16,64,0,2223,5,46998,28166,0.5993020979616154,Squirrel,0.154858209,0.009253874999998857,0.16411208399999885,0.02968037906512459,0.0748020895956846,0.034600773520518525,0.04884748441549317
Squirrel,sparsified,0.9,32,64,0,2223,5,46998,28166,0.5993020979616154,Squirrel,0.154858209,0.02224241700000107,0.17710062600000107,0.01616826034209343,0.07568199091693686,0.038203646828832157,0.05804156574381247
Squirrel,sparsified,0.9,64,64,0,2223,5,46998,28166,0.5993020979616154,Squirrel,0.154858209,0.06605012499998963,0.22090833399998963,0.0,0.07409119322870307,0.03581110293755747,0.0551996257035042
Minesweeper,original,,16,64,0,10000,2,39402,39402,1.0,Minesweeper,0.0,0.007354208999998946,0.007354208999998946,0.0278281337335616,0.03334198250096498,0.013429448594658387,0.02243329160269911
Minesweeper,original,,32,64,0,10000,2,39402,39402,1.0,Minesweeper,0.0,0.017371040999989873,0.017371040999989873,0.015605813091585348,0.023993884450300488,0.007499631599529,0.014464549549903154
Minesweeper,original,,64,64,0,10000,2,39402,39402,1.0,Minesweeper,0.0,0.04955458400000623,0.04955458400000623,0.0,0.02120438082460595,0.0032480038458620954,0.00538486809719769
Minesweeper,sparsified,0.3,16,64,0,10000,2,39402,39402,1.0,Minesweeper,2.491573666,0.007399874999990175,2.49897354099999,0.0278281337335616,0.03334198250096498,0.013429448594658387,0.02243329160269911
Minesweeper,sparsified,0.3,32,64,0,10000,2,39402,39402,1.0,Minesweeper,2.491573666,0.016352459000003705,2.5079261250000036,0.015605813091585348,0.023993884450300488,0.007499631599529,0.014464549549903154
Minesweeper,sparsified,0.3,64,64,0,10000,2,39402,39402,1.0,Minesweeper,2.491573666,0.049312500000013415,2.5408861660000133,0.0,0.02120438082460595,0.0032480038458620954,0.00538486809719769
Minesweeper,sparsified,0.6,16,64,0,10000,2,39402,39402,1.0,Minesweeper,0.20270925,0.006979292000011128,0.20968854200001114,0.0278281337335616,0.03334198250096498,0.013429448594658387,0.02243329160269911
