id,dataset,model,depth,hidden,eps,seed,test_acc
Cora_L2_H16_eps0.1_s0,Cora,fagcn,2,16,0.1,0,0.8711
Cora_L2_H16_eps0.1_s1,Cora,fagcn,2,16,0.1,1,0.8913
Cora_L2_H16_eps0.1_s2,Cora,fagcn,2,16,0.1,2,0.8950
Cora_L2_H16_eps0.3_s0,Cora,fagcn,2,16,0.3,0,0.8748
Cora_L2_H16_eps0.3_s1,Cora,fagcn,2,16,0.3,1,0.8821
Cora_L2_H16_eps0.3_s2,Cora,fagcn,2,16,0.3,2,0.8840
Cora_L2_H16_eps0.5_s0,Cora,fagcn,2,16,0.5,0,0.8692
Cora_L2_H16_eps0.5_s1,Cora,fagcn,2,16,0.5,1,0.8858
Cora_L2_H16_eps0.5_s2,Cora,fagcn,2,16,0.5,2,0.8932
Cora_L2_H32_eps0.1_s0,Cora,fagcn,2,32,0.1,0,0.8748
Cora_L2_H32_eps0.1_s1,Cora,fagcn,2,32,0.1,1,0.8803
Cora_L2_H32_eps0.1_s2,Cora,fagcn,2,32,0.1,2,0.8950
Cora_L2_H32_eps0.3_s0,Cora,fagcn,2,32,0.3,0,0.8766
Cora_L2_H32_eps0.3_s1,Cora,fagcn,2,32,0.3,1,0.8729
Cora_L2_H32_eps0.3_s2,Cora,fagcn,2,32,0.3,2,0.8840
Cora_L2_H32_eps0.5_s0,Cora,fagcn,2,32,0.5,0,0.8748
Cora_L2_H32_eps0.5_s1,Cora,fagcn,2,32,0.5,1,0.8748
Cora_L2_H32_eps0.5_s2,Cora,fagcn,2,32,0.5,2,0.8840
Cora_L2_H64_eps0.1_s0,Cora,fagcn,2,64,0.1,0,0.8748
Cora_L2_H64_eps0.1_s1,Cora,fagcn,2,64,0.1,1,0.8821
Cora_L2_H64_eps0.1_s2,Cora,fagcn,2,64,0.1,2,0.8858
Cora_L2_H64_eps0.3_s0,Cora,fagcn,2,64,0.3,0,0.8674
Cora_L2_H64_eps0.3_s1,Cora,fagcn,2,64,0.3,1,0.8895
Cora_L2_H64_eps0.3_s2,Cora,fagcn,2,64,0.3,2,0.8913
Cora_L2_H64_eps0.5_s0,Cora,fagcn,2,64,0.5,0,0.8637
Cora_L2_H64_eps0.5_s1,Cora,fagcn,2,64,0.5,1,0.8692
Cora_L2_H64_eps0.5_s2,Cora,fagcn,2,64,0.5,2,0.8877
Cora_L3_H16_eps0.1_s0,Cora,fagcn,3,16,0.1,0,0.8766
Cora_L3_H16_eps0.1_s1,Cora,fagcn,3,16,0.1,1,0.8969
Cora_L3_H16_eps0.1_s2,Cora,fagcn,3,16,0.1,2,0.9061
Cora_L3_H16_eps0.3_s0,Cora,fagcn,3,16,0.3,0,0.8729
Cora_L3_H16_eps0.3_s1,Cora,fagcn,3,16,0.3,1,0.9006
Cora_L3_H16_eps0.3_s2,Cora,fagcn,3,16,0.3,2,0.8969
Cora_L3_H16_eps0.5_s0,Cora,fagcn,3,16,0.5,0,0.8711
Cora_L3_H16_eps0.5_s1,Cora,fagcn,3,16,0.5,1,0.8840
Cora_L3_H16_eps0.5_s2,Cora,fagcn,3,16,0.5,2,0.9061
Cora_L3_H32_eps0.1_s0,Cora,fagcn,3,32,0.1,0,0.8637
Cora_L3_H32_eps0.1_s1,Cora,fagcn,3,32,0.1,1,0.8803
Cora_L3_H32_eps0.1_s2,Cora,fagcn,3,32,0.1,2,0.8877
Cora_L3_H32_eps0.3_s0,Cora,fagcn,3,32,0.3,0,0.8656
Cora_L3_H32_eps0.3_s1,Cora,fagcn,3,32,0.3,1,0.8932
Cora_L3_H32_eps0.3_s2,Cora,fagcn,3,32,0.3,2,0.8821
Cora_L3_H32_eps0.5_s0,Cora,fagcn,3,32,0.5,0,0.8582
Cora_L3_H32_eps0.5_s1,Cora,fagcn,3,32,0.5,1,0.8748
Cora_L3_H32_eps0.5_s2,Cora,fagcn,3,32,0.5,2,0.8803
Cora_L3_H64_eps0.1_s0,Cora,fagcn,3,64,0.1,0,0.8729
Cora_L3_H64_eps0.1_s1,Cora,fagcn,3,64,0.1,1,0.8877
Cora_L3_H64_eps0.1_s2,Cora,fagcn,3,64,0.1,2,0.9079
Cora_L3_H64_eps0.3_s0,Cora,fagcn,3,64,0.3,0,0.8785
Cora_L3_H64_eps0.3_s1,Cora,fagcn,3,64,0.3,1,0.8895
Cora_L3_H64_eps0.3_s2,Cora,fagcn,3,64,0.3,2,0.8803
Cora_L3_H64_eps0.5_s0,Cora,fagcn,3,64,0.5,0,0.8785
Cora_L3_H64_eps0.5_s1,Cora,fagcn,3,64,0.5,1,0.8766
Cora_L3_H64_eps0.5_s2,Cora,fagcn,3,64,0.5,2,0.8766
Cora_L4_H16_eps0.1_s0,Cora,fagcn,4,16,0.1,0,0.8545
Cora_L4_H16_eps0.1_s1,Cora,fagcn,4,16,0.1,1,0.8692
Cora_L4_H16_eps0.1_s2,Cora,fagcn,4,16,0.1,2,0.8987
Cora_L4_H16_eps0.3_s0,Cora,fagcn,4,16,0.3,0,0.8766
Cora_L4_H16_eps0.3_s1,Cora,fagcn,4,16,0.3,1,0.8803
Cora_L4_H16_eps0.3_s2,Cora,fagcn,4,16,0.3,2,0.8932
Cora_L4_H16_eps0.5_s0,Cora,fagcn,4,16,0.5,0,0.8674
Cora_L4_H16_eps0.5_s1,Cora,fagcn,4,16,0.5,1,0.8895
Cora_L4_H16_eps0.5_s2,Cora,fagcn,4,16,0.5,2,0.8950
Cora_L4_H32_eps0.1_s0,Cora,fagcn,4,32,0.1,0,0.8748
Cora_L4_H32_eps0.1_s1,Cora,fagcn,4,32,0.1,1,0.8858
Cora_L4_H32_eps0.1_s2,Cora,fagcn,4,32,0.1,2,0.8969
Cora_L4_H32_eps0.3_s0,Cora,fagcn,4,32,0.3,0,0.8637
Cora_L4_H32_eps0.3_s1,Cora,fagcn,4,32,0.3,1,0.8877
Cora_L4_H32_eps0.3_s2,Cora,fagcn,4,32,0.3,2,0.9134
Cora_L4_H32_eps0.5_s0,Cora,fagcn,4,32,0.5,0,0.8766
Cora_L4_H32_eps0.5_s1,Cora,fagcn,4,32,0.5,1,0.8858
Cora_L4_H32_eps0.5_s2,Cora,fagcn,4,32,0.5,2,0.8969
Cora_L4_H64_eps0.1_s0,Cora,fagcn,4,64,0.1,0,0.8748
Cora_L4_H64_eps0.1_s1,Cora,fagcn,4,64,0.1,1,0.8932
Cora_L4_H64_eps0.1_s2,Cora,fagcn,4,64,0.1,2,0.8950
Cora_L4_H64_eps0.3_s0,Cora,fagcn,4,64,0.3,0,0.8692
Cora_L4_H64_eps0.3_s1,Cora,fagcn,4,64,0.3,1,0.8748
Cora_L4_H64_eps0.3_s2,Cora,fagcn,4,64,0.3,2,0.8895
Cora_L4_H64_eps0.5_s0,Cora,fagcn,4,64,0.5,0,0.8545
Cora_L4_H64_eps0.5_s1,Cora,fagcn,4,64,0.5,1,0.8692
Cora_L4_H64_eps0.5_s2,Cora,fagcn,4,64,0.5,2,0.9006
Photo_L2_H16_eps0.1_s0,Photo,fagcn,2,16,0.1,0,0.9163
Photo_L2_H16_eps0.1_s1,Photo,fagcn,2,16,0.1,1,0.8542
Photo_L2_H16_eps0.1_s2,Photo,fagcn,2,16,0.1,2,0.2497
Photo_L2_H16_eps0.3_s0,Photo,fagcn,2,16,0.3,0,0.9451
Photo_L2_H16_eps0.3_s1,Photo,fagcn,2,16,0.3,1,0.9425
Photo_L2_H16_eps0.3_s2,Photo,fagcn,2,16,0.3,2,0.9078
Photo_L2_H16_eps0.5_s0,Photo,fagcn,2,16,0.5,0,0.9412
Photo_L2_H16_eps0.5_s1,Photo,fagcn,2,16,0.5,1,0.9418
Photo_L2_H16_eps0.5_s2,Photo,fagcn,2,16,0.5,2,0.8941
Photo_L2_H32_eps0.1_s0,Photo,fagcn,2,32,0.1,0,0.8758
Photo_L2_H32_eps0.1_s1,Photo,fagcn,2,32,0.1,1,0.9412
Photo_L2_H32_eps0.1_s2,Photo,fagcn,2,32,0.1,2,0.8941
Photo_L2_H32_eps0.3_s0,Photo,fagcn,2,32,0.3,0,0.9366
Photo_L2_H32_eps0.3_s1,Photo,fagcn,2,32,0.3,1,0.9458
Photo_L2_H32_eps0.3_s2,Photo,fagcn,2,32,0.3,2,0.8797
Photo_L2_H32_eps0.5_s0,Photo,fagcn,2,32,0.5,0,0.9418
Photo_L2_H32_eps0.5_s1,Photo,fagcn,2,32,0.5,1,0.9529
Photo_L2_H32_eps0.5_s2,Photo,fagcn,2,32,0.5,2,0.7516
Photo_L2_H64_eps0.1_s0,Photo,fagcn,2,64,0.1,0,0.9131
Photo_L2_H64_eps0.1_s1,Photo,fagcn,2,64,0.1,1,0.9137
Photo_L2_H64_eps0.1_s2,Photo,fagcn,2,64,0.1,2,0.9392
Photo_L2_H64_eps0.3_s0,Photo,fagcn,2,64,0.3,0,0.5935
Photo_L2_H64_eps0.3_s1,Photo,fagcn,2,64,0.3,1,0.9516
Photo_L2_H64_eps0.3_s2,Photo,fagcn,2,64,0.3,2,0.9510
Photo_L2_H64_eps0.5_s0,Photo,fagcn,2,64,0.5,0,0.9405
Photo_L2_H64_eps0.5_s1,Photo,fagcn,2,64,0.5,1,0.9444
Photo_L2_H64_eps0.5_s2,Photo,fagcn,2,64,0.5,2,0.9497
Photo_L3_H16_eps0.1_s0,Photo,fagcn,3,16,0.1,0,0.9039
Photo_L3_H16_eps0.1_s1,Photo,fagcn,3,16,0.1,1,0.8863
Photo_L3_H16_eps0.1_s2,Photo,fagcn,3,16,0.1,2,0.9144
Photo_L3_H16_eps0.3_s0,Photo,fagcn,3,16,0.3,0,0.6752
Photo_L3_H16_eps0.3_s1,Photo,fagcn,3,16,0.3,1,0.2510
Photo_L3_H16_eps0.3_s2,Photo,fagcn,3,16,0.3,2,0.9248
Photo_L3_H16_eps0.5_s0,Photo,fagcn,3,16,0.5,0,0.2614
Photo_L3_H16_eps0.5_s1,Photo,fagcn,3,16,0.5,1,0.2516
Photo_L3_H16_eps0.5_s2,Photo,fagcn,3,16,0.5,2,0.9477
Photo_L3_H32_eps0.1_s0,Photo,fagcn,3,32,0.1,0,0.9366
Photo_L3_H32_eps0.1_s1,Photo,fagcn,3,32,0.1,1,0.9288
Photo_L3_H32_eps0.1_s2,Photo,fagcn,3,32,0.1,2,0.9359
Photo_L3_H32_eps0.3_s0,Photo,fagcn,3,32,0.3,0,0.9497
Photo_L3_H32_eps0.3_s1,Photo,fagcn,3,32,0.3,1,0.9471
Photo_L3_H32_eps0.3_s2,Photo,fagcn,3,32,0.3,2,0.9275
Photo_L3_H32_eps0.5_s0,Photo,fagcn,3,32,0.5,0,0.9549
Photo_L3_H32_eps0.5_s1,Photo,fagcn,3,32,0.5,1,0.9366
Photo_L3_H32_eps0.5_s2,Photo,fagcn,3,32,0.5,2,0.9425
Photo_L3_H64_eps0.1_s0,Photo,fagcn,3,64,0.1,0,0.2882
Photo_L3_H64_eps0.1_s1,Photo,fagcn,3,64,0.1,1,0.9327
Photo_L3_H64_eps0.1_s2,Photo,fagcn,3,64,0.1,2,0.9314
Photo_L3_H64_eps0.3_s0,Photo,fagcn,3,64,0.3,0,0.9431
Photo_L3_H64_eps0.3_s1,Photo,fagcn,3,64,0.3,1,0.9490
Photo_L3_H64_eps0.3_s2,Photo,fagcn,3,64,0.3,2,0.9444
