dataset,num_nodes,num_edges,num_features,num_classes,K,a,b,seed,best_val_acc,best_test_acc,epochs_ran,lr,weight_decay,dropout,dprate,patience,max_epochs,parallel_mode
Physics,34493,495924,8415,5,4,-0.99,-0.99,0,0.9637576341629028,0.967536211013794,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.99,1,0.9666569828987122,0.9669564962387085,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.99,2,0.9694114327430725,0.9649275541305542,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.99,3,0.9683966636657715,0.9655072689056396,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.99,4,0.9656422138214111,0.9655072689056396,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.99,5,0.9653522968292236,0.9652174115180969,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.99,6,0.9689764976501465,0.9688405990600586,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.99,7,0.9663670659065247,0.967391312122345,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.99,8,0.9653522968292236,0.9685507416725159,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.99,9,0.9681066870689392,0.9676811695098877,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,0,0.9649173617362976,0.9718840718269348,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,1,0.9663670659065247,0.9656521677970886,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,2,0.968251645565033,0.9649275541305542,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,3,0.9657871723175049,0.9628985524177551,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,4,0.9656422138214111,0.9655072689056396,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,5,0.9669469594955444,0.9676811695098877,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,6,0.9685416221618652,0.9691304564476013,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,7,0.9660771489143372,0.9668115973472595,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,8,0.9654972553253174,0.9672463536262512,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.89,9,0.9683966636657715,0.9678260684013367,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,0,0.9650623202323914,0.9714492559432983,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,1,0.9649173617362976,0.9646376967430115,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,2,0.96970134973526,0.9657971262931824,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,3,0.9660771489143372,0.9643478393554688,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,4,0.9649173617362976,0.9652174115180969,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,5,0.967671811580658,0.9705796837806702,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,6,0.967671811580658,0.9672463536262512,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,7,0.9662221074104309,0.967536211013794,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,8,0.9649173617362976,0.9682608842849731,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.79,9,0.9659321308135986,0.9644927382469177,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.6900000000000001,0,0.9652072787284851,0.972753643989563,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.6900000000000001,1,0.9657871723175049,0.9656521677970886,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.6900000000000001,2,0.9698463082313538,0.9656521677970886,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.6900000000000001,3,0.9666569828987122,0.9646376967430115,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.6900000000000001,4,0.9649173617362976,0.9656521677970886,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Physics,34493,495924,8415,5,4,-0.99,-0.6900000000000001,5,0.9675267934799194,0.9684057831764221,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
