epoch,val_acc
0,0.3013
1,0.3124
2,0.3198
3,0.3235
4,0.3216
5,0.3272
6,0.3346
7,0.3900
8,0.4991
9,0.5915
10,0.6876
11,0.7338
12,0.7560
13,0.8096
14,0.8336
15,0.8484
16,0.8577
17,0.8632
18,0.8669
19,0.8688
20,0.8651
21,0.8669
22,0.8651
23,0.8688
24,0.8725
25,0.8762
26,0.8706
27,0.8688
28,0.8688
29,0.8688
30,0.8688
31,0.8706
32,0.8706
33,0.8706
34,0.8725
35,0.8725
36,0.8743
37,0.8743
38,0.8725
39,0.8743
40,0.8706
41,0.8706
42,0.8706
43,0.8651
44,0.8669
45,0.8706
46,0.8706
47,0.8706
48,0.8669
49,0.8688
50,0.8725
51,0.8706
52,0.8706
53,0.8706
54,0.8706
55,0.8669
56,0.8651
57,0.8651
58,0.8632
59,0.8595
60,0.8614
61,0.8651
62,0.8669
63,0.8688
64,0.8688
65,0.8632
66,0.8595
67,0.8632
68,0.8614
69,0.8651
70,0.8632
71,0.8632
72,0.8614
73,0.8595
74,0.8651
75,0.8632
