id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,0,0.8884,0.8900,171,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,1,0.8914,0.8946,307,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,2,0.8894,0.8910,222,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,3,0.8889,0.8915,222,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,4,0.8884,0.8895,212,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,5,0.8914,0.8936,260,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,6,0.8904,0.8925,183,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,7,0.8909,0.8910,245,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,8,0.8904,0.8890,265,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,PubMed,GPRGNN,4,64,0.01,0.0005,500,50,9,0.8894,0.8895,208,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,0,0.8909,0.8925,193,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,1,0.8929,0.8971,218,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,2,0.8909,0.8956,225,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,3,0.8940,0.8941,191,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,4,0.8924,0.8961,218,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,5,0.8904,0.8976,261,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,6,0.8889,0.8931,187,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,7,0.8899,0.8920,169,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,8,0.8909,0.8941,252,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,PubMed,GPRGNN,4,64,0.01,0.0001,500,50,9,0.8909,0.8966,204,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,PubMed,GPRGNN,4,64,0.01,0.0,500,50,0,0.8914,0.8941,275,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,PubMed,GPRGNN,4,64,0.01,0.0,500,50,1,0.8909,0.8931,244,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s2,PubMed,GPRGNN,4,64,0.01,0.0,500,50,2,0.8970,0.9002,404,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s3,PubMed,GPRGNN,4,64,0.01,0.0,500,50,3,0.8950,0.9007,406,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s4,PubMed,GPRGNN,4,64,0.01,0.0,500,50,4,0.8935,0.8956,352,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s5,PubMed,GPRGNN,4,64,0.01,0.0,500,50,5,0.8950,0.8976,377,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s6,PubMed,GPRGNN,4,64,0.01,0.0,500,50,6,0.8904,0.8946,274,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s7,PubMed,GPRGNN,4,64,0.01,0.0,500,50,7,0.8894,0.8885,220,lr_wd_seed_batched
PubMed_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s8,PubMed,GPRGNN,4,64,0.01,0.0,500,50,8,0.8924,0.8961,272,lr_wd_seed_batched
