id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,0,0.4514,0.4529,432,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,1,0.4510,0.4460,327,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,2,0.4506,0.4460,310,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,3,0.4547,0.4513,356,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,4,0.4320,0.4193,165,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,5,0.4510,0.4372,341,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,6,0.4528,0.4366,259,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,7,0.4524,0.4395,373,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,8,0.4618,0.4472,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,AmazonRatings,GPRGNN,4,64,0.01,0.0005,500,50,9,0.4483,0.4456,321,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,0,0.4551,0.4513,292,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,1,0.4649,0.4621,317,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,2,0.4573,0.4611,281,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,3,0.4575,0.4523,223,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,4,0.4561,0.4491,320,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,5,0.4647,0.4499,281,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,6,0.4624,0.4513,303,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,7,0.4602,0.4399,318,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,8,0.4651,0.4640,319,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,AmazonRatings,GPRGNN,4,64,0.01,0.0001,500,50,9,0.4528,0.4550,376,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,0,0.4492,0.4429,190,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,1,0.4728,0.4587,433,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s2,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,2,0.4677,0.4658,318,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s3,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,3,0.4722,0.4619,387,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s4,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,4,0.4614,0.4538,378,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s5,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,5,0.4757,0.4636,402,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s6,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,6,0.4755,0.4658,424,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s7,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,7,0.4663,0.4509,426,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s8,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,8,0.4749,0.4691,342,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s9,AmazonRatings,GPRGNN,4,64,0.01,0.0,500,50,9,0.4547,0.4558,355,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s0,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,0,0.4467,0.4466,473,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s1,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,1,0.4449,0.4450,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s2,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,2,0.4616,0.4593,493,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s3,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,3,0.4586,0.4538,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s4,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,4,0.4512,0.4493,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s5,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,5,0.4287,0.4193,158,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s6,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,6,0.4477,0.4352,339,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s7,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,7,0.4296,0.4350,230,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s8,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,8,0.4547,0.4521,410,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s9,AmazonRatings,GPRGNN,4,64,0.005,0.0005,500,50,9,0.4224,0.4182,155,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s0,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,0,0.4618,0.4578,438,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s1,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,1,0.4622,0.4601,415,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s2,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,2,0.4696,0.4627,469,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s3,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,3,0.4645,0.4550,446,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s4,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,4,0.4563,0.4470,368,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s5,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,5,0.4718,0.4646,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s6,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,6,0.4594,0.4525,334,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s7,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,7,0.4667,0.4532,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s8,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,8,0.4336,0.4323,136,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s9,AmazonRatings,GPRGNN,4,64,0.005,0.0001,500,50,9,0.4471,0.4534,340,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s0,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,0,0.4618,0.4548,431,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s1,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,1,0.4610,0.4554,412,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s2,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,2,0.4686,0.4730,496,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s3,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,3,0.4616,0.4532,295,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s4,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,4,0.4620,0.4468,337,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s5,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,5,0.4694,0.4562,413,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s6,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,6,0.4759,0.4658,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s7,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,7,0.4655,0.4587,426,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s8,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,8,0.4684,0.4625,417,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s9,AmazonRatings,GPRGNN,4,64,0.005,0.0,500,50,9,0.4449,0.4507,388,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s0,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,0,0.4210,0.4197,342,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s1,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,1,0.4198,0.4095,438,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s2,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,2,0.4324,0.4301,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s3,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,3,0.4290,0.4242,407,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s4,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,4,0.3697,0.3682,59,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s5,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,5,0.4253,0.4164,463,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s6,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,6,0.4216,0.4119,450,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s7,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,7,0.4226,0.4254,380,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s8,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,8,0.4287,0.4299,311,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0005_e500_p50_s9,AmazonRatings,GPRGNN,4,64,0.001,0.0005,500,50,9,0.4255,0.4191,463,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0001_e500_p50_s0,AmazonRatings,GPRGNN,4,64,0.001,0.0001,500,50,0,0.4336,0.4336,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0001_e500_p50_s1,AmazonRatings,GPRGNN,4,64,0.001,0.0001,500,50,1,0.4285,0.4213,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0001_e500_p50_s2,AmazonRatings,GPRGNN,4,64,0.001,0.0001,500,50,2,0.4296,0.4283,334,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0001_e500_p50_s3,AmazonRatings,GPRGNN,4,64,0.001,0.0001,500,50,3,0.4353,0.4340,466,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0001_e500_p50_s4,AmazonRatings,GPRGNN,4,64,0.001,0.0001,500,50,4,0.3873,0.3809,81,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0001_e500_p50_s5,AmazonRatings,GPRGNN,4,64,0.001,0.0001,500,50,5,0.4328,0.4250,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0001_e500_p50_s6,AmazonRatings,GPRGNN,4,64,0.001,0.0001,500,50,6,0.4218,0.4095,308,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0001_e500_p50_s7,AmazonRatings,GPRGNN,4,64,0.001,0.0001,500,50,7,0.4302,0.4362,500,lr_wd_seed_batched
AmazonRatings_GPRGNN_K4_H64_lr0.001_wd0.0001_e500_p50_s8,AmazonRatings,GPRGNN,4,64,0.001,0.0001,500,50,8,0.4324,0.4297,340,lr_wd_seed_batched
