id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Computers,GPRGNN,4,64,0.01,0.0005,500,50,0,0.9095,0.9117,386,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Computers,GPRGNN,4,64,0.01,0.0005,500,50,1,0.9200,0.9157,458,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Computers,GPRGNN,4,64,0.01,0.0005,500,50,2,0.9189,0.9113,362,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Computers,GPRGNN,4,64,0.01,0.0005,500,50,3,0.9109,0.9059,323,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Computers,GPRGNN,4,64,0.01,0.0005,500,50,4,0.9236,0.9102,397,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Computers,GPRGNN,4,64,0.01,0.0005,500,50,5,0.9156,0.9153,500,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Computers,GPRGNN,4,64,0.01,0.0005,500,50,6,0.9102,0.9171,329,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Computers,GPRGNN,4,64,0.01,0.0005,500,50,7,0.9262,0.9135,500,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Computers,GPRGNN,4,64,0.01,0.0005,500,50,8,0.9200,0.9153,416,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Computers,GPRGNN,4,64,0.01,0.0005,500,50,9,0.9193,0.8979,454,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,Computers,GPRGNN,4,64,0.01,0.0001,500,50,0,0.9156,0.9066,500,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,Computers,GPRGNN,4,64,0.01,0.0001,500,50,1,0.9095,0.9095,417,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,Computers,GPRGNN,4,64,0.01,0.0001,500,50,2,0.9149,0.9142,411,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,Computers,GPRGNN,4,64,0.01,0.0001,500,50,3,0.9124,0.9066,395,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,Computers,GPRGNN,4,64,0.01,0.0001,500,50,4,0.9200,0.9091,414,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,Computers,GPRGNN,4,64,0.01,0.0001,500,50,5,0.9044,0.9062,285,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,Computers,GPRGNN,4,64,0.01,0.0001,500,50,6,0.9095,0.9142,430,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,Computers,GPRGNN,4,64,0.01,0.0001,500,50,7,0.9182,0.9015,440,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,Computers,GPRGNN,4,64,0.01,0.0001,500,50,8,0.9225,0.9182,500,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,Computers,GPRGNN,4,64,0.01,0.0001,500,50,9,0.9215,0.9029,411,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,Computers,GPRGNN,4,64,0.01,0.0,500,50,0,0.9113,0.9106,368,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,Computers,GPRGNN,4,64,0.01,0.0,500,50,1,0.9145,0.9069,340,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s2,Computers,GPRGNN,4,64,0.01,0.0,500,50,2,0.9182,0.9117,458,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s3,Computers,GPRGNN,4,64,0.01,0.0,500,50,3,0.9171,0.9131,465,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s4,Computers,GPRGNN,4,64,0.01,0.0,500,50,4,0.9236,0.9044,339,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s5,Computers,GPRGNN,4,64,0.01,0.0,500,50,5,0.9178,0.9164,479,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s6,Computers,GPRGNN,4,64,0.01,0.0,500,50,6,0.9036,0.9106,373,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s7,Computers,GPRGNN,4,64,0.01,0.0,500,50,7,0.9269,0.9044,410,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s8,Computers,GPRGNN,4,64,0.01,0.0,500,50,8,0.9178,0.9128,298,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s9,Computers,GPRGNN,4,64,0.01,0.0,500,50,9,0.9131,0.8957,450,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s0,Computers,GPRGNN,4,64,0.005,0.0005,500,50,0,0.9182,0.9124,377,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s1,Computers,GPRGNN,4,64,0.005,0.0005,500,50,1,0.9229,0.9164,427,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s2,Computers,GPRGNN,4,64,0.005,0.0005,500,50,2,0.9251,0.9208,450,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s3,Computers,GPRGNN,4,64,0.005,0.0005,500,50,3,0.9211,0.9146,433,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s4,Computers,GPRGNN,4,64,0.005,0.0005,500,50,4,0.9298,0.9157,423,lr_wd_seed_batched
Computers_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s5,Computers,GPRGNN,4,64,0.005,0.0005,500,50,5,0.9175,0.9197,376,lr_wd_seed_batched
