dataset,num_nodes,num_edges,num_features,num_classes,a,b,K,mean_val_acc,std_val_acc,mean_test_acc,std_test_acc,n_seeds,lr,weight_decay,dropout,dprate,patience,max_epochs,parallel_mode
Minesweeper,10000,78804,7,2,-0.99,-0.99,4,0.8007600128650665,0.0021499774305366905,0.7994400143623352,0.0019693633662975487,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,-0.89,4,0.8015200078487397,0.002664130690709801,0.8022800087928772,0.005059795616009563,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,-0.79,4,0.8004800081253052,0.0008726882469694715,0.8005200088024139,0.0013272529947243256,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,-0.6900000000000001,4,0.800000011920929,0.0,0.7999600112438202,0.00012000203132629396,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,-0.5900000000000001,4,0.8000400125980377,0.00012000203132629396,0.7999600112438202,0.00012000203132629396,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,-0.4900000000000001,4,0.8007600128650665,0.0022800028324127196,0.8008800089359284,0.0026399910449981683,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,-0.3900000000000001,4,0.8013200104236603,0.0022202683211043303,0.8010800063610077,0.0019019920352938936,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,-0.29000000000000015,4,0.8002400100231171,0.0005122427855266559,0.800000011920929,0.00035777693264487,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,-0.19000000000000017,4,0.8005600154399872,0.0010613208257499987,0.7999600052833558,0.0008284977107313601,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,-0.09000000000000019,4,0.800000011920929,0.0,0.8000400125980377,0.00012000203132629396,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,0.009999999999999787,4,0.8004800140857696,0.0013121019607877234,0.7999600112438202,0.00021541023862767014,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,0.10999999999999965,4,0.8023600161075592,0.0037585133229996012,0.8018000066280365,0.00672011643394809,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,0.20999999999999974,4,0.8060400068759919,0.00844075364138794,0.8052800118923187,0.006939269156567816,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,0.30999999999999983,4,0.806440007686615,0.009865410448260281,0.8052800118923187,0.008888283595399327,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,0.4099999999999997,4,0.8048400104045867,0.00804675832539993,0.8042400062084198,0.007558190875305468,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
Minesweeper,10000,78804,7,2,-0.99,0.5099999999999996,4,0.803360003232956,0.007619333661115034,0.8034400105476379,0.007332557125508263,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
