id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,0,0.5833,0.5526,84,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,1,0.4167,0.5789,121,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,2,0.6111,0.6316,79,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,3,0.4167,0.5263,65,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,4,0.6111,0.5263,101,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,5,0.6389,0.5789,123,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,6,0.5000,0.4737,63,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,7,0.5000,0.5526,110,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,8,0.6111,0.5263,153,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Cornell,GPRGNN,4,64,0.01,0.0005,500,50,9,0.4444,0.5000,82,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,0,0.5556,0.4737,90,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,1,0.4444,0.4211,102,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,2,0.6111,0.5789,97,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,3,0.4167,0.5526,70,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,4,0.6111,0.4211,141,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,5,0.5278,0.6053,135,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,6,0.5556,0.3947,124,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,7,0.4722,0.5263,120,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,8,0.5833,0.5526,100,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,Cornell,GPRGNN,4,64,0.01,0.0001,500,50,9,0.4722,0.4737,60,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,Cornell,GPRGNN,4,64,0.01,0.0,500,50,0,0.5833,0.5000,69,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,Cornell,GPRGNN,4,64,0.01,0.0,500,50,1,0.4722,0.6053,138,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s2,Cornell,GPRGNN,4,64,0.01,0.0,500,50,2,0.5556,0.5000,93,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s3,Cornell,GPRGNN,4,64,0.01,0.0,500,50,3,0.5000,0.6579,98,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s4,Cornell,GPRGNN,4,64,0.01,0.0,500,50,4,0.5833,0.4211,59,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s5,Cornell,GPRGNN,4,64,0.01,0.0,500,50,5,0.6389,0.6053,132,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s6,Cornell,GPRGNN,4,64,0.01,0.0,500,50,6,0.5833,0.5263,130,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s7,Cornell,GPRGNN,4,64,0.01,0.0,500,50,7,0.5278,0.5789,91,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s8,Cornell,GPRGNN,4,64,0.01,0.0,500,50,8,0.5833,0.4737,94,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s9,Cornell,GPRGNN,4,64,0.01,0.0,500,50,9,0.4444,0.5000,73,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s0,Cornell,GPRGNN,4,64,0.005,0.0005,500,50,0,0.5000,0.3947,69,lr_wd_seed_batched
Cornell_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s1,Cornell,GPRGNN,4,64,0.005,0.0005,500,50,1,0.4722,0.5526,179,lr_wd_seed_batched
