dataset,num_nodes,num_edges,num_features,num_classes,K,a,b,seed,best_val_acc,best_test_acc,epochs_ran,lr,weight_decay,dropout,dprate,patience,max_epochs,parallel_mode
CS,18333,163788,6805,15,10,-0.99,-0.99,0,0.9555373787879944,0.9566521048545837,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.99,1,0.960174560546875,0.9544711112976074,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.99,2,0.957446813583374,0.9585605263710022,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.99,3,0.9522640705108643,0.957197368144989,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.99,4,0.9609929323196411,0.9531079530715942,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.99,5,0.9558101296424866,0.9569247364997864,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.99,6,0.9577195644378662,0.9577426314353943,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.99,7,0.9549918174743652,0.9561068415641785,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.99,8,0.9571740031242371,0.952562689781189,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.99,9,0.9544462561607361,0.9550163745880127,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,0,0.957446813583374,0.9552890062332153,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,1,0.9585379362106323,0.9531079530715942,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,2,0.9544462561607361,0.9582878947257996,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,3,0.9495362639427185,0.9563794732093811,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,4,0.9626295566558838,0.9536532163619995,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,5,0.9577195644378662,0.9566521048545837,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,6,0.9590834975242615,0.9563794732093811,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,7,0.9549918174743652,0.9580152630805969,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,8,0.9555373787879944,0.9509269595146179,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.89,9,0.9560829401016235,0.9547437429428101,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,0,0.9577195644378662,0.9558342695236206,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,1,0.9577195644378662,0.9522900581359863,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,2,0.9566285014152527,0.9591057896614075,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,3,0.9503546357154846,0.9566521048545837,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,4,0.960447371006012,0.9539258480072021,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,5,0.9577195644378662,0.9588331580162048,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,6,0.9596289992332458,0.957197368144989,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,7,0.9555373787879944,0.9588331580162048,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,8,0.9569012522697449,0.9550163745880127,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.79,9,0.9569012522697449,0.9577426314353943,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.6900000000000001,0,0.9569012522697449,0.9569247364997864,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.6900000000000001,1,0.9577195644378662,0.9514721632003784,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.6900000000000001,2,0.9549918174743652,0.960196316242218,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.6900000000000001,3,0.951172947883606,0.9563794732093811,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
CS,18333,163788,6805,15,10,-0.99,-0.6900000000000001,4,0.9612656831741333,0.9539258480072021,406,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
