id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,0,0.4607,0.2472,59,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,1,0.4607,0.2135,60,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,2,0.4831,0.2472,61,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,3,0.4607,0.3034,54,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,4,0.4607,0.2135,51,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,5,0.4607,0.2921,59,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,6,0.4944,0.2921,57,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,7,0.4719,0.2809,59,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,8,0.4494,0.2921,57,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Chameleon,GPRGNN,4,64,0.01,0.0005,500,50,9,0.5169,0.3034,52,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,0,0.4719,0.2584,61,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,1,0.4719,0.2247,58,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,2,0.4831,0.3146,57,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,3,0.4607,0.3034,63,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,4,0.4607,0.2697,61,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,5,0.4719,0.3146,61,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,6,0.4831,0.2697,60,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,7,0.4607,0.2472,61,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,8,0.4831,0.2584,52,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,Chameleon,GPRGNN,4,64,0.01,0.0001,500,50,9,0.4607,0.2584,56,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,0,0.4607,0.2697,61,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,1,0.4831,0.2472,60,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s2,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,2,0.4719,0.2809,55,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s3,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,3,0.4944,0.2360,66,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s4,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,4,0.4944,0.2921,53,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s5,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,5,0.4831,0.2584,53,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s6,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,6,0.4831,0.3034,57,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s7,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,7,0.4607,0.2360,63,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s8,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,8,0.4719,0.2809,55,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s9,Chameleon,GPRGNN,4,64,0.01,0.0,500,50,9,0.4719,0.2809,65,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s0,Chameleon,GPRGNN,4,64,0.005,0.0005,500,50,0,0.5169,0.2921,65,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s1,Chameleon,GPRGNN,4,64,0.005,0.0005,500,50,1,0.4831,0.2809,71,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s2,Chameleon,GPRGNN,4,64,0.005,0.0005,500,50,2,0.4607,0.2809,61,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s3,Chameleon,GPRGNN,4,64,0.005,0.0005,500,50,3,0.5169,0.2697,59,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s4,Chameleon,GPRGNN,4,64,0.005,0.0005,500,50,4,0.4831,0.2584,66,lr_wd_seed_batched
Chameleon_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s5,Chameleon,GPRGNN,4,64,0.005,0.0005,500,50,5,0.4944,0.2360,59,lr_wd_seed_batched
