protocol,task,folds,mean_val_score,std_val_score,mean_baseline_val_score,selected_feature_family_mode,selected_n_bins_mode,accuracy_all_predictions,baseline_accuracy_all_predictions
nested_2_test_2_val,architecture,18360,0.4107843137254902,0.3486563616088544,0.5555555555555556,label_slp,1,0.4107843137254902,0.5555555555555556
nested_2_test_2_val,paper_K,18360,0.648338779956427,0.3470031465319683,0.4777777777777778,label_slp,2,0.648338779956427,0.4777777777777778
