dataset,n_bins,metric_family,feature_index,component,bin_index,bin_left,bin_right,metric_value,num_nodes,num_edges,num_features,num_classes,homophily,label_scope,label_split_mode,label_train_r,label_seeds,label_seed_count,spectral_method,requested_device,compute_device,device_fallback_reason,chebyshev_order,chebyshev_jackson,lanczos_steps,lanczos_feature_probes,lanczos_seed
Chameleon,10,label_slp,2,label_slp_mass,2,0.4,0.6000000000000001,0.04760909060274468,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,label_slp,3,label_slp_mass,3,0.6000000000000001,0.8,0.08872379622030027,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,label_slp,4,label_slp_mass,4,0.8,1.0,0.1313952607513753,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,label_slp,5,label_slp_mass,5,1.0,1.2000000000000002,0.33327401460191186,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,label_slp,6,label_slp_mass,6,1.2000000000000002,1.4000000000000001,0.12841891316466136,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,label_slp,7,label_slp_mass,7,1.4000000000000001,1.6,0.06280277863981351,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,label_slp,8,label_slp_mass,8,1.6,1.8,0.05159446679000053,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,label_slp,9,label_slp_mass,9,1.8,2.0,0.0012038325700368785,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,0,feature_spectral_density,0,0.0,0.2,0.1819736225699144,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,1,feature_spectral_density,1,0.2,0.4,0.1972144533233955,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,2,feature_spectral_density,2,0.4,0.6000000000000001,0.21307786084212407,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,3,feature_spectral_density,3,0.6000000000000001,0.8,0.4361581097931141,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,4,feature_spectral_density,4,0.8,1.0,0.8739050452435743,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,5,feature_spectral_density,5,1.0,1.2000000000000002,1.9670830762571916,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,6,feature_spectral_density,6,1.2000000000000002,1.4000000000000001,0.6187903534405481,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,7,feature_spectral_density,7,1.4000000000000001,1.6,0.27976537244853283,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,8,feature_spectral_density,8,1.6,1.8,0.16829238060193527,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,feature_density,9,feature_spectral_density,9,1.8,2.0,0.0054882706500475895,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Chameleon,10,homophily,0,homophily,-1,nan,nan,0.22545931935310365,890,17708,2325,5,0.22545931935310365,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,1,label_slp,0,label_slp_mass,0,0.0,2.0,1.00000012863111,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,1,feature_density,0,feature_spectral_density,0,0.0,2.0,0.5089542717396505,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,1,homophily,0,homophily,-1,nan,nan,0.6932474553585053,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,2,label_slp,0,label_slp_mass,0,0.0,1.0,0.6910938752587922,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,2,label_slp,1,label_slp_mass,1,1.0,2.0,0.30890625371810776,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,2,feature_density,0,feature_spectral_density,0,0.0,1.0,0.5314473187307507,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,2,feature_density,1,feature_spectral_density,1,1.0,2.0,0.4864612247485502,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,2,homophily,0,homophily,-1,nan,nan,0.6932474553585053,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,3,label_slp,0,label_slp_mass,0,0.0,0.6666666666666666,0.6448384763375732,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,3,label_slp,1,label_slp_mass,1,0.6666666666666666,1.3333333333333333,0.16743214497477116,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,3,label_slp,2,label_slp_mass,2,1.3333333333333333,2.0,0.18772950103958572,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,3,feature_density,0,feature_spectral_density,0,0.0,0.6666666666666666,0.6776058688217785,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,3,feature_density,1,feature_spectral_density,1,0.6666666666666666,1.3333333333333333,0.40468611080807365,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,3,feature_density,2,feature_spectral_density,2,1.3333333333333333,2.0,0.4445708246505799,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,3,homophily,0,homophily,-1,nan,nan,0.6932474553585053,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,4,label_slp,0,label_slp_mass,0,0.0,0.5,0.6196775557405079,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,4,label_slp,1,label_slp_mass,1,0.5,1.0,0.07141632889099384,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,4,label_slp,2,label_slp_mass,2,1.0,1.5,0.15785497589738312,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,4,label_slp,3,label_slp_mass,3,1.5,2.0,0.15105127660148057,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,4,feature_density,0,feature_spectral_density,0,0.0,0.5,0.812237859605031,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,4,feature_density,1,feature_spectral_density,1,0.5,1.0,0.25065679122577145,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,4,feature_density,2,feature_spectral_density,2,1.0,1.5,0.5019886616658674,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,4,feature_density,3,feature_spectral_density,3,1.5,2.0,0.47093377810810483,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,4,homophily,0,homophily,-1,nan,nan,0.6932474553585053,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,label_slp,0,label_slp_mass,0,0.0,0.4,0.6016228683782459,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,label_slp,1,label_slp_mass,1,0.4,0.8,0.06572304960566222,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,label_slp,2,label_slp_mass,2,0.8,1.2000000000000002,0.1231811514049785,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,label_slp,3,label_slp_mass,3,1.2000000000000002,1.6,0.08002589872215178,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,label_slp,4,label_slp_mass,4,1.6,2.0,0.12944717224256325,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,feature_density,0,feature_spectral_density,0,0.0,0.4,0.938954282192013,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,feature_density,1,feature_spectral_density,1,0.4,0.8,0.283981200854449,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,feature_density,2,feature_spectral_density,2,0.8,1.2000000000000002,0.4857964757501294,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,feature_density,3,feature_spectral_density,3,1.2000000000000002,1.6,0.3370833964728965,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,feature_density,4,feature_spectral_density,4,1.6,2.0,0.49895603077506173,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,5,homophily,0,homophily,-1,nan,nan,0.6932474553585053,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,label_slp,0,label_slp_mass,0,0.0,0.3333333333333333,0.5889887779979743,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,label_slp,1,label_slp_mass,1,0.3333333333333333,0.6666666666666666,0.055849712852759525,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,label_slp,2,label_slp_mass,2,0.6666666666666666,1.0,0.046255393820655064,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,label_slp,3,label_slp_mass,3,1.0,1.3333333333333333,0.121176753464498,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,label_slp,4,label_slp_mass,4,1.3333333333333333,1.6666666666666665,0.06957707919600992,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,label_slp,5,label_slp_mass,5,1.6666666666666665,2.0,0.11815242105968252,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,feature_density,0,feature_spectral_density,0,0.0,0.3333333333333333,1.0574225509093265,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,feature_density,1,feature_spectral_density,1,0.3333333333333333,0.6666666666666666,0.29778919767274986,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,feature_density,2,feature_spectral_density,2,0.6666666666666666,1.0,0.23913020761017567,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,feature_density,3,feature_spectral_density,3,1.0,1.3333333333333333,0.5702420212983178,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,feature_density,4,feature_spectral_density,4,1.3333333333333333,1.6666666666666665,0.3470381079045532,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,feature_density,5,feature_spectral_density,5,1.6666666666666665,2.0,0.5421035596274717,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,6,homophily,0,homophily,-1,nan,nan,0.6932474553585053,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,label_slp,0,label_slp_mass,0,0.0,0.2857142857142857,0.5783163789850512,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,label_slp,1,label_slp_mass,1,0.2857142857142857,0.5714285714285714,0.05401583106741355,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,label_slp,2,label_slp_mass,2,0.5714285714285714,0.8571428571428571,0.04121769214862746,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,label_slp,3,label_slp_mass,3,0.8571428571428571,1.1428571428571428,0.11112010439465118,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,label_slp,4,label_slp_mass,4,1.1428571428571428,1.4285714285714284,0.043775082811259775,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,label_slp,5,label_slp_mass,5,1.4285714285714284,1.7142857142857142,0.07015777264670095,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,label_slp,6,label_slp_mass,6,1.7142857142857142,2.0,0.10139727206472618,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,feature_density,0,feature_spectral_density,0,0.0,0.2857142857142857,1.18423684103444,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,feature_density,1,feature_spectral_density,1,0.2857142857142857,0.5714285714285714,0.32004703125674544,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,feature_density,2,feature_spectral_density,2,0.5714285714285714,0.8571428571428571,0.24501019290710446,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,feature_density,3,feature_spectral_density,3,0.8571428571428571,1.1428571428571428,0.6074482035597151,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,feature_density,4,feature_spectral_density,4,1.1428571428571428,1.4285714285714284,0.2671488008867202,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,feature_density,5,feature_spectral_density,5,1.4285714285714284,1.7142857142857142,0.39865972999262195,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,feature_density,6,feature_spectral_density,6,1.7142857142857142,2.0,0.5401290855247318,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,7,homophily,0,homophily,-1,nan,nan,0.6932474553585053,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,label_slp,0,label_slp_mass,0,0.0,0.25,0.5679675385789548,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,label_slp,1,label_slp_mass,1,0.25,0.5,0.05171000244741495,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,label_slp,2,label_slp_mass,2,0.5,0.75,0.03828464812296835,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,label_slp,3,label_slp_mass,3,0.75,1.0,0.03313168135607751,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,label_slp,4,label_slp_mass,4,1.0,1.25,0.10682967334368762,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,label_slp,5,label_slp_mass,5,1.25,1.5,0.05102530277184823,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,label_slp,6,label_slp_mass,6,1.5,1.75,0.05615201542700014,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,label_slp,7,label_slp_mass,7,1.75,2.0,0.09489926095690424,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,feature_density,0,feature_spectral_density,0,0.0,0.25,1.2916406524374522,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,feature_density,1,feature_spectral_density,1,0.25,0.5,0.33283504854174467,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,feature_density,2,feature_spectral_density,2,0.5,0.75,0.27227142773246155,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,feature_density,3,feature_spectral_density,3,0.75,1.0,0.2290421535036903,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,feature_density,4,feature_spectral_density,4,1.0,1.25,0.6554254398451456,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,feature_density,5,feature_spectral_density,5,1.25,1.5,0.3485518859173713,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,feature_density,6,feature_spectral_density,6,1.5,1.75,0.3636146083582343,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,feature_density,7,feature_spectral_density,7,1.75,2.0,0.5782529600118855,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,8,homophily,0,homophily,-1,nan,nan,0.6932474553585053,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,label_slp,0,label_slp_mass,0,0.0,0.2222222222222222,0.5577441177277421,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,label_slp,1,label_slp_mass,1,0.2222222222222222,0.4444444444444444,0.05314952121159812,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,label_slp,2,label_slp_mass,2,0.4444444444444444,0.6666666666666666,0.033944839119065214,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,label_slp,3,label_slp_mass,3,0.6666666666666666,0.8888888888888888,0.03514573653519858,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,label_slp,4,label_slp_mass,4,0.8888888888888888,1.1111111111111112,0.1005889713482457,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,label_slp,5,label_slp_mass,5,1.1111111111111112,1.3333333333333333,0.031697438562081244,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,label_slp,6,label_slp_mass,6,1.3333333333333333,1.5555555555555554,0.04743171246615859,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,label_slp,7,label_slp_mass,7,1.5555555555555554,1.7777777777777777,0.052907431436174365,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,label_slp,8,label_slp_mass,8,1.7777777777777777,2.0,0.08739035644013683,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,feature_density,0,feature_spectral_density,0,0.0,0.2222222222222222,1.3896531763855167,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,feature_density,1,feature_spectral_density,1,0.2222222222222222,0.4444444444444444,0.366595793570601,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,feature_density,2,feature_spectral_density,2,0.4444444444444444,0.6666666666666666,0.2765686529169968,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
CiteSeer,9,feature_density,3,feature_spectral_density,3,0.6666666666666666,0.8888888888888888,0.26351054004708524,3327,9104,3703,6,0.6932474553585053,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
