id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,0,0.8432,0.8291,257,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,1,0.8342,0.8334,216,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,2,0.8453,0.8317,240,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,3,0.8368,0.8338,177,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,4,0.8543,0.8313,434,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,5,0.8581,0.8411,404,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,6,0.8333,0.8437,154,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,7,0.8538,0.8304,217,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,8,0.8282,0.8274,365,lr_wd_seed_batched
WikiCS_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,WikiCS,GPRGNN,4,64,0.01,0.0005,500,50,9,0.8538,0.8505,353,lr_wd_seed_batched
