id,dataset,model,K,hidden,lr,weight_decay,epochs,patience,seed,best_val_acc,test_acc,epochs_ran,parallel_mode
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s0,Questions,GPRGNN,4,64,0.01,0.0005,500,50,0,0.9690,0.9707,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s1,Questions,GPRGNN,4,64,0.01,0.0005,500,50,1,0.9701,0.9729,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s2,Questions,GPRGNN,4,64,0.01,0.0005,500,50,2,0.9707,0.9709,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s3,Questions,GPRGNN,4,64,0.01,0.0005,500,50,3,0.9706,0.9708,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s4,Questions,GPRGNN,4,64,0.01,0.0005,500,50,4,0.9698,0.9696,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s5,Questions,GPRGNN,4,64,0.01,0.0005,500,50,5,0.9711,0.9697,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s6,Questions,GPRGNN,4,64,0.01,0.0005,500,50,6,0.9675,0.9707,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s7,Questions,GPRGNN,4,64,0.01,0.0005,500,50,7,0.9674,0.9675,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s8,Questions,GPRGNN,4,64,0.01,0.0005,500,50,8,0.9703,0.9688,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0005_e500_p50_s9,Questions,GPRGNN,4,64,0.01,0.0005,500,50,9,0.9686,0.9718,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s0,Questions,GPRGNN,4,64,0.01,0.0001,500,50,0,0.9690,0.9707,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s1,Questions,GPRGNN,4,64,0.01,0.0001,500,50,1,0.9701,0.9729,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s2,Questions,GPRGNN,4,64,0.01,0.0001,500,50,2,0.9707,0.9709,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s3,Questions,GPRGNN,4,64,0.01,0.0001,500,50,3,0.9706,0.9708,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s4,Questions,GPRGNN,4,64,0.01,0.0001,500,50,4,0.9698,0.9696,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s5,Questions,GPRGNN,4,64,0.01,0.0001,500,50,5,0.9723,0.9710,166,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s6,Questions,GPRGNN,4,64,0.01,0.0001,500,50,6,0.9681,0.9716,151,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s7,Questions,GPRGNN,4,64,0.01,0.0001,500,50,7,0.9674,0.9675,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s8,Questions,GPRGNN,4,64,0.01,0.0001,500,50,8,0.9703,0.9688,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0.0001_e500_p50_s9,Questions,GPRGNN,4,64,0.01,0.0001,500,50,9,0.9703,0.9734,174,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s0,Questions,GPRGNN,4,64,0.01,0.0,500,50,0,0.9706,0.9717,167,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s1,Questions,GPRGNN,4,64,0.01,0.0,500,50,1,0.9701,0.9728,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s2,Questions,GPRGNN,4,64,0.01,0.0,500,50,2,0.9707,0.9709,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s3,Questions,GPRGNN,4,64,0.01,0.0,500,50,3,0.9714,0.9720,129,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s4,Questions,GPRGNN,4,64,0.01,0.0,500,50,4,0.9698,0.9696,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s5,Questions,GPRGNN,4,64,0.01,0.0,500,50,5,0.9723,0.9709,124,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s6,Questions,GPRGNN,4,64,0.01,0.0,500,50,6,0.9675,0.9707,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s7,Questions,GPRGNN,4,64,0.01,0.0,500,50,7,0.9674,0.9675,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s8,Questions,GPRGNN,4,64,0.01,0.0,500,50,8,0.9720,0.9696,138,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.01_wd0_e500_p50_s9,Questions,GPRGNN,4,64,0.01,0.0,500,50,9,0.9704,0.9733,174,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s0,Questions,GPRGNN,4,64,0.005,0.0005,500,50,0,0.9690,0.9707,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s1,Questions,GPRGNN,4,64,0.005,0.0005,500,50,1,0.9701,0.9728,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s2,Questions,GPRGNN,4,64,0.005,0.0005,500,50,2,0.9707,0.9709,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s3,Questions,GPRGNN,4,64,0.005,0.0005,500,50,3,0.9706,0.9708,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s4,Questions,GPRGNN,4,64,0.005,0.0005,500,50,4,0.9698,0.9696,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s5,Questions,GPRGNN,4,64,0.005,0.0005,500,50,5,0.9711,0.9697,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s6,Questions,GPRGNN,4,64,0.005,0.0005,500,50,6,0.9675,0.9707,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s7,Questions,GPRGNN,4,64,0.005,0.0005,500,50,7,0.9674,0.9675,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s8,Questions,GPRGNN,4,64,0.005,0.0005,500,50,8,0.9703,0.9688,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0005_e500_p50_s9,Questions,GPRGNN,4,64,0.005,0.0005,500,50,9,0.9686,0.9718,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s0,Questions,GPRGNN,4,64,0.005,0.0001,500,50,0,0.9690,0.9707,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s1,Questions,GPRGNN,4,64,0.005,0.0001,500,50,1,0.9701,0.9729,53,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s2,Questions,GPRGNN,4,64,0.005,0.0001,500,50,2,0.9707,0.9709,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s3,Questions,GPRGNN,4,64,0.005,0.0001,500,50,3,0.9706,0.9707,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s4,Questions,GPRGNN,4,64,0.005,0.0001,500,50,4,0.9698,0.9696,53,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s5,Questions,GPRGNN,4,64,0.005,0.0001,500,50,5,0.9711,0.9697,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s6,Questions,GPRGNN,4,64,0.005,0.0001,500,50,6,0.9675,0.9707,54,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s7,Questions,GPRGNN,4,64,0.005,0.0001,500,50,7,0.9674,0.9675,53,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s8,Questions,GPRGNN,4,64,0.005,0.0001,500,50,8,0.9720,0.9697,236,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0.0001_e500_p50_s9,Questions,GPRGNN,4,64,0.005,0.0001,500,50,9,0.9686,0.9717,52,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s0,Questions,GPRGNN,4,64,0.005,0.0,500,50,0,0.9690,0.9707,51,lr_wd_seed_batched
Questions_GPRGNN_K4_H64_lr0.005_wd0_e500_p50_s1,Questions,GPRGNN,4,64,0.005,0.0,500,50,1,0.9701,0.9729,52,lr_wd_seed_batched
