id,dataset,model,depth,hidden,eps,seed,test_acc
Cora_L2_H16_epsna_s0,Cora,mlp,2,16,na,0,0.7477
Cora_L2_H16_epsna_s1,Cora,mlp,2,16,na,1,0.7348
Cora_L2_H16_epsna_s2,Cora,mlp,2,16,na,2,0.7661
Cora_L2_H32_epsna_s0,Cora,mlp,2,32,na,0,0.7274
Cora_L2_H32_epsna_s1,Cora,mlp,2,32,na,1,0.7551
Cora_L2_H32_epsna_s2,Cora,mlp,2,32,na,2,0.7735
Cora_L2_H64_epsna_s0,Cora,mlp,2,64,na,0,0.7495
Cora_L2_H64_epsna_s1,Cora,mlp,2,64,na,1,0.7459
Cora_L2_H64_epsna_s2,Cora,mlp,2,64,na,2,0.7919
Cora_L3_H16_epsna_s0,Cora,mlp,3,16,na,0,0.6409
Cora_L3_H16_epsna_s1,Cora,mlp,3,16,na,1,0.7109
Cora_L3_H16_epsna_s2,Cora,mlp,3,16,na,2,0.7072
Cora_L3_H32_epsna_s0,Cora,mlp,3,32,na,0,0.7311
Cora_L3_H32_epsna_s1,Cora,mlp,3,32,na,1,0.7477
Cora_L3_H32_epsna_s2,Cora,mlp,3,32,na,2,0.7385
Cora_L3_H64_epsna_s0,Cora,mlp,3,64,na,0,0.7330
Cora_L3_H64_epsna_s1,Cora,mlp,3,64,na,1,0.7587
Cora_L3_H64_epsna_s2,Cora,mlp,3,64,na,2,0.7716
Cora_L4_H16_epsna_s0,Cora,mlp,4,16,na,0,0.4788
Cora_L4_H16_epsna_s1,Cora,mlp,4,16,na,1,0.5893
Cora_L4_H16_epsna_s2,Cora,mlp,4,16,na,2,0.5930
Cora_L4_H32_epsna_s0,Cora,mlp,4,32,na,0,0.6832
Cora_L4_H32_epsna_s1,Cora,mlp,4,32,na,1,0.7072
Cora_L4_H32_epsna_s2,Cora,mlp,4,32,na,2,0.7274
Cora_L4_H64_epsna_s0,Cora,mlp,4,64,na,0,0.7440
Cora_L4_H64_epsna_s1,Cora,mlp,4,64,na,1,0.7127
Cora_L4_H64_epsna_s2,Cora,mlp,4,64,na,2,0.7182
Photo_L2_H16_epsna_s0,Photo,mlp,2,16,na,0,0.7804
Photo_L2_H16_epsna_s1,Photo,mlp,2,16,na,1,0.8797
Photo_L2_H16_epsna_s2,Photo,mlp,2,16,na,2,0.6327
Photo_L2_H32_epsna_s0,Photo,mlp,2,32,na,0,0.8856
Photo_L2_H32_epsna_s1,Photo,mlp,2,32,na,1,0.8307
Photo_L2_H32_epsna_s2,Photo,mlp,2,32,na,2,0.8876
Photo_L2_H64_epsna_s0,Photo,mlp,2,64,na,0,0.9039
Photo_L2_H64_epsna_s1,Photo,mlp,2,64,na,1,0.9268
Photo_L2_H64_epsna_s2,Photo,mlp,2,64,na,2,0.9196
Photo_L3_H16_epsna_s0,Photo,mlp,3,16,na,0,0.7771
Photo_L3_H16_epsna_s1,Photo,mlp,3,16,na,1,0.8137
Photo_L3_H16_epsna_s2,Photo,mlp,3,16,na,2,0.6222
Photo_L3_H32_epsna_s0,Photo,mlp,3,32,na,0,0.8477
Photo_L3_H32_epsna_s1,Photo,mlp,3,32,na,1,0.8725
Photo_L3_H32_epsna_s2,Photo,mlp,3,32,na,2,0.8941
Photo_L3_H64_epsna_s0,Photo,mlp,3,64,na,0,0.9033
Photo_L3_H64_epsna_s1,Photo,mlp,3,64,na,1,0.8980
Photo_L3_H64_epsna_s2,Photo,mlp,3,64,na,2,0.9033
Photo_L4_H16_epsna_s0,Photo,mlp,4,16,na,0,0.5451
Photo_L4_H16_epsna_s1,Photo,mlp,4,16,na,1,0.7314
Photo_L4_H16_epsna_s2,Photo,mlp,4,16,na,2,0.5680
Photo_L4_H32_epsna_s0,Photo,mlp,4,32,na,0,0.7556
