id,dataset,model,depth,hidden,eps,seed,test_acc
Chameleon_L2_H32_epsna_s2,Chameleon,hfgcn,2,32,na,2,0.5482
Chameleon_L2_H64_epsna_s0,Chameleon,hfgcn,2,64,na,0,0.6184
Chameleon_L2_H64_epsna_s1,Chameleon,hfgcn,2,64,na,1,0.5987
Chameleon_L2_H64_epsna_s2,Chameleon,hfgcn,2,64,na,2,0.5614
Chameleon_L3_H16_epsna_s0,Chameleon,hfgcn,3,16,na,0,0.6228
Chameleon_L3_H16_epsna_s1,Chameleon,hfgcn,3,16,na,1,0.6053
Chameleon_L3_H16_epsna_s2,Chameleon,hfgcn,3,16,na,2,0.5724
Chameleon_L3_H32_epsna_s0,Chameleon,hfgcn,3,32,na,0,0.6535
Chameleon_L3_H32_epsna_s1,Chameleon,hfgcn,3,32,na,1,0.6294
Chameleon_L3_H32_epsna_s2,Chameleon,hfgcn,3,32,na,2,0.6140
Chameleon_L3_H64_epsna_s0,Chameleon,hfgcn,3,64,na,0,0.6228
Chameleon_L3_H64_epsna_s1,Chameleon,hfgcn,3,64,na,1,0.6601
Chameleon_L3_H64_epsna_s2,Chameleon,hfgcn,3,64,na,2,0.5921
Chameleon_L4_H16_epsna_s0,Chameleon,hfgcn,4,16,na,0,0.6206
Chameleon_L4_H16_epsna_s1,Chameleon,hfgcn,4,16,na,1,0.6140
Chameleon_L4_H16_epsna_s2,Chameleon,hfgcn,4,16,na,2,0.5592
Chameleon_L4_H32_epsna_s0,Chameleon,hfgcn,4,32,na,0,0.6689
Chameleon_L4_H32_epsna_s1,Chameleon,hfgcn,4,32,na,1,0.7083
Chameleon_L4_H32_epsna_s2,Chameleon,hfgcn,4,32,na,2,0.6206
Chameleon_L4_H64_epsna_s0,Chameleon,hfgcn,4,64,na,0,0.6732
Chameleon_L4_H64_epsna_s1,Chameleon,hfgcn,4,64,na,1,0.6557
Chameleon_L4_H64_epsna_s2,Chameleon,hfgcn,4,64,na,2,0.5833
CiteSeer_L2_H16_epsna_s0,CiteSeer,hfgcn,2,16,na,0,0.2102
CiteSeer_L2_H16_epsna_s1,CiteSeer,hfgcn,2,16,na,1,0.2207
CiteSeer_L2_H16_epsna_s2,CiteSeer,hfgcn,2,16,na,2,0.2162
CiteSeer_L2_H32_epsna_s0,CiteSeer,hfgcn,2,32,na,0,0.2042
CiteSeer_L2_H32_epsna_s1,CiteSeer,hfgcn,2,32,na,1,0.2177
CiteSeer_L2_H32_epsna_s2,CiteSeer,hfgcn,2,32,na,2,0.1862
CiteSeer_L2_H64_epsna_s0,CiteSeer,hfgcn,2,64,na,0,0.2027
CiteSeer_L2_H64_epsna_s1,CiteSeer,hfgcn,2,64,na,1,0.2102
CiteSeer_L2_H64_epsna_s2,CiteSeer,hfgcn,2,64,na,2,0.2012
CiteSeer_L3_H16_epsna_s0,CiteSeer,hfgcn,3,16,na,0,0.2357
CiteSeer_L3_H16_epsna_s1,CiteSeer,hfgcn,3,16,na,1,0.2237
CiteSeer_L3_H16_epsna_s2,CiteSeer,hfgcn,3,16,na,2,0.1937
CiteSeer_L3_H32_epsna_s0,CiteSeer,hfgcn,3,32,na,0,0.2553
CiteSeer_L3_H32_epsna_s1,CiteSeer,hfgcn,3,32,na,1,0.2372
CiteSeer_L3_H32_epsna_s2,CiteSeer,hfgcn,3,32,na,2,0.2087
CiteSeer_L3_H64_epsna_s0,CiteSeer,hfgcn,3,64,na,0,0.2568
CiteSeer_L3_H64_epsna_s1,CiteSeer,hfgcn,3,64,na,1,0.2387
CiteSeer_L3_H64_epsna_s2,CiteSeer,hfgcn,3,64,na,2,0.2267
CiteSeer_L4_H16_epsna_s0,CiteSeer,hfgcn,4,16,na,0,0.2477
CiteSeer_L4_H16_epsna_s1,CiteSeer,hfgcn,4,16,na,1,0.2357
CiteSeer_L4_H16_epsna_s2,CiteSeer,hfgcn,4,16,na,2,0.2297
CiteSeer_L4_H32_epsna_s0,CiteSeer,hfgcn,4,32,na,0,0.2402
CiteSeer_L4_H32_epsna_s1,CiteSeer,hfgcn,4,32,na,1,0.2402
CiteSeer_L4_H32_epsna_s2,CiteSeer,hfgcn,4,32,na,2,0.2162
CiteSeer_L4_H64_epsna_s0,CiteSeer,hfgcn,4,64,na,0,0.2868
CiteSeer_L4_H64_epsna_s1,CiteSeer,hfgcn,4,64,na,1,0.2748
CiteSeer_L4_H64_epsna_s2,CiteSeer,hfgcn,4,64,na,2,0.2447
Computers_L2_H16_epsna_s0,Computers,hfgcn,2,16,na,0,0.3770
Computers_L2_H16_epsna_s1,Computers,hfgcn,2,16,na,1,0.3850
Computers_L2_H16_epsna_s2,Computers,hfgcn,2,16,na,2,0.3864
Computers_L2_H32_epsna_s0,Computers,hfgcn,2,32,na,0,0.3846
Computers_L2_H32_epsna_s1,Computers,hfgcn,2,32,na,1,0.3871
Computers_L2_H32_epsna_s2,Computers,hfgcn,2,32,na,2,0.3915
Computers_L2_H64_epsna_s0,Computers,hfgcn,2,64,na,0,0.3875
Computers_L2_H64_epsna_s1,Computers,hfgcn,2,64,na,1,0.3897
Computers_L2_H64_epsna_s2,Computers,hfgcn,2,64,na,2,0.3977
Computers_L3_H16_epsna_s0,Computers,hfgcn,3,16,na,0,0.3537
Computers_L3_H16_epsna_s1,Computers,hfgcn,3,16,na,1,0.3621
Computers_L3_H16_epsna_s2,Computers,hfgcn,3,16,na,2,0.3599
Computers_L3_H32_epsna_s0,Computers,hfgcn,3,32,na,0,0.3908
Computers_L3_H32_epsna_s1,Computers,hfgcn,3,32,na,1,0.3820
Computers_L3_H32_epsna_s2,Computers,hfgcn,3,32,na,2,0.3853
Computers_L3_H64_epsna_s0,Computers,hfgcn,3,64,na,0,0.3904
Computers_L3_H64_epsna_s1,Computers,hfgcn,3,64,na,1,0.3835
Computers_L3_H64_epsna_s2,Computers,hfgcn,3,64,na,2,0.3799
Computers_L4_H16_epsna_s0,Computers,hfgcn,4,16,na,0,0.3570
Computers_L4_H16_epsna_s1,Computers,hfgcn,4,16,na,1,0.3591
Computers_L4_H16_epsna_s2,Computers,hfgcn,4,16,na,2,0.3424
Computers_L4_H32_epsna_s0,Computers,hfgcn,4,32,na,0,0.3682
Computers_L4_H32_epsna_s1,Computers,hfgcn,4,32,na,1,0.3828
Computers_L4_H32_epsna_s2,Computers,hfgcn,4,32,na,2,0.3762
Computers_L4_H64_epsna_s0,Computers,hfgcn,4,64,na,0,0.3871
Computers_L4_H64_epsna_s1,Computers,hfgcn,4,64,na,1,0.4013
Computers_L4_H64_epsna_s2,Computers,hfgcn,4,64,na,2,0.4009
CS_L2_H16_epsna_s0,CS,hfgcn,2,16,na,0,0.2304
CS_L2_H16_epsna_s1,CS,hfgcn,2,16,na,1,0.2257
CS_L2_H16_epsna_s2,CS,hfgcn,2,16,na,2,0.2091
CS_L2_H32_epsna_s0,CS,hfgcn,2,32,na,0,0.2345
CS_L2_H32_epsna_s1,CS,hfgcn,2,32,na,1,0.2388
CS_L2_H32_epsna_s2,CS,hfgcn,2,32,na,2,0.2593
CS_L2_H64_epsna_s0,CS,hfgcn,2,64,na,0,0.2413
CS_L2_H64_epsna_s1,CS,hfgcn,2,64,na,1,0.2555
CS_L2_H64_epsna_s2,CS,hfgcn,2,64,na,2,0.2533
CS_L3_H16_epsna_s0,CS,hfgcn,3,16,na,0,0.2031
CS_L3_H16_epsna_s1,CS,hfgcn,3,16,na,1,0.2465
CS_L3_H16_epsna_s2,CS,hfgcn,3,16,na,2,0.2216
CS_L3_H32_epsna_s0,CS,hfgcn,3,32,na,0,0.2102
CS_L3_H32_epsna_s1,CS,hfgcn,3,32,na,1,0.2814
CS_L3_H32_epsna_s2,CS,hfgcn,3,32,na,2,0.2942
CS_L3_H64_epsna_s0,CS,hfgcn,3,64,na,0,0.3269
CS_L3_H64_epsna_s1,CS,hfgcn,3,64,na,1,0.3124
CS_L3_H64_epsna_s2,CS,hfgcn,3,64,na,2,0.3119
CS_L4_H16_epsna_s0,CS,hfgcn,4,16,na,0,0.2489
CS_L4_H16_epsna_s1,CS,hfgcn,4,16,na,1,0.2034
CS_L4_H16_epsna_s2,CS,hfgcn,4,16,na,2,0.2238
CS_L4_H32_epsna_s0,CS,hfgcn,4,32,na,0,0.3203
CS_L4_H32_epsna_s1,CS,hfgcn,4,32,na,1,0.3225
CS_L4_H32_epsna_s2,CS,hfgcn,4,32,na,2,0.3184
CS_L4_H64_epsna_s0,CS,hfgcn,4,64,na,0,0.3531
CS_L4_H64_epsna_s1,CS,hfgcn,4,64,na,1,0.3351
CS_L4_H64_epsna_s2,CS,hfgcn,4,64,na,2,0.3650
Cornell_L2_H16_epsna_s0,Cornell,hfgcn,2,16,na,0,0.7105
Cornell_L2_H16_epsna_s1,Cornell,hfgcn,2,16,na,1,0.6842
Cornell_L2_H16_epsna_s2,Cornell,hfgcn,2,16,na,2,0.7632
Cornell_L2_H32_epsna_s0,Cornell,hfgcn,2,32,na,0,0.7105
Cornell_L2_H32_epsna_s1,Cornell,hfgcn,2,32,na,1,0.7895
Cornell_L2_H32_epsna_s2,Cornell,hfgcn,2,32,na,2,0.7895
Cornell_L2_H64_epsna_s0,Cornell,hfgcn,2,64,na,0,0.7368
Cornell_L2_H64_epsna_s1,Cornell,hfgcn,2,64,na,1,0.7632
Cornell_L2_H64_epsna_s2,Cornell,hfgcn,2,64,na,2,0.6842
Cornell_L3_H16_epsna_s0,Cornell,hfgcn,3,16,na,0,0.6579
Cornell_L3_H16_epsna_s1,Cornell,hfgcn,3,16,na,1,0.6842
Cornell_L3_H16_epsna_s2,Cornell,hfgcn,3,16,na,2,0.6579
Cornell_L3_H32_epsna_s0,Cornell,hfgcn,3,32,na,0,0.6842
Cornell_L3_H32_epsna_s1,Cornell,hfgcn,3,32,na,1,0.7895
Cornell_L3_H32_epsna_s2,Cornell,hfgcn,3,32,na,2,0.7105
Cornell_L3_H64_epsna_s0,Cornell,hfgcn,3,64,na,0,0.7368
Cornell_L3_H64_epsna_s1,Cornell,hfgcn,3,64,na,1,0.7368
Cornell_L3_H64_epsna_s2,Cornell,hfgcn,3,64,na,2,0.6842
Cornell_L4_H16_epsna_s0,Cornell,hfgcn,4,16,na,0,0.5789
Cornell_L4_H16_epsna_s1,Cornell,hfgcn,4,16,na,1,0.4737
Cornell_L4_H16_epsna_s2,Cornell,hfgcn,4,16,na,2,0.4474
Cornell_L4_H32_epsna_s0,Cornell,hfgcn,4,32,na,0,0.6053
Cornell_L4_H32_epsna_s1,Cornell,hfgcn,4,32,na,1,0.4737
Cornell_L4_H32_epsna_s2,Cornell,hfgcn,4,32,na,2,0.4474
Cornell_L4_H64_epsna_s0,Cornell,hfgcn,4,64,na,0,0.6579
Cornell_L4_H64_epsna_s1,Cornell,hfgcn,4,64,na,1,0.7105
Cornell_L4_H64_epsna_s2,Cornell,hfgcn,4,64,na,2,0.7368
Wisconsin_L2_H16_epsna_s0,Wisconsin,hfgcn,2,16,na,0,0.7059
Wisconsin_L2_H16_epsna_s1,Wisconsin,hfgcn,2,16,na,1,0.7255
Wisconsin_L2_H16_epsna_s2,Wisconsin,hfgcn,2,16,na,2,0.7843
Wisconsin_L2_H32_epsna_s0,Wisconsin,hfgcn,2,32,na,0,0.6667
Wisconsin_L2_H32_epsna_s1,Wisconsin,hfgcn,2,32,na,1,0.7451
Wisconsin_L2_H32_epsna_s2,Wisconsin,hfgcn,2,32,na,2,0.7647
Wisconsin_L2_H64_epsna_s0,Wisconsin,hfgcn,2,64,na,0,0.6863
Wisconsin_L2_H64_epsna_s1,Wisconsin,hfgcn,2,64,na,1,0.7647
Wisconsin_L2_H64_epsna_s2,Wisconsin,hfgcn,2,64,na,2,0.8039
Wisconsin_L3_H16_epsna_s0,Wisconsin,hfgcn,3,16,na,0,0.6078
Wisconsin_L3_H16_epsna_s1,Wisconsin,hfgcn,3,16,na,1,0.6471
Wisconsin_L3_H16_epsna_s2,Wisconsin,hfgcn,3,16,na,2,0.7647
Wisconsin_L3_H32_epsna_s0,Wisconsin,hfgcn,3,32,na,0,0.6471
Wisconsin_L3_H32_epsna_s1,Wisconsin,hfgcn,3,32,na,1,0.7059
Wisconsin_L3_H32_epsna_s2,Wisconsin,hfgcn,3,32,na,2,0.7843
Wisconsin_L3_H64_epsna_s0,Wisconsin,hfgcn,3,64,na,0,0.6275
Wisconsin_L3_H64_epsna_s1,Wisconsin,hfgcn,3,64,na,1,0.6863
Wisconsin_L3_H64_epsna_s2,Wisconsin,hfgcn,3,64,na,2,0.7647
Wisconsin_L4_H16_epsna_s0,Wisconsin,hfgcn,4,16,na,0,0.6078
Wisconsin_L4_H16_epsna_s1,Wisconsin,hfgcn,4,16,na,1,0.6667
Wisconsin_L4_H16_epsna_s2,Wisconsin,hfgcn,4,16,na,2,0.7059
Wisconsin_L4_H32_epsna_s0,Wisconsin,hfgcn,4,32,na,0,0.5294
Wisconsin_L4_H32_epsna_s1,Wisconsin,hfgcn,4,32,na,1,0.7451
Wisconsin_L4_H32_epsna_s2,Wisconsin,hfgcn,4,32,na,2,0.7451
Wisconsin_L4_H64_epsna_s0,Wisconsin,hfgcn,4,64,na,0,0.6275
Wisconsin_L4_H64_epsna_s1,Wisconsin,hfgcn,4,64,na,1,0.6275
Wisconsin_L4_H64_epsna_s2,Wisconsin,hfgcn,4,64,na,2,0.7255
Actor_L2_H16_epsna_s0,Actor,hfgcn,2,16,na,0,0.2980
Actor_L2_H16_epsna_s1,Actor,hfgcn,2,16,na,1,0.3178
Actor_L2_H16_epsna_s2,Actor,hfgcn,2,16,na,2,0.3138
Actor_L2_H32_epsna_s0,Actor,hfgcn,2,32,na,0,0.3000
Actor_L2_H32_epsna_s1,Actor,hfgcn,2,32,na,1,0.3184
Actor_L2_H32_epsna_s2,Actor,hfgcn,2,32,na,2,0.3276
Actor_L2_H64_epsna_s0,Actor,hfgcn,2,64,na,0,0.2947
Actor_L2_H64_epsna_s1,Actor,hfgcn,2,64,na,1,0.3158
Actor_L2_H64_epsna_s2,Actor,hfgcn,2,64,na,2,0.3211
Actor_L3_H16_epsna_s0,Actor,hfgcn,3,16,na,0,0.3020
Actor_L3_H16_epsna_s1,Actor,hfgcn,3,16,na,1,0.3020
Actor_L3_H16_epsna_s2,Actor,hfgcn,3,16,na,2,0.2822
Actor_L3_H32_epsna_s0,Actor,hfgcn,3,32,na,0,0.2888
Actor_L3_H32_epsna_s1,Actor,hfgcn,3,32,na,1,0.2849
Actor_L3_H32_epsna_s2,Actor,hfgcn,3,32,na,2,0.2770
Actor_L3_H64_epsna_s0,Actor,hfgcn,3,64,na,0,0.2822
Actor_L3_H64_epsna_s1,Actor,hfgcn,3,64,na,1,0.3105
Actor_L3_H64_epsna_s2,Actor,hfgcn,3,64,na,2,0.2803
Actor_L4_H16_epsna_s0,Actor,hfgcn,4,16,na,0,0.2822
Actor_L4_H16_epsna_s1,Actor,hfgcn,4,16,na,1,0.3026
Actor_L4_H16_epsna_s2,Actor,hfgcn,4,16,na,2,0.2750
Actor_L4_H32_epsna_s0,Actor,hfgcn,4,32,na,0,0.2704
Actor_L4_H32_epsna_s1,Actor,hfgcn,4,32,na,1,0.2822
Actor_L4_H32_epsna_s2,Actor,hfgcn,4,32,na,2,0.2645
Actor_L4_H64_epsna_s0,Actor,hfgcn,4,64,na,0,0.2743
Actor_L4_H64_epsna_s1,Actor,hfgcn,4,64,na,1,0.2868
Actor_L4_H64_epsna_s2,Actor,hfgcn,4,64,na,2,0.2691
Squirrel_L2_H16_epsna_s0,Squirrel,hfgcn,2,16,na,0,0.4573
Squirrel_L2_H16_epsna_s1,Squirrel,hfgcn,2,16,na,1,0.4486
Squirrel_L2_H16_epsna_s2,Squirrel,hfgcn,2,16,na,2,0.4649
Squirrel_L2_H32_epsna_s0,Squirrel,hfgcn,2,32,na,0,0.4457
Squirrel_L2_H32_epsna_s1,Squirrel,hfgcn,2,32,na,1,0.4534
Squirrel_L2_H32_epsna_s2,Squirrel,hfgcn,2,32,na,2,0.4448
Squirrel_L2_H64_epsna_s0,Squirrel,hfgcn,2,64,na,0,0.4553
Squirrel_L2_H64_epsna_s1,Squirrel,hfgcn,2,64,na,1,0.4582
Squirrel_L2_H64_epsna_s2,Squirrel,hfgcn,2,64,na,2,0.4515
Squirrel_L3_H16_epsna_s0,Squirrel,hfgcn,3,16,na,0,0.4630
Squirrel_L3_H16_epsna_s1,Squirrel,hfgcn,3,16,na,1,0.4640
Squirrel_L3_H16_epsna_s2,Squirrel,hfgcn,3,16,na,2,0.5005
Squirrel_L3_H32_epsna_s0,Squirrel,hfgcn,3,32,na,0,0.4563
Squirrel_L3_H32_epsna_s1,Squirrel,hfgcn,3,32,na,1,0.5014
Squirrel_L3_H32_epsna_s2,Squirrel,hfgcn,3,32,na,2,0.4803
Squirrel_L3_H64_epsna_s0,Squirrel,hfgcn,3,64,na,0,0.4793
Squirrel_L3_H64_epsna_s1,Squirrel,hfgcn,3,64,na,1,0.4899
Squirrel_L3_H64_epsna_s2,Squirrel,hfgcn,3,64,na,2,0.4947
Squirrel_L4_H16_epsna_s0,Squirrel,hfgcn,4,16,na,0,0.4102
Squirrel_L4_H16_epsna_s1,Squirrel,hfgcn,4,16,na,1,0.4880
Squirrel_L4_H16_epsna_s2,Squirrel,hfgcn,4,16,na,2,0.4582
Squirrel_L4_H32_epsna_s0,Squirrel,hfgcn,4,32,na,0,0.4909
Squirrel_L4_H32_epsna_s1,Squirrel,hfgcn,4,32,na,1,0.4640
Squirrel_L4_H32_epsna_s2,Squirrel,hfgcn,4,32,na,2,0.5101
Squirrel_L4_H64_epsna_s0,Squirrel,hfgcn,4,64,na,0,0.4832
Squirrel_L4_H64_epsna_s1,Squirrel,hfgcn,4,64,na,1,0.5101
Squirrel_L4_H64_epsna_s2,Squirrel,hfgcn,4,64,na,2,0.5082
Minesweeper_L2_H16_epsna_s0,Minesweeper,hfgcn,2,16,na,0,0.6630
Minesweeper_L2_H16_epsna_s1,Minesweeper,hfgcn,2,16,na,1,0.6225
Minesweeper_L2_H16_epsna_s2,Minesweeper,hfgcn,2,16,na,2,0.6860
Minesweeper_L2_H32_epsna_s0,Minesweeper,hfgcn,2,32,na,0,0.6680
Minesweeper_L2_H32_epsna_s1,Minesweeper,hfgcn,2,32,na,1,0.6735
Minesweeper_L2_H32_epsna_s2,Minesweeper,hfgcn,2,32,na,2,0.6940
Minesweeper_L2_H64_epsna_s0,Minesweeper,hfgcn,2,64,na,0,0.6680
Minesweeper_L2_H64_epsna_s1,Minesweeper,hfgcn,2,64,na,1,0.6725
Minesweeper_L2_H64_epsna_s2,Minesweeper,hfgcn,2,64,na,2,0.6870
Minesweeper_L3_H16_epsna_s0,Minesweeper,hfgcn,3,16,na,0,0.7090
Minesweeper_L3_H16_epsna_s1,Minesweeper,hfgcn,3,16,na,1,0.7005
Minesweeper_L3_H16_epsna_s2,Minesweeper,hfgcn,3,16,na,2,0.7340
Minesweeper_L3_H32_epsna_s0,Minesweeper,hfgcn,3,32,na,0,0.7085
Minesweeper_L3_H32_epsna_s1,Minesweeper,hfgcn,3,32,na,1,0.7135
Minesweeper_L3_H32_epsna_s2,Minesweeper,hfgcn,3,32,na,2,0.7355
Minesweeper_L3_H64_epsna_s0,Minesweeper,hfgcn,3,64,na,0,0.7100
Minesweeper_L3_H64_epsna_s1,Minesweeper,hfgcn,3,64,na,1,0.7100
Minesweeper_L3_H64_epsna_s2,Minesweeper,hfgcn,3,64,na,2,0.7395
Minesweeper_L4_H16_epsna_s0,Minesweeper,hfgcn,4,16,na,0,0.7070
Minesweeper_L4_H16_epsna_s1,Minesweeper,hfgcn,4,16,na,1,0.7225
Minesweeper_L4_H16_epsna_s2,Minesweeper,hfgcn,4,16,na,2,0.7455
Minesweeper_L4_H32_epsna_s0,Minesweeper,hfgcn,4,32,na,0,0.7260
Minesweeper_L4_H32_epsna_s1,Minesweeper,hfgcn,4,32,na,1,0.7230
Minesweeper_L4_H32_epsna_s2,Minesweeper,hfgcn,4,32,na,2,0.7510
Minesweeper_L4_H64_epsna_s0,Minesweeper,hfgcn,4,64,na,0,0.7250
Minesweeper_L4_H64_epsna_s1,Minesweeper,hfgcn,4,64,na,1,0.7390
Minesweeper_L4_H64_epsna_s2,Minesweeper,hfgcn,4,64,na,2,0.7535
Tolokers_L2_H16_epsna_s0,Tolokers,hfgcn,2,16,na,0,0.7416
Tolokers_L2_H16_epsna_s1,Tolokers,hfgcn,2,16,na,1,0.7165
Tolokers_L2_H16_epsna_s2,Tolokers,hfgcn,2,16,na,2,0.7191
Tolokers_L2_H32_epsna_s0,Tolokers,hfgcn,2,32,na,0,0.7425
Tolokers_L2_H32_epsna_s1,Tolokers,hfgcn,2,32,na,1,0.7161
Tolokers_L2_H32_epsna_s2,Tolokers,hfgcn,2,32,na,2,0.7136
