dataset,num_nodes,num_edges,num_features,num_classes,a,b,K,mean_val_acc,std_val_acc,mean_test_acc,std_test_acc,n_seeds,lr,weight_decay,dropout,dprate,patience,max_epochs,parallel_mode
RomanEmpire,22662,65854,300,18,-0.99,-0.99,4,0.674933797121048,0.004851159049133984,0.669607412815094,0.004990613600567399,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,-0.89,4,0.6788614451885223,0.0009054844857626082,0.6722099721431732,0.0015713740805167664,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,-0.79,4,0.6840247094631196,0.0012324960705613584,0.6725187540054322,0.002441706597927593,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,-0.6900000000000001,4,0.689629316329956,0.002543169048042846,0.6761358678340912,0.0018693901640725542,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,-0.5900000000000001,4,0.6962047696113587,0.0025443143936998936,0.6794883191585541,0.001452321040898381,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,-0.4900000000000001,4,0.6964254140853882,0.003783149625480402,0.6834142088890076,0.0039209318586771146,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,-0.3900000000000001,4,0.6987201988697052,0.0022506584139971963,0.6866343140602111,0.0017220380290069134,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,-0.29000000000000015,4,0.7005295753479004,0.0037767130291454796,0.6849580943584442,0.003511203297322522,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,-0.19000000000000017,4,0.7022947907447815,0.002163762297020891,0.686369651556015,0.0024796515192910488,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,-0.09000000000000019,4,0.7042806625366211,0.0043973605302104445,0.6875165343284607,0.0012351180826545706,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.009999999999999787,4,0.7057811081409454,0.0048061781285204525,0.6872077703475952,0.003514806223706572,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.10999999999999965,4,0.7073698163032531,0.005892549629236629,0.6893692135810852,0.002823122218309603,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.20999999999999974,4,0.7081200361251831,0.005240962787547223,0.6886193215847015,0.0037192266323112363,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.30999999999999983,4,0.7040158927440643,0.005989577074343392,0.6873842120170593,0.003113189341245396,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.4099999999999997,4,0.7074580729007721,0.009314491856665712,0.6903396546840668,0.0035944544469636314,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.5099999999999996,4,0.7105472207069397,0.008780664774094046,0.693250983953476,0.003157563682114214,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.6099999999999997,4,0.7101941704750061,0.007631033842121483,0.692059987783432,0.003244187082312751,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.7099999999999997,4,0.7071050345897675,0.010523189588644268,0.692633432149887,0.002578137502953474,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.8099999999999996,4,0.716637247800827,0.0031419665811940455,0.69567711353302,0.001758364004154386,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,0.9099999999999995,4,0.7162842094898224,0.0071715967615161615,0.6952359914779663,0.003453370487236854,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,1.0099999999999996,4,0.7168137788772583,0.0047532137084121025,0.6965152263641358,0.0027547529023452945,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,1.1099999999999997,4,0.7139452755451202,0.0056404469192530005,0.6948389887809754,0.003909743791752113,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,1.2099999999999993,4,0.7155781030654907,0.006705103052380227,0.6958535552024842,0.004932773971760588,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,-0.99,1.3099999999999994,4,0.715754634141922,0.004588092197617197,0.696074104309082,0.004446252125368488,10,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
