dataset,num_nodes,num_edges,num_features,num_classes,K,a,b,seed,best_val_acc,best_test_acc,epochs_ran,lr,weight_decay,dropout,dprate,patience,max_epochs,parallel_mode
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,0,0.6801412105560303,0.6747264266014099,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,1,0.6875551342964172,0.686374843120575,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,2,0.6824359893798828,0.6768443584442139,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,3,0.6817299127578735,0.6807271242141724,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,4,0.6819064617156982,0.6821390986442566,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,5,0.6822595000267029,0.6897282004356384,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,6,0.6769638061523438,0.6782562732696533,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,7,0.6797881722450256,0.6817861199378967,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,8,0.6815534234046936,0.6860218644142151,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.99,9,0.6847308278083801,0.6754323840141296,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,0,0.6861429810523987,0.6819626092910767,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,1,0.6877316832542419,0.6879633069038391,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,2,0.6836716532707214,0.6784327626228333,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,3,0.6836716532707214,0.6821390986442566,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,4,0.6824359893798828,0.6780797839164734,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,5,0.6824359893798828,0.6877868175506592,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,6,0.6849073171615601,0.6840804815292358,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,7,0.6833186149597168,0.6879633069038391,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,8,0.6827890276908875,0.6865513324737549,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.89,9,0.6951456069946289,0.6805506348609924,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.79,0,0.6947925686836243,0.692728579044342,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
RomanEmpire,22662,65854,300,18,10,-0.99,-0.79,1,0.6889673471450806,0.6891987323760986,500,0.01,0.0005,0.5,0.0,50,500,seed_config_batched
